feature,importance
Tail_end_2_x,0.11763941839858706
Tail_base_2_x,0.07049567459330988
Center_2_y,0.06490610016911125
Tail_end_1_x,0.0606576713151856
Tail_end_2_y,0.04807401334764311
Nose_2_y,0.04635495608855464
Tail_base_1_x,0.044243891194700506
Lat_left_2_y,0.036020783968752385
Lat_right_2_y,0.03465969095138757
Lat_right_2_x,0.030683460297658526
Lat_left_2_x,0.02870616423500171
Lat_right_1_x,0.02748504874524543
Center_2_x,0.027478786663808055
Ear_right_2_y,0.024750116125727428
Center_1_x,0.024325302929010095
Tail_base_2_y,0.020282743117019515
Nose_1_y,0.019472577454167167
Lat_right_1_y,0.0179617614552071
Tail_base_1_y,0.01761104294707978
Lat_left_1_x,0.017362315731151642
Ear_left_2_y,0.01711969142233044
Ear_left_1_x,0.016997531036858096
Ear_right_1_x,0.01654680301411716
Lat_left_1_y,0.01648137888753515
Nose_2_x,0.01632728621498407
Nose_1_x,0.015739302277479803
Ear_left_2_x,0.01460335489150619
Ear_right_2_x,0.014595759474646712
Ear_left_1_y,0.014050941703277562
Ear_right_1_y,0.01380258468167601
Tail_end_1_y,0.01249144439523125
Center_1_y,0.011983670833702404
Ear_right_2_p,0.010130281623633356
Lat_right_1_p,0.004592044976723697
Tail_base_2_p,0.003854245631370226
Tail_end_1_p,0.003079486236214505
Lat_right_2_p,0.002061515116117718
Center_2_p,0.0019933600225919583
Lat_left_2_p,0.0019874133578633643
Lat_left_1_p,0.001916535897627639
Nose_1_p,0.0018062595016382868
Nose_2_p,0.001773219918027126
Center_1_p,0.0014469165851905064
Tail_end_2_p,0.0013190205914801506
Tail_base_1_p,0.001164003268801201
Ear_left_2_p,0.001107043208739523
Ear_left_1_p,0.0009529301357078433
Ear_right_1_p,0.0009044553666196195
