scenario,time,bus,carrier,curtailment_mw
no_storage,0,Bus1,onshore wind,1715.8062
no_storage,0,Bus2,onshore wind,6247.222
no_storage,0,Bus3,onshore wind,0.0
no_storage,0,Bus4,onshore wind,0.0
no_storage,0,Bus5,onshore wind,0.0
no_storage,0,Bus6,onshore wind,0.0
no_storage,0,Bus7,onshore wind,0.0
no_storage,0,Bus8,onshore wind,0.0
no_storage,0,Bus9,onshore wind,0.0
no_storage,0,Bus10,onshore wind,0.0
no_storage,0,Bus11,onshore wind,0.0
no_storage,0,Bus12,onshore wind,0.0
no_storage,0,Bus13,onshore wind,0.0
no_storage,0,Bus14,onshore wind,0.0
no_storage,0,Bus15,onshore wind,0.0
no_storage,0,Bus16,onshore wind,0.0
no_storage,0,Bus17,onshore wind,0.0
no_storage,0,Bus18,onshore wind,0.0
no_storage,0,Bus19,onshore wind,0.0
no_storage,0,Bus20,onshore wind,0.0
no_storage,1,Bus1,onshore wind,0.0
no_storage,1,Bus2,onshore wind,3720.8346
no_storage,1,Bus3,onshore wind,0.0
no_storage,1,Bus4,onshore wind,0.0
no_storage,1,Bus5,onshore wind,-4.5474735e-13
no_storage,1,Bus6,onshore wind,-1.4210855e-14
no_storage,1,Bus7,onshore wind,0.0
no_storage,1,Bus8,onshore wind,0.0
no_storage,1,Bus9,onshore wind,0.0
no_storage,1,Bus10,onshore wind,0.0
no_storage,1,Bus11,onshore wind,0.0
no_storage,1,Bus12,onshore wind,0.0
no_storage,1,Bus13,onshore wind,0.0
no_storage,1,Bus14,onshore wind,0.0
no_storage,1,Bus15,onshore wind,0.0
no_storage,1,Bus16,onshore wind,0.0
no_storage,1,Bus17,onshore wind,0.0
no_storage,1,Bus18,onshore wind,0.0
no_storage,1,Bus19,onshore wind,0.0
no_storage,1,Bus20,onshore wind,0.0
no_storage,2,Bus1,onshore wind,4613.7592
no_storage,2,Bus2,onshore wind,57.071017
no_storage,2,Bus3,onshore wind,0.0
no_storage,2,Bus4,onshore wind,0.0
no_storage,2,Bus5,onshore wind,0.0
no_storage,2,Bus6,onshore wind,0.0
no_storage,2,Bus7,onshore wind,-1.4210855e-14
no_storage,2,Bus8,onshore wind,0.0
no_storage,2,Bus9,onshore wind,0.0
no_storage,2,Bus10,onshore wind,0.0
no_storage,2,Bus11,onshore wind,0.0
no_storage,2,Bus12,onshore wind,0.0
no_storage,2,Bus13,onshore wind,0.0
no_storage,2,Bus14,onshore wind,0.0
no_storage,2,Bus15,onshore wind,0.0
no_storage,2,Bus16,onshore wind,0.0
no_storage,2,Bus17,onshore wind,0.0
no_storage,2,Bus18,onshore wind,0.0
no_storage,2,Bus19,onshore wind,0.0
no_storage,2,Bus20,onshore wind,0.0
no_storage,3,Bus1,onshore wind,5186.9479
no_storage,3,Bus2,onshore wind,475.81215
no_storage,3,Bus3,onshore wind,0.0
no_storage,3,Bus4,onshore wind,0.0
no_storage,3,Bus5,onshore wind,2.2737368e-13
no_storage,3,Bus6,onshore wind,-1.4210855e-14
no_storage,3,Bus7,onshore wind,0.0
no_storage,3,Bus8,onshore wind,0.0
no_storage,3,Bus9,onshore wind,0.0
no_storage,3,Bus10,onshore wind,0.0
no_storage,3,Bus11,onshore wind,0.0
no_storage,3,Bus12,onshore wind,0.0
no_storage,3,Bus13,onshore wind,0.0
no_storage,3,Bus14,onshore wind,0.0
no_storage,3,Bus15,onshore wind,0.0
no_storage,3,Bus16,onshore wind,0.0
no_storage,3,Bus17,onshore wind,0.0
no_storage,3,Bus18,onshore wind,0.0
no_storage,3,Bus19,onshore wind,0.0
no_storage,3,Bus20,onshore wind,0.0
no_storage,4,Bus1,onshore wind,2279.8906
no_storage,4,Bus2,onshore wind,0.0
no_storage,4,Bus3,onshore wind,0.0
no_storage,4,Bus4,onshore wind,0.0
no_storage,4,Bus5,onshore wind,0.0
no_storage,4,Bus6,onshore wind,-1.4210855e-14
no_storage,4,Bus7,onshore wind,0.0
no_storage,4,Bus8,onshore wind,0.0
no_storage,4,Bus9,onshore wind,0.0
no_storage,4,Bus10,onshore wind,0.0
no_storage,4,Bus11,onshore wind,0.0
no_storage,4,Bus12,onshore wind,0.0
no_storage,4,Bus13,onshore wind,0.0
no_storage,4,Bus14,onshore wind,0.0
no_storage,4,Bus15,onshore wind,0.0
no_storage,4,Bus16,onshore wind,0.0
no_storage,4,Bus17,onshore wind,0.0
no_storage,4,Bus18,onshore wind,0.0
no_storage,4,Bus19,onshore wind,1.4210855e-14
no_storage,4,Bus20,onshore wind,0.0
no_storage,5,Bus1,onshore wind,0.0
no_storage,5,Bus2,onshore wind,3872.0576
no_storage,5,Bus3,onshore wind,0.0
no_storage,5,Bus4,onshore wind,0.0
no_storage,5,Bus5,onshore wind,0.0
no_storage,5,Bus6,onshore wind,0.0
no_storage,5,Bus7,onshore wind,0.0
no_storage,5,Bus8,onshore wind,0.0
no_storage,5,Bus9,onshore wind,0.0
no_storage,5,Bus10,onshore wind,0.0
no_storage,5,Bus11,onshore wind,0.0
no_storage,5,Bus12,onshore wind,0.0
no_storage,5,Bus13,onshore wind,0.0
no_storage,5,Bus14,onshore wind,0.0
no_storage,5,Bus15,onshore wind,0.0
no_storage,5,Bus16,onshore wind,0.0
no_storage,5,Bus17,onshore wind,0.0
no_storage,5,Bus18,onshore wind,0.0
no_storage,5,Bus19,onshore wind,0.0
no_storage,5,Bus20,onshore wind,0.0
no_storage,6,Bus1,onshore wind,828.06686
no_storage,6,Bus2,onshore wind,0.0
no_storage,6,Bus3,onshore wind,0.0
no_storage,6,Bus4,onshore wind,-2.2737368e-13
no_storage,6,Bus5,onshore wind,0.0
no_storage,6,Bus6,onshore wind,0.0
no_storage,6,Bus7,onshore wind,0.0
no_storage,6,Bus8,onshore wind,0.0
no_storage,6,Bus9,onshore wind,0.0
no_storage,6,Bus10,onshore wind,0.0
no_storage,6,Bus11,onshore wind,0.0
no_storage,6,Bus12,onshore wind,0.0
no_storage,6,Bus13,onshore wind,0.0
no_storage,6,Bus14,onshore wind,0.0
no_storage,6,Bus15,onshore wind,0.0
