feature,importance
Lat_left_to_Tail_base_dist,0.02252777043246228
Tail_end_to_Nose_dist,0.0223008930521002
Lat_right_to_Lat_right_dist,0.021732276048121467
Lat_right_to_Ear_right_dist,0.0204559650444101
Ear_left_to_Tail_end_dist,0.02037804406041585
M2_facing_M1_angle,0.02010361852708731
Lat_left_to_Tail_end_dist,0.016183235812771597
Ear_right_to_Tail_end_dist,0.015176998887154455
centroid_distance_mean10,0.015156394068794463
M2_Nose_velocity_std10,0.014998124683328578
Nose_to_Tail_base_dist,0.014075184543976368
Center_to_Tail_base_dist,0.014011828690202054
Tail_end_to_Ear_left_dist,0.013652078254822184
Nose_to_Tail_end_dist,0.013454144909684987
Ear_left_to_Tail_base_dist,0.01292332697005514
M1_Tail_Tail_dist,0.012651580218844046
Tail_end_to_Lat_right_dist,0.012094803796761068
Lat_right_to_Nose_dist,0.011983334269791063
Center_to_Lat_right_dist,0.011813629929218509
Tail_base_to_Ear_left_dist,0.011719762061527424
Tail_base_to_Tail_end_dist,0.011398884474133647
Tail_base_to_Nose_dist,0.011398158310977825
Lat_left_to_Lat_right_dist,0.011315080288036428
Center_to_Tail_end_dist,0.011155231206306916
Ear_right_to_Tail_base_dist,0.010820910255463962
Lat_left_to_Ear_left_dist,0.010610419581480636
Tail_end_to_Center_dist,0.01058817006160871
Lat_right_to_Tail_end_dist,0.010379379030227735
Ear_right_to_Lat_right_dist,0.010063415317215229
Tail_end_to_Tail_end_dist,0.009950574960745586
M2_Nose_velocity_mean10,0.009799735298850126
Lat_left_to_Center_dist,0.009587914980946534
Tail_end_to_Tail_base_dist,0.009488069371746451
Tail_end_to_Ear_right_dist,0.009473005261336143
Ear_right_to_Nose_dist,0.009379573233744802
M1_Center_Lat_dist,0.009281312937100146
Tail_base_to_Tail_base_dist,0.009160726620141096
M1_Lat_Tail_dist,0.009097181525132177
Center_to_Ear_right_dist,0.008999088283790568
Lat_right_to_Tail_base_dist,0.008936932951546137
M2_Nose_velocity_mean5,0.00890397336717017
Tail_base_to_Ear_right_dist,0.00882649854046596
M2_body_length_mean10,0.008791454649123327
centroid_distance_mean5,0.008699403936597105
Nose_to_Lat_right_dist,0.008198107419570352
M1_Ear_Tail_dist,0.008186400200494453
Ear_left_to_Lat_right_dist,0.00762508522758544
Center_to_Nose_dist,0.0076220257354587114
M1_Nose_velocity_std10,0.007615625973683583
Nose_to_Nose_dist,0.007467951330239238
Tail_base_to_Lat_right_dist,0.007342257626163763
M2_Nose_velocity_std5,0.007225202906706719
Ear_left_to_Nose_dist,0.007076133286649935
Tail_base_to_Center_dist,0.006976213451224424
M1_facing_M2_angle,0.006870838390462217
M2_head_angle,0.006500454617884856
Center_to_Center_dist,0.006392337992984194
Lat_left_to_Ear_right_dist,0.006382448879798399
Center_to_Ear_left_dist,0.006132971371282734
M1_Center_Tail_dist,0.006116072907273114
M2_body_angle,0.006055677550478184
M2_body_length_mean5,0.005800733894099294
M1_Center_velocity_mean10,0.00567419636325394
M2_Ear_Tail_dist,0.0055750679525498475
M2_Nose_Tail_dist,0.005465436785166625
centroid_distance,0.0053817502307690335
Ear_right_to_Center_dist,0.005337172112344149
Tail_base_to_Lat_left_dist,0.005297076246000938
Nose_to_Ear_left_dist,0.005296610251594051
M2_Ear_Lat_dist,0.005210135200635922
M2_ear_dist,0.005199139948941652
Nose_to_Lat_left_dist,0.00519640608130572
M1_body_angle,0.00517215804159165
M1_Lat_Lat_dist,0.005165316108864707
M1_width,0.0050934571140459056
M1_Nose_velocity_mean10,0.004917222834867213
M2_width,0.004844183217158796
Tail_end_to_Lat_left_dist,0.004772734451137193
Ear_right_to_Ear_right_dist,0.004769697800558252
M1_Nose_Lat_dist,0.004757829390709319
M2_Nose_Lat_dist,0.004747291142494461
