year,glacier_area_km2,reconciled_gt,reconciled_gt_err,reconciled_mwe,reconciled_mwe_err,cum_gt,cum_gt_err,cum_mwe,cum_mwe_err,glambie_gt,glambie_gt_err,glambie_mwe,glambie_mwe_err,gt_diff,mwe_diff
2000,704082.69565,-251.7179582851238,23.393247478346684,-0.3575119227333673,0.0332251419085798,-251.7179582851238,23.393247478346684,-0.3575119227333673,0.0332251419085798,-78.04414729402814,111.56095088251794,-0.1111786793375206,0.1583621138501352,-173.67381099109568,-0.2463332433958467
2001,701805.49875,-262.0127907702103,18.293443386246828,-0.3733410342849786,0.0260662582707454,-513.7307490553342,29.696701811968808,-0.730852957018346,0.0422298457856818,-215.16931097001844,95.3001011576375,-0.3075164866023069,0.1350498121659405,-46.84347980019186,-0.06582454768267171
2002,699528.3018499999,-262.3778857198544,25.50154378516821,-0.3750782992281506,0.0364553424325017,-776.1086347751885,39.143618048614805,-1.105931256246497,0.0557884563951489,-128.46636738674923,91.14634450070768,-0.1841997326262217,0.1289299604899674,-133.9115183331052,-0.19087856660192892
2003,697251.10495,-200.26730446239424,19.698150749715516,-0.2872240761479402,0.0282511574522754,-976.3759392375828,43.82054286398515,-1.393155332394437,0.0625338289595855,-192.6724697716301,72.79887688516011,-0.2771630264606625,0.1028951725208123,-7.594834690764145,-0.010061049687277723
2004,694973.90805,-224.9762000951904,11.862843295844549,-0.3237189159035369,0.0170694801034042,-1201.352139332773,45.39787470748079,-1.716874248297974,0.0648216546791827,-229.2369109878561,73.022158218317,-0.3308421919121849,0.1028436503023272,4.260710892665713,0.007123276008647983
2005,692696.71115,-230.5512957419905,12.13772823333918,-0.3328315149053245,0.0175224279803326,-1431.9034350747636,46.99246189148344,-2.0497057632032982,0.0671482121703412,-315.0371756633185,74.19065798809451,-0.4561666396999292,0.1044578602427483,84.48587992132803,0.12333512479460473
2006,690419.51425,-231.32650998789697,10.845549731543327,-0.3350521026903274,0.0157086372961587,-1663.2299450626606,48.22776610627847,-2.3847578658936257,0.0689611751884741,-279.8898739792978,72.77317030930298,-0.4066108567264724,0.1025138185768302,48.56336399140085,0.07155875403614498
2007,688142.31735,-230.0241589425885,11.30595183254012,-0.3342682947161272,0.0164296709379518,-1893.254104005249,49.53525987053687,-2.719026160609753,0.0708913095555781,-323.16570882967466,71.78509732133082,-0.4710335566158922,0.1010360421851532,93.14154988708614,0.136765261899765
2008,685865.12045,-228.48176425569963,12.419073373850932,-0.33312929531362,0.0181071656854378,-2121.735868260949,51.06834003476825,-3.052155455923373,0.0731672551054411,-178.6324817323364,71.86184704387401,-0.2612321087124307,0.1011209402057232,-49.84928252336323,-0.07189718660118932
2009,683587.92355,-214.24276815447587,12.058814378747416,-0.3134092349699116,0.0176404731027484,-2335.9786364154247,52.472758247759366,-3.3655646908932844,0.0752637596121366,-231.2381243724868,71.29354455724742,-0.3392890923913098,0.1001020384598227,16.995356218010926,0.0258798574213982
