snapshot,onshore wind,gas,nuclear,load_shedding
2050-01-01 00:00:00,14318.784977587064,8047.356581977324,2400.0,88468.88925756382
2050-01-01 01:00:00,13866.08531705035,8047.356581977324,2400.0,77291.36848182749
2050-01-01 02:00:00,13284.080983028913,8047.356581977324,2400.0,62576.73170657516
2050-01-01 03:00:00,12870.914022792747,8047.356581977324,2400.0,57204.08637313454
2050-01-01 04:00:00,13442.334224739652,8047.356581977324,2400.0,66275.61556824138
2050-01-01 05:00:00,14635.816393553127,8047.356581977324,2400.0,84297.73403608704
2050-01-01 06:00:00,14429.112561586373,8047.356581977324,2400.0,100113.21651699288
2050-01-01 07:00:00,14790.141956309624,8047.356581977324,2400.0,101278.50453380276
2050-01-01 08:00:00,14063.769977196358,8047.356581977324,2400.0,89645.55008790868
2050-01-01 09:00:00,13560.608701857385,8047.356581977324,2400.0,74615.45851446997
2050-01-01 10:00:00,13259.188077744404,8047.356581977324,2400.0,69272.59523908739
2050-01-01 11:00:00,14015.37762116231,8047.356581977324,2400.0,78221.52567636347
2050-01-01 12:00:00,14203.741028873133,8047.356581977324,2400.0,96781.27174871595
2050-01-01 13:00:00,15358.925858763118,8047.356581977324,2400.0,110139.7640399015
2050-01-01 14:00:00,15244.862581294623,8047.356581977324,2400.0,110388.99073982907
2050-01-01 15:00:00,14810.282876313184,8047.356581977324,2400.0,97288.48242397382
2050-01-01 16:00:00,14047.369889164731,8047.356581977324,2400.0,81862.76967914803
2050-01-01 17:00:00,13866.434515579615,8047.356581977324,2400.0,76134.08822733638
2050-01-01 18:00:00,14215.935062756922,8047.356581977324,2400.0,85151.53597802295
2050-01-01 19:00:00,15055.355609098475,8047.356581977324,2400.0,102210.02458099448
2050-01-01 20:00:00,15636.215170335245,8047.356581977324,2400.0,114703.47301753584
2050-01-01 21:00:00,15080.795505077518,8047.356581977324,2400.0,113713.26605048416
2050-01-01 22:00:00,14836.384852678508,8047.356581977324,2400.0,99012.45821113551
2050-01-01 23:00:00,14109.226167081091,8047.356581977324,2400.0,82702.35851523369
2050-01-02 00:00:00,13292.487910976533,8047.356581977324,2400.0,77174.91523041729
2050-01-02 01:00:00,13938.608587638686,8047.356581977324,2400.0,85406.29898830924
2050-01-02 02:00:00,14935.537920778901,8047.356581977324,2400.0,101334.09464973764
2050-01-02 03:00:00,14989.592005226144,8047.356581977324,2400.0,112839.73852396675
2050-01-02 04:00:00,15227.195232694894,8047.356581977324,2400.0,109362.40731484351
2050-01-02 05:00:00,14130.047377485827,8047.356581977324,2400.0,94151.1849924255
2050-01-02 06:00:00,13829.70960279835,8047.356581977324,2400.0,76656.74986468362
2050-01-02 07:00:00,13473.056479649253,8047.356581977324,2400.0,70351.43908921613
2050-01-02 08:00:00,13620.491121967283,8047.356581977324,2400.0,78727.49174966954
2050-01-02 09:00:00,14401.147388935377,8047.356581977324,2400.0,94061.76451410564
2050-01-02 10:00:00,14609.23541508822,8047.356581977324,2400.0,104108.03731745962
2050-01-02 11:00:00,14426.7240913233,8047.356581977324,2400.0,99623.95328630744
2050-01-02 12:00:00,14182.00488256745,8047.356581977324,2400.0,82518.40947076806
2050-01-02 13:00:00,13318.103742955092,8047.356581977324,2400.0,65187.2259818357
2050-01-02 14:00:00,12710.744522056872,8047.356581977324,2400.0,59188.245551219414
2050-01-02 15:00:00,13155.941729931035,8047.356581977324,2400.0,67294.33291953964
2050-01-02 16:00:00,14060.059179300895,8047.356581977324,2400.0,82094.09004070955
2050-01-02 17:00:00,13850.71937392717,8047.356581977324,2400.0,91684.77617640665
2050-01-02 18:00:00,14183.61656586563,8047.356581977324,2400.0,85734.61508656677
2050-01-02 19:00:00,13480.93683022067,8047.356581977324,2400.0,68559.38966088681
2050-01-02 20:00:00,12446.603932759701,8047.356581977324,2400.0,51531.10078624151
2050-01-02 21:00:00,12735.163550375382,8047.356581977324,2400.0,45222.656383486916
2050-01-02 22:00:00,13053.821172422013,8047.356581977324,2400.0,54003.96457527135
2050-01-02 23:00:00,13155.177927508603,8047.356581977324,2400.0,69714.67900158161
2050-01-03 00:00:00,13793.385399726194,8047.356581977324,2400.0,78118.42954042107
2050-01-03 01:00:00,13792.361694223531,8047.356581977324,2400.0,72108.70688440076
2050-01-03 02:00:00,12906.928422585606,8047.356581977324,2400.0,55162.35512232789
2050-01-03 03:00:00,12318.278669156243,8047.356581977324,2400.0,38390.98826341194
2050-01-03 04:00:00,11874.34637548954,8047.356581977324,2400.0,33947.62432845096
2050-01-03 05:00:00,12425.230594404988,8047.356581977324,2400.0,43560.11427918543
2050-01-03 06:00:00,13269.785849020356,8047.356581977324,2400.0,59128.061567790115
2050-01-03 07:00:00,13874.748474735992,8047.356581977324,2400.0,67711.5811014856
2050-01-03 08:00:00,13427.912293303598,8047.356581977324,2400.0,62242.67924785961
2050-01-03 09:00:00,12655.13487379648,8047.356581977324,2400.0,45713.57032349258
2050-01-03 10:00:00,12182.058013986529,8047.356581977324,2400.0,29988.307843395727
2050-01-03 11:00:00,11617.804242734646,8047.356581977324,2400.0,27212.77452057419
2050-01-03 12:00:00,12247.562359716541,8047.356581977324,2400.0,38174.610058488135
2050-01-03 13:00:00,12845.986712803578,8047.356581977324,2400.0,54914.13280987003
2050-01-03 14:00:00,13745.964414174865,8047.356581977324,2400.0,63651.47552119573
2050-01-03 15:00:00,13294.0924205088,8047.356581977324,2400.0,58571.601792773516
2050-01-03 16:00:00,12391.388574426042,8047.356581977324,2400.0,42971.12120655153
2050-01-03 17:00:00,11553.887214998776,8047.356581977324,2400.0,29001.522479354833
2050-01-03 18:00:00,11702.807331806554,8047.356581977324,2400.0,27232.837786329506
2050-01-03 19:00:00,12411.990915330509,8047.356581977324,2400.0,39655.048676969454
2050-01-03 20:00:00,13198.966422194513,8047.356581977324,2400.0,57194.39014554142
2050-01-03 21:00:00,13575.496351910599,8047.356581977324,2400.0,66936.8258500975
2050-01-03 22:00:00,12967.974183470627,8047.356581977324,2400.0,62409.59110513929
2050-01-03 23:00:00,12619.792268598709,8047.356581977324,2400.0,47040.50600771785
2050-01-04 00:00:00,11809.373068671897,8047.356581977324,2400.0,34378.77398566575
2050-01-04 01:00:00,11925.078445877945,8047.356581977324,2400.0,34247.702873263464
2050-01-04 02:00:00,12524.462121056655,8047.356581977324,2400.0,48143.01146210471
2050-01-04 03:00:00,13514.506773321325,8047.356581977324,2400.0,66244.69079757963
2050-01-04 04:00:00,13577.495565704627,8047.356581977324,2400.0,76532.97466014673
2050-01-04 05:00:00,13447.979254099238,8047.356581977324,2400.0,71660.31275869951
2050-01-04 06:00:00,12812.53512010634,8047.356581977324,2400.0,57079.85127957789
2050-01-04 07:00:00,12506.953378688504,8047.356581977324,2400.0,44927.10902171265
2050-01-04 08:00:00,12432.730754642143,8047.356581977324,2400.0,46218.73394570689
2050-01-04 09:00:00,12829.320346561604,8047.356581977324,2400.0,61258.6070343816
2050-01-04 10:00:00,13816.614935245196,8047.356581977324,2400.0,79673.31983107352
2050-01-04 11:00:00,14136.861190328651,8047.356581977324,2400.0,89469.23397247138
2050-01-04 12:00:00,13775.974154566444,8047.356581977324,2400.0,84492.72897729138
2050-01-04 13:00:00,13058.639158119198,8047.356581977324,2400.0,70022.76686325739
2050-01-04 14:00:00,12784.764971800449,8047.356581977324,2400.0,58358.8690154849
2050-01-04 15:00:00,12976.353667412912,8047.356581977324,2400.0,60091.091136187475
2050-01-04 16:00:00,13703.50743535917,8047.356581977324,2400.0,75184.9268624621
2050-01-04 17:00:00,15023.740860520376,8047.356581977324,2400.0,93006.39933257282
2050-01-04 18:00:00,14903.223500231174,8047.356581977324,2400.0,102445.86835581632
2050-01-04 19:00:00,14554.467088949976,8047.356581977324,2400.0,96580.24073090455
2050-01-04 20:00:00,13916.437219006157,8047.356581977324,2400.0,81533.29973250427
2050-01-04 21:00:00,13335.1290991548,8047.356581977324,2400.0,70171.1608489389
2050-01-04 22:00:00,13453.882058922176,8047.356581977324,2400.0,72144.50926657829
2050-01-04 23:00:00,14262.988220044714,8047.356581977324,2400.0,86993.89014988732
2050-01-05 00:00:00,15037.551529530405,8047.356581977324,2400.0,104562.72967939918
2050-01-05 01:00:00,15232.107153386909,8047.356581977324,2400.0,112382.4377415416
2050-01-05 02:00:00,15043.8295263169,8047.356581977324,2400.0,105013.26255072135
2050-01-05 03:00:00,14327.82491399836,8047.356581977324,2400.0,89116.05464891011
2050-01-05 04:00:00,13661.349273502037,8047.356581977324,2400.0,77422.21151605039
2050-01-05 05:00:00,13909.028750073698,8047.356581977324,2400.0,79030.95108518525
2050-01-05 06:00:00,14309.8674364183,8047.356581977324,2400.0,93732.28160171263
2050-01-05 07:00:00,15131.126421302572,8047.356581977324,2400.0,110089.96939857843
2050-01-05 08:00:00,15329.724625965231,8047.356581977324,2400.0,116282.80155418333
2050-01-05 09:00:00,15125.866963414259,8047.356581977324,2400.0,107325.15656393902
2050-01-05 10:00:00,14501.660772780993,8047.356581977324,2400.0,90196.40680262407
2050-01-05 11:00:00,13743.483566011744,8047.356581977324,2400.0,77997.86410882806
2050-01-05 12:00:00,14079.761406711492,8047.356581977324,2400.0,79121.77841962616
2050-01-05 13:00:00,14404.812001634107,8047.356581977324,2400.0,93203.28748183453
2050-01-05 14:00:00,14963.253544765816,8047.356581977324,2400.0,108557.77360204024
2050-01-05 15:00:00,15016.603652644777,8047.356581977324,2400.0,113227.83127007267
2050-01-05 16:00:00,14555.76322533071,8047.356581977324,2400.0,102941.25322044718
2050-01-05 17:00:00,13926.340979527266,8047.356581977324,2400.0,84749.55091807112
2050-01-05 18:00:00,13447.967212567783,8047.356581977324,2400.0,71780.60768044215
2050-01-05 19:00:00,13787.96242443295,8047.356581977324,2400.0,72630.49892578024
2050-01-05 20:00:00,13830.679351989578,8047.356581977324,2400.0,86446.12752356008
2050-01-05 21:00:00,14691.780744786138,8047.356581977324,2400.0,100416.04674890696
2050-01-05 22:00:00,14984.452714258,8047.356581977324,2400.0,103416.38885185815
2050-01-05 23:00:00,14076.704162181195,8047.356581977324,2400.0,92286.62579272324
2050-01-06 00:00:00,13502.06978145939,8047.356581977324,2400.0,73313.92560010792
2050-01-06 01:00:00,12890.090565759676,8047.356581977324,2400.0,60355.267142140736
2050-01-06 02:00:00,13157.980208064339,8047.356581977324,2400.0,61384.470360575826
2050-01-06 03:00:00,13740.072980498899,8047.356581977324,2400.0,74500.8972000403
2050-01-06 04:00:00,14056.644453932391,8047.356581977324,2400.0,88346.94859877166
2050-01-06 05:00:00,14287.587146515825,8047.356581977324,2400.0,90432.50504647472
2050-01-06 06:00:00,13844.470601219511,8047.356581977324,2400.0,78045.03784864566
2050-01-06 07:00:00,12973.165184206311,8047.356581977324,2400.0,59169.176081462836
2050-01-06 08:00:00,12532.12737527811,8047.356581977324,2400.0,46450.07823729752
2050-01-06 09:00:00,12421.07011123847,8047.356581977324,2400.0,48491.205977910155
2050-01-06 10:00:00,13258.497872659975,8047.356581977324,2400.0,61710.69640865711
2050-01-06 11:00:00,13645.71356782931,8047.356581977324,2400.0,75342.23691276551
2050-01-06 12:00:00,13871.312955652505,8047.356581977324,2400.0,77001.80107667089
2050-01-06 13:00:00,13394.50562799691,8047.356581977324,2400.0,64422.34825626744
2050-01-06 14:00:00,12462.041924767469,8047.356581977324,2400.0,45982.66649796536
2050-01-06 15:00:00,11728.144865260341,8047.356581977324,2400.0,34527.034775449865
2050-01-06 16:00:00,11834.209418590883,8047.356581977324,2400.0,37514.27386688526
2050-01-06 17:00:00,12962.361680426813,8047.356581977324,2400.0,51303.02246593595
2050-01-06 18:00:00,13003.202081668944,8047.356581977324,2400.0,65624.25108423391
2050-01-06 19:00:00,13365.253063775948,8047.356581977324,2400.0,67203.05317960402
2050-01-06 20:00:00,12937.623374537281,8047.356581977324,2400.0,54836.819778475474
2050-01-06 21:00:00,12067.631416268781,8047.356581977324,2400.0,37183.9436345564
2050-01-06 22:00:00,11737.29183948118,8047.356581977324,2400.0,26734.164597603776
2050-01-06 23:00:00,12112.568904862394,8047.356581977324,2400.0,31004.924568128852
2050-01-07 00:00:00,12410.177964195496,8047.356581977324,2400.0,46827.063173170354
2050-01-07 01:00:00,13047.062734467185,8047.356581977324,2400.0,61207.24862368972
2050-01-07 02:00:00,13370.937908310128,8047.356581977324,2400.0,63175.34515747129
