Feature,Importance
Tail_end_2_x,0.07635801339321203
Feature_1,0.0646907589659057
Feature_2,0.05822980373710439
Tail_end_1_x,0.04370954819178757
Lat_right_1_y,0.03813067995475066
Lat_left_2_y,0.03571805617633285
Tail_base_2_x,0.03398197937616574
Tail_end_2_y,0.03322180319388416
Center_2_y,0.03310185019098765
Lat_right_2_x,0.03102595380327434
Nose_2_x,0.027274519045804232
Tail_base_2_y,0.024679869110987886
Ear_left_2_y,0.02436852217742996
Center_2_x,0.023244407942633223
Ear_right_1_y,0.02319553029907361
Tail_base_1_y,0.02235599703412788
Ear_right_2_x,0.020888063725087575
Lat_left_1_x,0.02084973904131354
Center_1_x,0.02040492945658931
Ear_right_2_p,0.019923115713632415
