Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,predicted_glass_kPa_10s,mahalanobis_from_training_centroid
0.005390221255913979,0.6397471972379352,0.020839256090731544,0.1324209820626779,0.1588342730679537,0.04276807028478764,209.2457496593734,2.785898502951965
0.018781900445240682,0.540929982316357,0.019472358951155202,0.05617826212277545,0.3044264143507076,0.06021108181376398,207.94267523072227,3.5315265378445058
0.026479901263966238,0.5438589303958938,0.024316160639284854,0.06383489742621602,0.21287793876575584,0.1286321715088833,207.21329185938208,3.439204123049401
0.02619511635981432,0.5330175832036628,0.016155953458509464,0.17879419806402075,0.15706848900386156,0.08876865991013119,205.77303801405563,2.7459131564017096
0.02159642143052132,0.5218842452107592,0.013874877328863843,0.10518779103261981,0.2872458319509637,0.050210833046272045,199.90428485376668,3.1841281184964902
0.02732962124451921,0.5131860502926003,0.003486090542937322,0.07528177645707546,0.35368575323649976,0.027030708226367856,199.76613785129732,3.787821961872515
0.004705182384915685,0.520534794054418,0.010774044441765955,0.08903512339465372,0.2526699788601589,0.12228087686408771,199.1620453448287,3.557562367689427
0.009642283698136779,0.5128631034298026,0.024250290143996444,0.17917161262732562,0.2374296994335876,0.03664301066715099,199.1246834484487,2.7486902065461107
0.01959951237628089,0.6192592418716535,0.06691434862257183,0.04371108773765689,0.19346845018613826,0.05704735920569863,196.02171632494546,2.9044853513574482
0.006987481853525289,0.553692927480734,0.0007735283816583909,0.1058507437723167,0.10500179210296946,0.2276935264087961,194.6487267153439,4.753288335457886
0.021344145344669652,0.5703560810493059,0.07916229954738932,0.0690365654459152,0.22861952692138926,0.03148138169133061,194.22250470028797,2.818071737964188
0.032332408653452625,0.5284754036810971,0.00648016209724745,0.10659150189478228,0.11406930187362697,0.21205122179979366,194.13134005682673,4.407911920626364
0.025590300210594937,0.5248930587480333,0.019920526366718573,0.17932118072337205,0.13532501505194122,0.11494991889933993,194.0030012752183,2.955728019456459
0.020822795212632285,0.525516213055086,0.01780126764783016,0.1553155117261546,0.14783475108059155,0.13270946127770536,193.97856548061267,3.191786333700926
0.03271953053546643,0.5082909316337546,0.034601148350275765,0.06645190256667403,0.3357769917947303,0.022159495119098833,192.48302172742743,3.6076317371403177
0.005658760187136009,0.527858152987525,0.05518371600076304,0.14232299271202847,0.1565884174712591,0.11238796064128845,190.971810017785,2.877376734979276
0.041921736907118805,0.5611348345785329,0.013148737568928322,0.09090022805296062,0.2714430642604833,0.021451398631976037,188.7888840021607,3.119917130959208
0.027239936621593866,0.45122935080115856,0.025484408246272437,0.059656314194929734,0.3867102630438928,0.04967972709215268,188.3788604892656,4.106076385218619
0.016454733864765612,0.5226113667344614,0.0057480490056313295,0.05187231450559161,0.13735475286406762,0.2659587830254825,188.3458795859981,5.472944819747409
0.002432591517030325,0.4694944327520902,0.024099951489973712,0.06324975013801196,0.2999166080429761,0.14080666605991765,187.881803085646,4.103637867794867
