resolution,mode_median,mode_max,extrap_n23,extrap_n24,quality_index,quality_tier,high_mode_penalty
0.0007259793208354942,0.0004863621377770958,0.013077876642297984,6.475081783392717e-05,6.109219724933829e-05,0.33834553953246516,Tier D,1.4295774778322332
0.00033884656208615086,0.0007158523320074868,0.010411039586090217,3.0549136552397496e-06,0.00028854163875762466,-0.04620662996006138,Tier B,1.162670653722666
0.0008701719126095488,0.0005581180089573513,0.005646169153844008,1.441021338003388e-05,2.4025309052229058e-05,-0.2650217853090526,Tier B,1.0050278488042934
0.0024876664336577247,0.0011329753268875132,0.002605496271238637,1.918391658599111e-05,5.682785394420184e-05,0.2163269123131014,Tier C,0.3616700037613713
0.0003020161514115482,0.0008549994832610463,0.0024601422277312174,2.0320717496491743e-05,0.00012254687364758493,-0.14807869352279854,Tier B,0.45899436336063404
0.0003020221015897197,0.0006184518582355841,0.005560280112577723,2.3956227947930905e-05,1.0242768323848387e-05,-0.43603222434770306,Tier A,0.9537907720046916
0.0026611667294840534,0.0013758598027707948,0.00187546334646596,3.682482070005613e-05,0.002054791538774501,0.9411326434719346,Tier D,0.1345343983822363
0.0010046416824978093,0.0004836855855255088,0.005234000421038968,1.9304241420922428e-05,5.1743660424209246e-05,-0.14359852949831783,Tier B,1.0342706082123705
0.00022771509949627707,0.0013447151279218454,0.004123379923679495,1.3841536895823507e-05,5.928820285244854e-05,-0.03697264561108616,Tier B,0.48662306138312583
0.000767038196050695,0.0006916281968290586,0.006192027111899296,1.3305040240562919e-05,0.00022594161912330813,0.18768753233344954,Tier C,0.9519601586314907
0.00022937616910996637,0.0008328625856274954,0.007495635326231394,1.0850557612419623e-05,0.00014990014988986133,0.015563609685352687,Tier C,0.954235096447998
0.00022874065316127825,0.0016950165402389425,0.013575944186095331,4.395980078891672e-05,5.2337683043327706e-05,0.6244564287380678,Tier D,0.9035961033524847
0.000534760655013113,0.0005617881112463232,0.002161562569672168,1.047722437476111e-05,5.845038829794999e-05,-0.5373518726819412,Tier A,0.5851952670838275
4.026683806958854e-05,0.0005077254503368753,0.0028456938774667016,4.664209140874231e-05,8.223901802553774e-06,-0.9572524786971351,Tier A,0.7485592460144654
5.047928974429849e-05,0.0007491661083544423,0.002879191305167924,2.0383614265478785e-05,2.564283183683539e-05,-0.7200947959631614,Tier A,0.5846924000966477
0.00020371450167189136,0.0007395051069059227,0.006946391834766912,1.1875500147260955e-05,9.300704703188412e-05,-0.14020209483372598,Tier B,0.9728181000047896
0.00011863685666024878,0.0006393853640786968,0.0077567285658021855,3.711939054583349e-05,8.51738457786181e-05,-0.049094275953890876,Tier B,1.0839159034919463
0.0005832181760190803,0.0010795947201715627,0.009729868695407987,9.662750599388347e-06,0.00021646349208341556,0.4028039866711195,Tier D,0.9548462275590753
0.00013453651598180873,0.00043140016166202174,0.0016171739710000564,3.7860801447931566e-05,4.3268363616805095e-05,-0.761449903320372,Tier A,0.5738764390779435
7.345699298482896e-05,0.0025640899797009045,0.02464379873351105,2.474091608427287e-05,9.461956589410128e-06,0.3971144042856023,Tier D,0.9827743917553653
0.0023221367873739207,0.0014477694334315491,0.003784089749187889,1.1016648013620332e-05,0.00017770049528583785,0.49655555260347334,Tier D,0.41726202504968724
0.000305067476487561,0.0016320646142722567,0.009808397392862264,3.393229069475715e-05,0.0002801514138744694,0.7838081513880739,Tier D,0.7788607045228202
0.0004337630393596533,0.0006973747107206572,0.00870772438739752,3.454704434038183e-05,0.00014692415376687577,0.31660542814941417,Tier C,1.0964384802436715
7.236818171022225e-05,0.002241441227798393,0.004740916827254776,6.36406157768963e-05,4.108580153574114e-05,0.29543901963266345,Tier C,0.3253349804600799
0.00020813882348532487,0.0014595804871584358,0.0030857635563528783,5.255600095566314e-05,0.0001750875733117564,0.3513490690061896,Tier D,0.3251345968727087
0.0004569489394392949,0.0013017715962564164,0.003934724129442687,3.268794299887901e-05,0.0030616693304919935,0.8701677732548884,Tier D,0.48037949729021934
0.0001005115105926824,0.0012695427358838099,0.0038895331200842894,6.476247948313748e-06,5.740926966776085e-05,-0.37790986510022095,Tier A,0.4862501490774447
0.000627850555451491,0.0008472561302726774,0.005736515798633276,0.0002314396762295918,1.035986260558264e-05,0.3048811343105112,Tier C,0.8306334741564089
0.00019455173534993736,0.0004095395014295887,0.008323210175723697,4.91413655401231e-06,2.4741474028400367e-05,-0.7639102063261858,Tier A,1.3079950642269011
0.0002818660751611048,0.0005769848346262884,0.002482724599239604,5.167610287349198e-05,0.00010591047966084944,-0.1717050831658305,Tier B,0.6337641489361503
0.0001943025756674527,0.0009544296947904438,0.013069697091703008,3.07846469620183e-05,7.288208967394616e-06,-0.07198346551317973,Tier B,1.136521579418722
0.0036930146009179336,0.0013449248623633803,0.0027154106859786113,6.18167889895726e-06,6.127100291141517e-05,0.15519525736457906,Tier C,0.3051375006980328
0.00039357351643040114,0.0014876453599595308,0.0032038397074053075,1.7662280750828663e-05,7.891939268553507e-05,0.12622293276189342,Tier C,0.3331713675836047
0.00011241657964958413,0.0005815049483923587,0.0058862693294999225,1.848536591273176e-05,0.0003155032847576595,-0.10891033467771045,Tier B,1.0052867148359408
0.0010733269918427055,0.0005709894138244812,0.0019075504771711976,7.379677189314967e-05,0.00024086987085243064,0.18046376860572585,Tier C,0.5238479825051447
9.243005230301565e-05,0.0006316998245536667,0.002916776012697656,9.80038208590134e-06,0.00014110788724078235,-0.5640617694531542,Tier A,0.6643923234522208
0.0005139370880189097,0.0010572123109799658,0.008026127887284046,1.5391066860678075e-05,3.731492146026945e-06,-0.2500020130494486,Tier B,0.8803438637024518
3.808651941719644e-05,0.0006104878547517778,0.007554269444774018,1.934139778135069e-06,0.0001510010452664985,-0.7779407123777713,Tier A,1.092515442762993
8.12589759573919e-05,0.0007279969577558686,0.004259681628898671,0.00011335166509244868,0.00011658715077985876,0.05478630053139437,Tier C,0.7672475764584883
0.000506587989965092,0.0014508042372354851,0.01874353033801611,6.856958873426046e-06,6.797610578575571e-05,0.4429214783372106,Tier D,1.1112425781688924
0.000970318572759157,0.0007948153619588619,0.0026988821564372933,2.773355738169104e-05,6.2698752245343285e-06,-0.3796985272368696,Tier A,0.530917669569453
0.0004913253248887131,0.0026401538709199153,0.003311444564513299,1.8071289145832552e-05,1.968573603606708e-05,0.21524262436086766,Tier C,0.09838825036174494
0.00034816851749549854,0.0025894938951801253,0.006903816904425489,1.8132960544425776e-05,1.2327538743804648e-05,0.2817356279639074,Tier C,0.4258743734796371
0.0002787011643867666,0.000558433681341468,0.00524968052976312,4.495195525547432e-05,4.4549368156146034e-06,-0.5204141506524687,Tier A,0.9731612707216148
6.784584583357921e-05,0.0012944948703443703,0.004040218251320277,0.00010637756866431732,4.982539649056876e-05,0.12257983590477442,Tier C,0.49430449238701785
0.00016862064658134125,0.0008498567669963642,0.0039303296854138045,2.5718895198664248e-05,1.919474338844484e-05,-0.3699961945300546,Tier A,0.6650832447207214
0.00023014234802934904,0.0011877310058974256,0.007052996739050152,3.850585436586153e-05,0.0011672311699579192,0.7546066060570119,Tier D,0.7736555891058499
0.0014222724929761688,0.0008151154449012771,0.00648402519469641,2.778854291197516e-05,4.083324908551455e-05,0.25164595777365945,Tier C,0.9006255714216996
0.00060414032347752,0.0011310348682601276,0.003034040637641668,5.532714729053518e-05,0.00023616407404433457,0.46815741026021007,Tier D,0.4285453995496926
4.822204881101135e-05,0.0011304016499729095,0.0070689946663481116,1.2588905296878723e-05,7.607268530174432e-06,-0.5791901958227175,Tier A,0.7961248712283301
0.0005901432537427643,0.0021209011399043964,0.0035687237635984507,5.8622748913802e-05,2.6467445397257232e-05,0.45464764620354964,Tier D,0.22599250725223358
0.0002519840547249279,0.0006354239494300523,0.008753720957488,6.071751090226134e-05,5.6165374597973566e-05,0.14184256768181122,Tier C,1.1391291189205197
0.00017753329108557308,0.0005757783646688521,0.0018299090860950076,5.904319426522127e-05,1.681444380106038e-05,-0.6102745933163051,Tier A,0.5021741716748765
0.0008333686436887724,0.00048053617686656766,0.00234898869829546,1.0335498294232948e-05,3.0125807115342517e-05,-0.6215496515197414,Tier A,0.6891548384340352
0.0013783797223543071,0.0015580514460566816,0.0072864269972326,1.6901369249319116e-05,3.8493212149169175e-05,0.46668537217341505,Tier D,0.6699328243063887
0.0012229248542912953,0.0006875792402136963,0.003938039382044444,2.541143481621788e-05,3.7763137292180734e-05,-0.024955612308780767,Tier B,0.757957299205494
0.00014611639341039327,0.0012586893341126437,0.005085277435457441,5.077861603242986e-06,0.0004632029491166034,0.048304676736454596,Tier C,0.6063960994503628
0.000276002437192708,0.0015372900399973817,0.0026938435009132683,9.855871693996021e-05,7.871978707858627e-05,0.3819131060954443,Tier D,0.2436165483169184
0.0005952495115531025,0.0006327824986915184,0.009816580284796653,1.975597031413192e-05,8.88932028269895e-05,0.16363432479035947,Tier C,1.190705763738156
