feature,rf_gini,gb_importance,rf_permutation_mean,rf_permutation_std
M1_nose_to_tail,0.006963541259385107,0.003133133638593985,0.0034482758620689503,0.0021503778084907416
M1_ear_distance,0.0054809468567178655,0.00594647376142209,-0.002586206896551746,0.00201149425287358
M1_nose_to_centroid,0.006285732232710735,0.005017014176557125,-0.002298850574712663,0.0011494252873563314
M1_nose_to_lat_left,0.008391441100378167,0.014665004166191356,-0.004597701149425304,0.002298850574712624
M1_nose_to_lat_right,0.0069633798037373905,0.010897630536036877,0.0002873563218390829,0.0020114942528735805
M1_centroid_to_lat_left,0.0057921545641139004,0.009431790282204167,0.003735632183908033,0.0034121672663901897
M1_centroid_to_lat_right,0.009502792212506682,0.011739788756035418,-0.00201149425287358,0.002244324619513425
M2_nose_to_tail,0.005788193184016829,0.003973184336886014,0.0011494252873563205,0.0019061062013536675
M2_ear_distance,0.008573447891005087,0.012676098014320987,-0.0005747126436781658,0.002815505451474941
M2_nose_to_centroid,0.005837065066123941,0.0015765601641541864,0.0005747126436781658,0.0011494252873563316
M2_nose_to_lat_left,0.00613186671302757,0.004097524431106103,-0.0011494252873563316,0.002298850574712663
M2_nose_to_lat_right,0.010804471284305308,0.010590667097207686,0.0031609195402298785,0.0032637404286208287
M2_centroid_to_lat_left,0.006246490439118538,0.01543746309472505,0.0020114942528735693,0.002244324619513407
M2_centroid_to_lat_right,0.004778278916049599,0.0065307619227466685,-0.003160919540229912,0.0008620689655172486
centroid_distance,0.013155842874061428,0.001095171486108176,0.0025862068965517237,0.003000088077273138
nose_to_nose_distance,0.01207705317029814,0.004485912775402451,0.002011494252873558,0.0025862068965517137
M1_nose_to_M2_lat_left,0.01274400151683348,0.009067520365717674,0.002298850574712652,0.0017241379310344751
M1_nose_to_M2_lat_right,0.01755146991811961,0.009731781768891803,0.006896551724137901,0.002930470984823434
M2_nose_to_M1_lat_left,0.01767458513614536,0.013720500543637368,0.005747126436781591,0.0044517049956407035
M2_nose_to_M1_lat_right,0.020368089126170982,0.051605988124623095,0.007183908045976984,0.003212741346982444
M1_nose_to_M2_tail_base,0.03284311065668247,0.07728119625055108,0.007758620689655149,0.00603448275862068
M2_nose_to_M1_tail_base,0.02425858970735374,0.04285476315288629,0.005459770114942508,0.0035076309240613967
mov_c1,0.0048634900825563114,0.0056054135774470356,0.0,0.0012850965387929934
mov_c2,0.004596566151437344,0.002318293506507626,0.0002873563218390829,0.0023869608801488926
mov_n1,0.00466782353860175,0.006057616152298269,0.0014367816091954144,0.0014367816091954144
mov_n2,0.004296160612451525,0.0035569181571382755,0.0017241379310344862,0.002298850574712644
mov_tb1,0.0065759640515546435,0.0043363672527752814,0.0002873563218390829,0.0008620689655172485
mov_tb2,0.004948387638521792,0.009246252283406135,0.0025862068965517237,0.0020114942528735454
mov_te1,0.004908303710972964,0.004845297202509249,0.0011494252873563316,0.0014077527257374705
mov_te2,0.0042136608434639785,0.002823697821711925,-0.0002873563218390829,0.0015474611514754452
mov_el1,0.00453529672155129,0.003819468071474663,-0.0011494252873563316,0.0026336641925033787
mov_el2,0.004893655285783486,0.006137014219814076,-0.0005747126436781658,0.0011494252873563316
mov_er1,0.004228349087683428,0.003958269832368236,0.00201149425287358,0.0013168320962516893
mov_er2,0.0051586812850159085,0.005883393070747388,-0.0011494252873563316,0.001906106201353694
mov_ll1,0.005203144383979685,0.005696618912491399,-0.0002873563218390829,0.0015474611514754452
mov_ll2,0.004589165556171579,0.002299125584720821,-0.002586206896551735,0.003263740428620854
mov_lr1,0.004499739051528218,0.004511803333165812,0.0002873563218390829,0.0008620689655172485
mov_lr2,0.00472321429486589,0.003929207640770047,0.0002873563218390829,0.00201149425287358
total_mov_centroid,0.003540190972872091,0.0011220186577814383,-0.0008620689655172486,0.0013168320962516891
total_mov_nose,0.003875603966638083,0.0035073712206475536,-0.0014367816091954144,0.0014367816091954144
total_mov_tail,0.0025708969444008405,0.003524251528094409,-0.0014367816091954144,0.0014367816091954144
centroid_distance_med2,0.011959473796464575,0.00017105414349771633,0.001724137931034464,0.003199864576339078
centroid_distance_mean2,0.01695993799171679,0.003497705918301578,0.009482758620689624,0.0034121672663902348
centroid_distance_med5,0.016063330947679127,0.0013711783483808858,0.007758620689655138,0.003646142971393556
centroid_distance_mean5,0.014926669148253302,0.0011026691189110203,0.006034482758620674,0.003735632183908031
centroid_distance_med15,0.024554468650587205,0.004406245121510095,0.00890804597701148,0.004534406275304463
centroid_distance_mean15,0.03099170741505648,0.10181924211764691,0.007183908045976994,0.0043103448275862025
nose_to_nose_distance_med2,0.009446516738947232,0.001896446889428046,-0.0002873563218390829,0.0020114942528735805
nose_to_nose_distance_mean2,0.011395708125656642,0.0018512512143506658,0.003448275862068961,0.0017241379310344528
nose_to_nose_distance_med5,0.012954564294301689,0.0027521928756814645,0.006609195402298806,0.002244324619513407
nose_to_nose_distance_mean5,0.012368888578768035,0.0012683251578575496,0.005172413793103426,0.003094922302950847
nose_to_nose_distance_med15,0.01726319846625562,0.013363964394884083,0.008045977011494222,0.003094922302950872
nose_to_nose_distance_mean15,0.011671979278216902,0.00135722387505254,0.0054597701149424974,0.0020114942528735376
total_mov_centroid_med2,0.003257276585018529,0.0020837605074458267,-0.003160919540229912,0.0015474611514754452
total_mov_centroid_mean2,0.004096927115581549,0.0003614092242926049,-0.0002873563218390829,0.0008620689655172485
total_mov_centroid_med5,0.006439631618354644,0.0021683296253741107,0.0017241379310344862,0.0019061062013536708
total_mov_centroid_mean5,0.006220243663356601,0.0030038277878164724,-0.0017241379310344973,0.0014077527257374705
