frame_idx,ref_attack_prob,ref_sniff_prob,ref_attack_pred,ref_sniff_pred,true_attack,true_sniffing,our_attack_prob,our_sniff_prob,our_attack_pred,our_sniff_pred
0,0.0,0.0,0,0,0,0,0.032001637914456704,0.04196796661740693,0,0
1,0.0,0.0,0,0,0,0,0.00831294964028777,0.027789066526049816,0,0
2,0.0,0.0,0,0,0,0,0.0,0.028608583433342986,0,0
3,0.0,0.0,0,0,0,0,0.0,0.02639425709852353,0,0
4,0.0,0.0,0,0,0,0,0.0,0.007313471746907281,0,0
5,0.9,0.0,1,0,0,0,0.008985287754218953,0.02709651965485338,0,0
6,0.9,0.0,1,0,0,0,0.008985287754218953,0.03658248354240822,0,0
7,0.9,0.0,1,0,0,0,0.0014099816289038578,0.014712410128165052,0,0
8,0.9,0.0,1,0,0,0,0.006409981628903858,0.008052625886321895,0,0
9,0.9,0.0,1,0,0,0,0.0014099816289038578,0.005715435954364894,0,0
10,0.9,0.0,1,0,0,0,0.002505366976192155,0.022201197934013085,0,0
11,0.9,0.0,1,0,0,0,0.002505366976192155,0.024758022093634927,0,0
12,0.9,0.0,1,0,0,0,0.0024771382463690157,0.02448222957414952,0,0
13,0.9,0.0,1,0,0,0,0.005311856621253596,0.08847203946812413,0,0
14,0.9,0.0,1,0,0,0,0.01560289904504652,0.09818026957444033,0,0
15,0.9,0.0,1,0,0,0,0.009812811158389733,0.07798984807809868,0,0
16,0.0,0.0,0,0,0,0,0.004812811158389735,0.1285646891806829,0,0
17,0.0,0.0,0,0,0,0,0.0,0.16162451904524197,0,0
18,0.0,0.0,0,0,0,0,0.005,0.16806003526529323,0,0
19,0.0,0.0,0,0,0,0,0.0,0.10610370501669567,0,0
20,0.0,0.0,0,0,0,0,0.005,0.2038396223825324,0,0
21,0.0,0.0,0,0,0,0,0.0,0.18404752371409422,0,0
22,0.0,0.0,0,0,0,0,0.005,0.05325007342368633,0,0
23,0.0,0.0,0,0,0,0,0.0,0.05292515739053967,0,0
24,0.0,0.0,0,0,0,0,0.00831294964028777,0.05153681643900661,0,0
25,0.0,0.0,0,0,0,0,0.0,0.038038651865461875,0,0
26,0.9,0.0,1,0,0,0,0.0,0.03844945409793519,0,0
27,0.9,0.0,1,0,0,0,0.005,0.039379331043777596,0,0
28,0.9,0.0,1,0,0,0,0.0019780927835051547,0.04354472204040382,0,0
29,0.9,0.0,1,0,0,0,0.01,0.005,0,0
30,0.9,0.0,1,0,0,0,0.015,0.015,0,0
31,0.9,0.0,1,0,0,0,0.013985287754218954,0.009582236720169028,0,0
32,0.9,0.0,1,0,0,0,0.010142756554599617,0.027515767837696013,0,0
33,0.9,0.0,1,0,0,0,0.0,0.012417802726543706,0,0
34,0.9,0.0,1,0,0,0,0.01331294964028777,0.027328607038961294,0,0
35,0.9,0.0,1,0,0,0,0.00831294964028777,0.014801480834106304,0,0
36,0.0,0.0,0,0,0,0,0.010507374796214561,0.05336029493483013,0,0
37,0.0,0.0,0,0,0,0,0.010507374796214561,0.07798772041395378,0,0
38,0.0,0.0,0,0,0,0,0.0012329317269076303,0.06034514699499979,0,0
39,0.0,0.0,0,0,0,0,0.0,0.07893844534095142,0,0
40,0.9,0.0,1,0,0,0,0.0,0.09169034035350804,0,0
41,0.9,0.0,1,0,0,0,0.0,0.06754877154701622,0,0
42,0.9,0.0,1,0,0,0,0.0,0.04331036112968272,0,0
43,0.9,0.0,1,0,0,0,0.0,0.034065596999439,0,0
44,0.9,0.0,1,0,0,0,0.0,0.014188225027640286,0,0
45,0.9,0.0,1,0,0,0,0.0,0.005,0,0
46,0.9,0.0,1,0,0,0,0.005,0.0,0,0
47,0.9,0.0,1,0,0,0,0.01,0.0,0,0
48,0.9,0.0,1,0,0,0,0.008985287754218953,0.004538384345208229,0,0
49,0.9,0.0,1,0,0,0,0.003985287754218953,0.013607210256139401,0,0
50,0.9,0.0,1,0,0,0,0.004274443069306931,0.013607210256139401,0,0
51,0.9,0.0,1,0,0,0,0.00283471837488458,0.009338129496402878,0,0
52,0.9,0.0,1,0,0,0,0.01283471837488458,0.014338129496402879,0,0
53,0.9,0.0,1,0,0,0,0.00283471837488458,0.004338129496402878,0,0
54,0.9,0.0,1,0,0,0,0.00283471837488458,0.012597588955862337,0,0
55,0.9,0.0,1,0,0,0,0.02210916144419151,0.012090463271403552,0,0
56,0.9,0.0,1,0,0,0,0.005,0.013682951027908043,0,0
57,0.9,0.0,1,0,0,0,0.01,0.01336938815715232,0,0
58,0.9,0.0,1,0,0,0,0.005,0.011799422286845154,0,0
59,0.9,0.0,1,0,0,0,0.01,0.015868248197776328,0,0
60,0.9,0.0,1,0,0,0,0.01162589928057554,0.007498860040624007,0,0
61,0.9,0.0,1,0,0,0,0.005,0.010758319500083467,0,0
62,0.9,0.0,1,0,0,0,0.00927444306930693,0.016130806262937072,0,0
63,0.9,0.0,1,0,0,0,0.00831294964028777,0.0065350804736681155,0,0
64,0.9,0.0,1,0,0,0,0.019537839968466694,0.016535080473668116,0,0
65,0.9,0.0,1,0,0,0,0.005,0.0034300341296928326,0,0
66,0.9,0.0,1,0,0,0,0.005,0.017459029752287355,0,0
67,0.9,0.0,1,0,0,0,0.005,0.021527855663218527,0,0
68,0.0,0.0,0,0,0,0,0.0012329317269076303,0.005,0,0
69,0.0,0.0,0,0,0,0,0.0066006833572357084,0.0,0,0
70,0.0,0.0,0,0,0,0,0.0066006833572357084,0.0,0,0
71,0.0,0.0,0,0,0,0,0.013108832865085645,0.004068825910931173,0,0
72,0.0,0.0,0,0,0,0,0.0066006833572357084,0.004068825910931173,0,0
73,0.0,0.0,0,0,0,0,0.023322521607393162,0.0,0,0
74,0.0,0.0,0,0,0,0,0.017826684122229857,0.0,0,0
75,0.0,0.0,0,0,0,0,0.006646406864497676,0.0,0,0
76,0.0,0.0,0,0,0,0,0.015790087886656784,0.0,0,0
77,0.0,0.0,0,0,0,0,0.0019780927835051547,0.0,0,0
78,0.0,0.0,0,0,0,0,0.006978092783505154,0.009068825910931173,0,0
79,0.0,0.0,0,0,0,0,0.014812811158389734,0.016549399665191936,0,0
80,0.0,0.0,0,0,0,0,0.01710916144419151,0.018119365535499102,0,0
81,0.0,0.0,0,0,0,0,0.009812811158389735,0.004068825910931174,0,0
82,0.0,0.0,0,0,0,0,0.006912486187616307,0.014068825910931173,0,0
83,0.0,0.0,0,0,0,0,0.004435347941247291,0.014758022093634929,0,0
84,0.0,0.0,0,0,0,0,0.009435347941247292,0.014183992973867705,0,0
85,0.0,0.0,0,0,0,0,0.013420635695466246,0.02364017010312862,0,0
86,0.0,0.0,0,0,0,0,0.015963380537724108,0.02928061953078405,0,0
87,0.0,0.0,0,0,0,0,0.015963380537724108,0.03406366630864282,0,0
88,0.0,0.0,0,0,0,0,0.0019780927835051547,0.019418057679983346,0,0
89,0.0,0.0,0,0,0,0,0.001095385347288297,0.03352352551613752,0,0
90,0.0,0.0,0,0,0,0,0.0,0.05235097364288274,0,0
91,0.0,0.0,0,0,0,0,0.005,0.07210416991150224,0,0
92,0.0,0.0,0,0,0,0,0.009455231029874172,0.009614888959794727,0,0
93,0.0,0.0,0,0,0,0,0.0030734781307934517,0.009338129496402878,0,0
94,0.0,0.0,0,0,0,0,0.015963380537724108,0.009256756773954619,0,0
95,0.0,0.0,0,0,0,0,0.005,0.07711183788079856,0,0
96,0.0,0.0,0,0,0,0,0.0,0.07760896198939159,0,0
97,0.0,0.0,0,0,0,0,0.0,0.09842630675559036,0,0
98,0.0,0.0,0,0,0,0,0.0,0.05762031620543487,0,0
99,0.0,0.0,0,0,0,0,0.00331294964028777,0.013352945269480467,0,0
100,0.0,0.0,0,0,0,0,0.00331294964028777,0.004284119358549294,0,0
101,0.0,0.0,0,0,0,0,0.00331294964028777,0.005,0,0
102,0.0,0.0,0,0,0,0,0.00331294964028777,0.013831003811944092,0,0
103,0.0,0.0,0,0,0,0,0.00331294964028777,0.008831003811944092,0,0
104,0.0,0.9,0,1,0,0,0.00331294964028777,0.01467664937118667,0,0
105,0.0,0.9,0,1,0,0,0.00831294964028777,0.017781695715161954,0,0
106,0.0,0.9,0,1,0,0,0.005,0.009676649371186669,0,0
107,0.0,0.9,0,1,0,0,0.04298266209271752,0.046221010795690326,0,0
108,0.0,0.9,0,1,0,0,0.029237117183938302,0.04187236061236125,0,0
109,0.0,0.9,0,1,0,0,0.015684424698210787,0.05650878926583671,0,0
110,0.0,0.9,0,1,0,0,0.00927444306930693,0.05439354091583546,0,0
111,0.0,0.9,0,1,0,0,0.02704572456598353,0.08805188560622507,0,0
112,0.0,0.9,0,1,0,0,0.02831294964028777,0.1373354325896652,0,0
113,0.0,0.9,0,1,0,0,0.01331294964028777,0.09254568838956795,0,0
114,0.0,0.9,0,1,0,0,0.012298237394506724,0.05607741518602408,0,0
115,0.0,0.0,0,0,0,0,0.01704572456598353,0.05878056129330569,0,0
116,0.0,0.0,0,0,0,0,0.02310093390863007,0.056586954938926376,0,0
117,0.0,0.0,0,0,0,0,0.021413883548917836,0.06297211595935769,0,0
118,0.0,0.0,0,0,0,0,0.015,0.04374062158518468,0,0
119,0.0,0.0,0,0,0,0,0.02373277492569576,0.08149286223762346,0,0
120,0.0,0.0,0,0,0,0,0.032298237394506726,0.09604434272038893,0,0
121,0.0,0.0,0,0,0,0,0.0711826897730966,0.16065340552640392,0,0
122,0.0,0.0,0,0,0,0,0.0784518308858662,0.17420635744490062,0,0
123,0.0,0.0,0,0,0,0,0.06448306409183703,0.1632951915691717,0,0
124,0.0,0.0,0,0,0,0,0.03352586393751751,0.05402420565843517,0,0
125,0.0,0.0,0,0,0,0,0.056506821045259274,0.06282113154363184,0,0
126,0.0,0.0,0,0,0,0,0.021036031298483,0.03854464127772801,0,0
127,0.0,0.0,0,0,0,0,0.022971243062432683,0.03265517093106575,0,0
128,0.0,0.0,0,0,0,0,0.028181075935226847,0.021120096929953158,0,0
129,0.0,0.0,0,0,0,0,0.12961819273786185,0.016800604818295834,0,0
130,0.0,0.0,0,0,0,0,0.09827004754167898,0.027611598140712144,0,0
131,0.0,0.0,0,0,0,0,0.05606229918174528,0.007750654972634759,0,0
132,0.0,0.0,0,0,0,0,0.02760868174177308,0.01256694890234722,0,0
133,0.0,0.0,0,0,0,0,0.020121628599374525,0.0031050463439752833,0,0
134,0.0,0.0,0,0,0,0,0.07023098214905517,0.00481629392971246,0,0
135,0.0,0.0,0,0,0,0,0.07626872587949968,0.005,0,0
136,0.0,0.0,0,0,0,0,0.05489543569514784,0.0,0,0
137,0.0,0.0,0,0,0,0,0.054708254964145955,0.004338129496402877,0,0
138,0.0,0.0,0,0,0,0,0.05335966694593888,0.004338129496402877,0,0
139,0.0,0.0,0,0,0,0,0.044334624573066056,0.005,0,0
140,0.0,0.0,0,0,0,0,0.078311596870885,0.0,0,0
141,0.0,0.0,0,0,0,0,0.04145287551716818,0.0,0,0
142,0.0,0.0,0,0,0,0,0.05077805350962174,0.0,0,0
143,0.0,0.0,0,0,0,0,0.04862805235455078,0.0,0,0
144,0.0,0.0,0,0,0,0,0.016012447954332095,0.0,0,0
145,0.0,0.0,0,0,0,0,0.0169374492882906,0.0,0,0
146,0.0,0.0,0,0,0,0,0.014323063711316005,0.0,0,0
147,0.0,0.0,0,0,0,0,0.0050343840066018,0.0,0,0
148,0.0,0.0,0,0,0,0,0.012012476790106953,0.0,0,0
149,0.0,0.0,0,0,0,0,0.012127961864593933,0.0,0,0
150,0.0,0.0,0,0,0,0,0.017707908192183996,0.0,0,0
151,0.0,0.0,0,0,0,0,0.019827060181710404,0.0,0,0
152,0.0,0.0,0,0,0,0,0.00584177242749145,0.0,0,0
153,0.0,0.0,0,0,0,0,0.01,0.0,0,0
154,0.0,0.0,0,0,0,0,0.028856422769677207,0.0,0,0
155,0.0,0.0,0,0,0,0,0.02591639428372602,0.0,0,0
156,0.0,0.0,0,0,0,0,0.03420405650857389,0.0,0,0
157,0.0,0.0,0,0,0,0,0.017557649644076207,0.0,0,0
158,0.0,0.0,0,0,0,0,0.01283471837488458,0.0,0,0
159,0.0,0.0,0,0,0,0,0.015,0.004758022093634929,0,0
160,0.0,0.0,0,0,0,0,0.02331294964028777,0.004758022093634929,0,0
161,0.0,0.0,0,0,0,0,0.04029104242379292,0.0,0,0
162,0.0,0.0,0,0,0,0,0.016729911807185537,0.0,0,0
163,0.0,0.0,0,0,0,0,0.010984750750588013,0.0,0,0
164,0.0,0.0,0,0,0,0,0.013211024510412783,0.0,0,0
165,0.0,0.0,0,0,0,0,0.02173415223309843,0.0,0,0
166,0.0,0.0,0,0,0,0,0.029756059449593274,0.004758022093634929,0,0
167,0.0,0.0,0,0,0,0,0.015218219481126583,0.005,0,0
168,0.0,0.0,0,0,0,0,0.01,0.0,0,0
169,0.0,0.0,0,0,0,0,0.015291042423792924,0.004758022093634929,0,0
170,0.0,0.0,0,0,0,0,0.0050343840066018,0.004758022093634929,0,0
171,0.0,0.0,0,0,0,0,0.00834733364688957,0.0,0,0
172,0.0,0.0,0,0,0,0,0.00283471837488458,0.0,0,0
173,0.0,0.0,0,0,0,0,0.00283471837488458,0.0,0,0
174,0.0,0.0,0,0,0,0,0.00283471837488458,0.0,0,0
175,0.0,0.0,0,0,0,0,0.0,0.0,0,0
176,0.0,0.0,0,0,0,0,0.0,0.0,0,0
177,0.0,0.0,0,0,0,0,0.0,0.0,0,0
178,0.0,0.0,0,0,0,0,0.0,0.0,0,0
179,0.0,0.0,0,0,0,0,0.006646406864497676,0.0,0,0
180,0.0,0.0,0,0,0,0,0.0016464068644976761,0.0,0,0
181,0.0,0.0,0,0,0,0,0.0,0.0,0,0
182,0.0,0.0,0,0,0,0,0.004921679302628504,0.0,0,0
183,0.0,0.0,0,0,0,0,0.015767008872779653,0.0,0,0
184,0.0,0.0,0,0,0,0,0.011409981628903857,0.0,0,0
185,0.0,0.0,0,0,0,0,0.0,0.0,0,0
186,0.0,0.0,0,0,0,0,0.0,0.00481629392971246,0,0
187,0.0,0.0,0,0,0,0,0.005,0.00481629392971246,0,0
188,0.0,0.0,0,0,0,0,0.006646406864497676,0.00481629392971246,0,0
