lat_grid,lon_grid,mangrove_count,lat_mean,lon_mean,slr_location_idx,slr_distance_km,slr_rate,slr_risk,freq_total,cat_1,cat_2,cat_3,cat_4,cat_5,tc_risk,composite_risk,risk_class
-40,177,1,-39.81275378221357,177.01858419967576,48007,20.88644812050213,10.028571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-39,-62,3,-39.09576749199491,-62.19106604237248,47768,23.723285289316575,7.792857142857144,0.7792857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3896428571428572,Medium
-39,144,1,-38.57770000000001,143.95550000000003,940,4.911094617291531,7.757142857142859,0.7757142857142859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38785714285714296,Medium
-39,145,1,-38.5071,145.3407,593,20.275328182301042,7.65,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3825,Medium
-39,146,41,-38.76781608262926,146.19919152277285,47616,33.957045224079266,7.742857142857143,0.7742857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3871428571428571,Medium
-39,147,39,-38.68309200024632,146.69166342082622,47617,49.07934085678652,7.921428571428572,0.7921428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3960714285714286,Medium
-38,144,2,-38.061774814467526,144.4134748352747,47254,46.40511183411829,7.685714285714285,0.7685714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38428571428571423,Medium
-38,145,41,-38.25995606606684,145.32433595035067,593,16.832394403905436,7.65,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3825,Medium
-38,146,2,-38.32320000000001,145.5188,593,33.571156805805614,7.65,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3825,Medium
-38,148,1,-37.95645230916932,147.74061272476493,47258,29.194932925156937,8.221428571428572,0.8221428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4110714285714286,Medium
-38,175,7,-37.81395166020309,174.90571341253138,47285,23.151935345861283,9.407142857142858,0.9407142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4703571428571429,Medium
-38,176,32,-37.62157397463611,176.0538628619594,838,14.149820948077052,9.514285714285716,0.9514285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4757142857142858,Medium
-38,177,5,-38.01278000000001,177.12266,47287,13.688961760630008,9.678571428571429,0.9678571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48392857142857143,Medium
-37,-73,1,-36.77134364489184,-73.1582235969556,355,12.02373842401238,7.207142857142857,0.7207142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3603571428571429,Medium
-37,150,19,-36.69438367286264,149.9786516241955,46900,34.0060764784996,8.742857142857144,0.8742857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43714285714285717,Medium
-37,174,6,-36.57293333333334,174.3581,150,54.490284897126536,9.27857142857143,0.927857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4639285714285715,Medium
-37,175,100,-36.96585133886162,174.9485889939015,46925,6.85079788956388,9.328571428571433,0.9328571428571433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46642857142857164,Medium
-37,176,35,-37.04563099170942,175.7370038427988,46926,29.62871876413409,9.428571428571429,0.9428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714285714285714,Medium
-36,-73,3,-35.95981400777102,-72.7241687549451,46677,30.940498818533804,7.178571428571429,0.7178571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35892857142857143,Medium
-36,139,2,-35.73054759639537,139.0097338368252,46529,29.928725908753176,8.921428571428573,0.8921428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4460714285714286,Medium
-36,150,17,-36.070544523614906,150.1226985562834,46540,15.710114154484065,8.52142857142857,0.8521428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42607142857142855,Medium
-36,174,69,-36.08835253092568,174.3290881055456,603,36.520972287686725,9.257142857142858,0.9257142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4628571428571429,Medium
-36,175,31,-36.107153119755615,174.74991609728082,46565,30.20010955695591,9.30714285714286,0.930714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465357142857143,Medium
-35,136,1,-34.794231747006584,135.78465694341529,159,12.55516950513682,8.32857142857143,0.832857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4164285714285715,Medium
-35,138,2,-34.8953699111394,138.12880868428658,46168,18.420359749193203,8.621428571428572,0.8621428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310714285714286,Medium
-35,139,6,-34.798033333333336,138.54510000000002,274,7.498221395774339,8.571428571428573,0.8571428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142866,Medium
-35,150,1,-35.274100000000004,150.4787,1017,30.850512580831644,8.542857142857143,0.8542857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42714285714285716,Medium
-35,151,15,-34.97343333333334,150.68132666666668,1017,16.577301985472968,8.542857142857143,0.8542857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42714285714285716,Medium
