lat_grid,lon_grid,mangrove_count,lat_mean,lon_mean,slr_location_idx,slr_distance_km,slr_rate,slr_risk,freq_total,cat_1,cat_2,cat_3,cat_4,cat_5,tc_risk,composite_risk,risk_class
-40,177,1,-39.81275378221357,177.01858419967576,48007,20.88644812050213,10.992857142857144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-39,-62,3,-39.09576749199491,-62.19106604237248,47768,23.723285289316575,8.799999999999999,0.8799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43999999999999995,Medium
-39,144,1,-38.57770000000001,143.95550000000003,940,4.911094617291531,8.700000000000001,0.8700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43500000000000005,Medium
-39,145,1,-38.5071,145.3407,593,20.275328182301042,8.621428571428572,0.8621428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310714285714286,Medium
-39,146,41,-38.76781608262926,146.19919152277285,47616,33.957045224079266,8.664285714285715,0.8664285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332142857142857,Medium
-39,147,39,-38.68309200024632,146.69166342082622,47617,49.07934085678652,8.850000000000001,0.8850000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44250000000000006,Medium
-38,144,2,-38.061774814467526,144.4134748352747,47254,46.40511183411829,8.657142857142858,0.8657142857142859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43285714285714294,Medium
-38,145,41,-38.25995606606684,145.32433595035067,593,16.832394403905436,8.621428571428572,0.8621428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310714285714286,Medium
-38,146,2,-38.32320000000001,145.5188,593,33.571156805805614,8.621428571428572,0.8621428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4310714285714286,Medium
-38,148,1,-37.95645230916932,147.74061272476493,47258,29.194932925156937,9.164285714285716,0.9164285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4582142857142858,Medium
-38,175,7,-37.81395166020309,174.90571341253138,47285,23.151935345861283,10.471428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-38,176,32,-37.62157397463611,176.0538628619594,838,14.149820948077052,10.528571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-38,177,5,-38.01278000000001,177.12266,47287,13.688961760630008,10.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-37,-73,1,-36.77134364489184,-73.1582235969556,355,12.02373842401238,7.957142857142857,0.7957142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39785714285714285,Medium
-37,150,19,-36.69438367286264,149.9786516241955,46900,34.0060764784996,9.735714285714286,0.9735714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48678571428571427,Medium
-37,174,6,-36.57293333333334,174.3581,150,54.490284897126536,10.335714285714287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-37,175,100,-36.96585133886162,174.9485889939015,46925,6.85079788956388,10.371428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-37,176,35,-37.04563099170942,175.7370038427988,46926,29.62871876413409,10.45714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-36,-73,3,-35.95981400777102,-72.7241687549451,46677,30.940498818533804,7.92857142857143,0.7928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39642857142857146,Medium
-36,139,2,-35.73054759639537,139.0097338368252,46529,29.928725908753176,9.685714285714289,0.9685714285714289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48428571428571443,Medium
-36,150,17,-36.070544523614906,150.1226985562834,46540,15.710114154484065,9.607142857142858,0.9607142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48035714285714287,Medium
-36,174,69,-36.08835253092568,174.3290881055456,603,36.520972287686725,10.285714285714286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-36,175,31,-36.107153119755615,174.74991609728082,46565,30.20010955695591,10.378571428571432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-35,136,1,-34.794231747006584,135.78465694341529,159,12.55516950513682,9.071428571428571,0.9071428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45357142857142857,Medium
-35,138,2,-34.8953699111394,138.12880868428658,46168,18.420359749193203,9.371428571428572,0.9371428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4685714285714286,Medium
-35,139,6,-34.798033333333336,138.54510000000002,274,7.498221395774339,9.278571428571428,0.9278571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4639285714285714,Medium
-35,150,1,-35.274100000000004,150.4787,1017,30.850512580831644,9.635714285714286,0.9635714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817857142857143,Medium
-35,151,15,-34.97343333333334,150.68132666666668,1017,16.577301985472968,9.635714285714286,0.9635714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817857142857143,Medium
-35,173,81,-34.93355504587122,173.21266351299477,46203,24.731014647672552,10.407142857142858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-35,174,53,-35.200713370486,173.95657109881398,46204,22.794742969015363,10.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-34,-72,3,-34.24235259149388,-72.00297753243304,45958,26.903167870338542,7.307142857142856,0.7307142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3653571428571428,Medium
-34,22,1,-34.147960854027524,22.250062568393727,537,12.724045684302183,10.571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-34,23,2,-34.04344398443579,23.03025364331093,551,2.3094934926095454,10.77857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-34,116,1,-33.54723076010728,115.51254458390488,519,30.067873346789575,9.292857142857144,0.9292857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46464285714285725,Medium
-34,123,1,-33.9303522635183,123.32907226633016,45793,37.33617682238839,9.35,0.9349999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46749999999999997,Medium
-34,137,16,-33.71091047117592,137.0215881064934,45807,32.17828584092161,8.635714285714286,0.8635714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43178571428571433,Medium
-34,138,17,-34.13166785780555,138.06018057560053,45808,16.06938318971251,8.735714285714286,0.8735714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4367857142857143,Medium
-34,151,16,-33.856675,151.127825,49,11.365601210944403,9.742857142857144,0.9742857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4871428571428572,Medium
-34,173,4,-34.49091159201447,172.93360501979834,45843,54.987307739049676,10.435714285714289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-33,-72,1,-33.28440688491612,-71.65111432740669,308,28.33625382059736,7.135714285714287,0.7135714285714287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3567857142857144,Medium
-33,18,1,-32.840382979317155,18.215971813654928,45328,29.809528444200616,10.242857142857146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
-33,27,3,-33.301966666666665,27.432766666666662,45337,58.57507500037829,10.142857142857142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,Medium
