COUNTRY,n_mangrove_cells,mean_composite_risk,pct_high_risk,mean_composite_risk_ssp370,pct_high_risk_ssp370,mean_composite_risk_ssp585,pct_high_risk_ssp585
ANT,29,0.4778053776986884,0.0,0.5706625205558313,0.0,0.603519663412974,0.0
American Samoa,6,0.7558478844199782,16.666666666666664,0.8201335987056926,16.666666666666664,0.8201335987056926,16.666666666666664
Angola,107,0.35791666666666666,0.0,0.4770238095238095,0.0,0.5,0.0
Antigua and Barbuda,80,0.42002404169173574,0.0,0.5062740416917357,0.0,0.5596668988345929,0.0
Aruba,7,0.5122061451329919,0.0,0.6047061451329919,0.0,0.629349002275849,0.0
Australia,3539,0.4392166149681012,0.0,0.5438695799276699,0.593387962701328,0.5921647281756484,1.0172365074879908
Bahamas,615,0.5062183850011818,0.0,0.5815755278583248,0.0,0.6261163441848553,0.16260162601626016
Bangladesh,3799,0.35020488117839327,0.0,0.44788345260696466,0.0,0.5035382145117266,0.0
Barbados,4,0.520391285135777,0.0,0.6064627137072057,0.0,0.6536055708500628,0.0
Benin,45,0.3528571428571429,0.0,0.4549999999999999,0.0,0.5,0.0
Brazil,5841,0.38117065368789643,0.0,0.48106223532054954,0.0,0.5251885108307536,0.0
Cambodia,326,0.3715791425505512,0.0,0.4726505711219797,0.0,0.5277696187410273,0.0
Cameroon,798,0.3457142857142857,0.0,0.4552380952380953,0.0,0.5,0.0
Cayman Islands,43,0.59555694755108,0.0,0.6850212332653658,4.651162790697675,0.7194855189796516,4.651162790697675
China,424,0.41476898322300326,0.0,0.5182353697776252,0.0,0.5727731849036755,0.2358490566037736
Colombia,704,0.42640894949037117,0.0,0.5101079290822079,0.2840909090909091,0.5288834392862894,0.2840909090909091
Comoros,10,0.5881649687626538,0.0,0.6970935401912253,20.0,0.7160221116197967,20.0
Congo,177,0.3544047619047619,0.0,0.4725,0.0,0.5,0.0
Costa Rica,22,0.3915911660462882,0.0,0.5005197374748596,0.0,0.5271268803320025,0.0
Cuba,1018,0.5376116172232673,0.09823182711198428,0.6150485920131834,0.68762278978389,0.6434939701644439,0.68762278978389
Côte d'Ivoire,296,0.3527142857142857,0.0,0.4484285714285714,0.0,0.5,0.0
Djibouti,33,0.3288972889099099,0.0,0.4317544317670527,0.0,0.4946115746241957,0.0
Dominican Republic,66,0.4501787450997698,0.0,0.5326787450997699,0.0,0.5846073165283412,0.0
Ecuador,444,0.31189285714285714,0.0,0.4293214285714286,0.0,0.46575,0.0
Egypt,94,0.3379145653996309,0.0,0.43728956539963093,0.0,0.5023788511139166,0.0
El Salvador,255,0.3824261610633269,0.0,0.4913547324918983,0.0,0.5290333039204698,0.0
Eritrea,66,0.41730375678321624,0.0,0.5187323282117876,0.0,0.584565661545121,0.0
Fiji,318,0.5773926403314708,0.0,0.6839742729845321,1.8867924528301887,0.7162701913518789,1.8867924528301887
French Guiana,266,0.35500000000000004,0.0,0.44607142857142856,0.0,0.4991071428571428,0.0
French Polynesia,7,0.395054216454682,0.0,0.49398278788325345,0.0,0.536304216454682,0.0
Gabon,631,0.3563095238095238,0.0,0.4707738095238095,0.0,0.5,0.0
Gambia,40,0.3278571428571428,0.0,0.4175,0.0,0.4732142857142857,0.0
Ghana,193,0.35700000000000004,0.0,0.45721428571428574,0.0,0.5,0.0
Grenada,59,0.48811513147096564,0.0,0.5804365600423944,0.0,0.6275794171852513,0.0
Guam,10,0.6874272397722936,10.0,0.7720700969151508,10.0,0.8131415254865793,10.0
Guatemala,85,0.4271292632097202,0.0,0.5396292632097203,0.0,0.5762364060668632,0.0
Guinea,438,0.33595238095238095,0.0,0.4255952380952381,0.0,0.48214285714285715,0.0
Guinea-Bissau,1594,0.3386800486842556,0.0,0.4287990963033033,0.0,0.4859419534461604,0.0
Guyana,124,0.36566528345751953,0.0,0.45483195012418626,0.0,0.5092367120289482,0.0
Haiti,77,0.5182586556229163,0.0,0.6021872270514878,0.0,0.6414729413372019,2.5974025974025974
Honduras,59,0.5638101037423703,3.389830508474576,0.6533339132661796,3.389830508474576,0.6669053418376083,3.389830508474576
India,1374,0.32702514420488227,0.0,0.42436641404615216,0.0,0.49241204896678714,0.0
Indonesia,14170,0.38863183204581553,0.0,0.4867370501809738,0.007057163020465773,0.5427635685727616,0.0776287932251235
"Iran, Islamic Republic of",251,0.3133762076818868,0.0,0.4136440648247439,0.0,0.48542977911045815,0.0
Jamaica,131,0.5720113978383344,0.0,0.6612971121240487,1.5267175572519083,0.7087971121240487,2.2900763358778624
Japan,134,0.5080103461702932,0.0,0.6020409584151911,0.7462686567164178,0.6144389175988646,1.4925373134328357
Kenya,199,0.3601798384389487,0.0,0.4714298384389487,0.0,0.515715552724663,0.0
Kiribati,11,0.3502276677318747,0.0,0.4477276677318747,0.0,0.4858229058271129,0.0
Liberia,341,0.3529591836734694,0.0,0.44581632653061226,0.0,0.4988265306122449,0.0
Madagascar,765,0.4740745624099074,0.0,0.5808136928446901,0.6535947712418301,0.6220559288695348,0.9150326797385622
Malaysia,1708,0.3502802117242741,0.0,0.45310759267665507,0.0,0.5064260450576075,0.0
Martinique,76,0.3893496733788967,0.0,0.4743496733788966,0.0,0.5225639590931824,0.0
Mauritius,38,0.4352648652720038,0.0,0.5338362938434325,0.0,0.5704434367005753,0.0
Mayotte,64,0.6129865267476211,0.0,0.7222722410333353,1.5625,0.7472722410333353,1.5625
Mexico,3561,0.5359934399720461,0.3089019938219601,0.6039906388515979,0.5054759898904801,0.6171138881513177,0.5616399887672002
"Micronesia, Federated States of",127,0.5626178731356827,0.7874015748031495,0.6630940636118731,1.574803149606299,0.6861893017071111,1.574803149606299
Mozambique,1087,0.46189741194710326,0.0,0.5671884172381085,0.45998160073597055,0.6096487346984261,0.8279668813247469
Myanmar,1298,0.3413888784225943,0.0,0.43660316413688,0.0,0.49469840223211814,0.0
New Caledonia,473,0.38629387351463645,0.0,0.5195081592289221,0.0,0.547990302086065,0.0
New Zealand,354,0.3444196428571428,0.0,0.46906250000000005,0.0,0.5,0.0
Nicaragua,387,0.4435382150740397,0.0,0.5453834531692778,0.2583979328165375,0.5829429769788016,0.2583979328165375
Nigeria,3474,0.35003571428571434,0.0,0.4566071428571428,0.0,0.5,0.0
Oman,46,0.3025543100564136,0.0,0.40201859577069926,0.0,0.4717209767230803,0.0
Pakistan,60,0.2718671793703346,0.0,0.3581171793703346,0.0,0.4465100365131918,0.0
Palau,42,0.6043181932648227,0.0,0.7103896218362515,4.761904761904762,0.7450324789791085,4.761904761904762
Panama,595,0.387719652659594,0.0,0.4906788363330635,0.0,0.5233318975575532,0.0
Papua New Guinea,2054,0.43187422899484124,0.0,0.5296444992651115,0.24342745861733206,0.5909379355585479,0.4868549172346641
Peru,25,0.2965178571428571,0.0,0.41437500000000005,0.0,0.4507589285714286,0.0
Philippines,2494,0.5144892079128103,0.20048115477145148,0.5795471229707253,0.20048115477145148,0.6087459646695671,0.36086607858861264
Puerto Rico,111,0.4666070215225717,0.0,0.5535713072368575,0.0,0.6001784500940003,0.0
Qatar,74,0.3129465696412343,0.0,0.41491085535551997,0.0,0.48973228392694856,0.0
Saint Kitts and Nevis,5,0.4388723580136237,0.0,0.5249437865850523,0.0,0.5763723580136237,0.0
Saint Martin (French part),39,0.4096668594824581,0.0,0.4975240023396011,0.0,0.550024002339601,0.0
Samoa,12,0.7701803466585336,8.333333333333332,0.8387517752299622,8.333333333333332,0.8387517752299622,8.333333333333332
Sao Tome and Principe,4,0.3753571428571428,0.0,0.4882142857142858,0.0,0.5,0.0
Saudi Arabia,205,0.32899421211343216,0.0,0.42736722798644805,0.0,0.4971291327483528,0.0
Senegal,1044,0.3414769753678982,0.0,0.4318341182250411,0.0,0.48921507060599345,0.0
Seychelles,9,0.4674934363730418,0.0,0.5842791506587561,0.0,0.594279150658756,0.0
Sierra Leone,921,0.34864285714285714,0.0,0.44007142857142856,0.0,0.4951428571428571,0.0
Solomon Islands,448,0.5874819443742992,0.4464285714285714,0.6778066196989746,1.5625,0.737157269049624,2.455357142857143
Somalia,71,0.33339285714285716,0.0,0.4415178571428571,0.0,0.4954464285714286,0.0
South Africa,157,0.35136904761904764,0.0,0.4592857142857143,0.0,0.4988095238095238,0.0
Sri Lanka,356,0.35688550284545023,0.0,0.462912288559736,0.0,0.5173319314168788,0.0
Sudan,52,0.3934766728670669,0.0,0.49502429191468594,0.0,0.5607385776289718,0.0
Suriname,441,0.3621794488480103,0.0,0.4520604012289627,0.0,0.5065842107527722,0.0
"Taiwan, Province of China",57,0.45756772051404815,0.0,0.5631034347997625,1.7543859649122806,0.6037284347997625,1.7543859649122806
"Tanzania, United Republic of",417,0.45349150367584823,0.0,0.5646139526554401,0.0,0.6030833404105421,0.0
Thailand,949,0.41361084992133823,0.0,0.49477968109016945,0.0,0.5414679927784811,0.10537407797681769
Timor-Leste,39,0.4542339491272597,0.0,0.5531625205558313,0.0,0.603519663412974,0.0
