frame,track_id,gt_id,score,stage,iou
0,0,20,0.9,init,
0,1,67,0.9,init,
0,2,161,0.9,init,
0,3,0,0.16968177636122,init,
0,4,1,0.2820624734367203,init,
0,5,2,0.16239552213269645,init,
0,6,3,0.33573061251496217,init,
0,7,5,0.22783711793329509,init,
0,8,6,0.22084303055089483,init,
0,9,7,0.16676004400121525,init,
0,10,8,0.3629396819456371,init,
0,11,12,0.13519387687729134,init,
0,12,13,0.12197432961820724,init,
0,13,15,0.2392534859554568,init,
0,14,17,0.2720854988846204,init,
0,15,18,0.23550854128204196,init,
0,16,19,0.17801237860519398,init,
0,17,21,0.2788642058470877,init,
0,18,22,0.24106105087120994,init,
0,19,23,0.3402064089959012,init,
0,20,24,0.32041702257845184,init,
0,21,25,0.29513205274187176,init,
0,22,26,0.3348202266883062,init,
0,23,27,0.11681372452953948,init,
0,24,29,0.19152766757418715,init,
0,25,30,0.3970302776849376,init,
0,26,31,0.13610817005649478,init,
0,27,32,0.27545119266698637,init,
0,28,33,0.3347427033851057,init,
0,29,35,0.12781510138299157,init,
0,30,37,0.261445912423099,init,
0,31,38,0.15012291513876283,init,
0,32,39,0.18450767383960454,init,
0,33,40,0.18648328322082097,init,
0,34,41,0.12204778963258861,init,
0,35,42,0.19666963181590302,init,
0,36,43,0.3159670341501267,init,
0,37,44,0.2208449376658865,init,
0,38,45,0.1462822871413229,init,
0,39,46,0.2510372839976575,init,
0,40,47,0.3120711925327506,init,
0,41,48,0.11947179018120996,init,
0,42,49,0.18769998852394368,init,
0,43,50,0.39510379370307114,init,
0,44,51,0.3020715367843305,init,
0,45,52,0.27275295173676606,init,
0,46,53,0.13958541048936957,init,
0,47,55,0.35556226298632587,init,
0,48,57,0.3705025247042819,init,
0,49,58,0.23735165378857878,init,
0,50,61,0.15363976059178103,init,
0,51,62,0.1188859291969307,init,
0,52,64,0.12573671499063385,init,
0,53,65,0.21358943042924589,init,
0,54,66,0.2704893386784863,init,
0,55,68,0.12796140327182268,init,
0,56,69,0.20781553231343847,init,
0,57,72,0.11343757762242307,init,
0,58,73,0.22421589448162657,init,
0,59,74,0.32830102375415676,init,
0,60,75,0.24362253268007714,init,
0,61,76,0.21500558425035682,init,
0,62,77,0.2808149934752724,init,
0,63,79,0.34682721077119505,init,
0,64,80,0.20394205223734568,init,
0,65,81,0.29336987129927966,init,
0,66,82,0.29278101411707497,init,
0,67,83,0.10575520777789865,init,
0,68,84,0.17596205219390004,init,
0,69,87,0.22443451879428983,init,
0,70,88,0.2434641841740006,init,
0,71,89,0.13100396998584413,init,
0,72,91,0.22732402327944456,init,
0,73,92,0.25277784564495837,init,
0,74,93,0.2534300281951699,init,
0,75,94,0.2611422036465135,init,
0,76,95,0.10232563578574587,init,
0,77,96,0.3782614546327461,init,
0,78,98,0.39661170859018513,init,
0,79,99,0.20426964573241577,init,
0,80,101,0.3825283319906353,init,
0,81,102,0.37384470689807914,init,
0,82,103,0.3005899541241648,init,
0,83,104,0.13484894238299897,init,
0,84,106,0.3737126950089621,init,
0,85,107,0.32179286212420044,init,
0,86,108,0.1880379880018605,init,
0,87,112,0.39060201671153794,init,
0,88,113,0.16656531709611966,init,
0,89,115,0.2591190930018987,init,
0,90,116,0.2425270640651552,init,
0,91,117,0.36198234423636466,init,
0,92,118,0.12292243077469245,init,
0,93,121,0.32252554385020193,init,
0,94,122,0.25282606968677734,init,
0,95,123,0.17904291046300477,init,
0,96,124,0.10594154742904259,init,
0,97,126,0.30394409122684174,init,
0,98,127,0.3262889366466467,init,
0,99,128,0.11459812469819072,init,
0,100,129,0.13625081658906357,init,
0,101,132,0.17179611219487112,init,
0,102,133,0.3944826870979191,init,
0,103,134,0.27151230792120373,init,
0,104,135,0.35287422217690256,init,
0,105,136,0.3862629064041845,init,
0,106,137,0.34348068090733075,init,
0,107,138,0.17411117240046198,init,
0,108,140,0.1367453387871837,init,
0,109,142,0.13651482024965106,init,
0,110,143,0.24566398726469343,init,
0,111,144,0.2217848694198126,init,
0,112,145,0.3350820583784381,init,
0,113,146,0.3203238492169738,init,
