frame,track_id,stage,det_score,gt_id
0,0,init,0.9,20
0,1,init,0.9,67
0,2,init,0.9,161
0,3,init,0.16968177636122,0
0,4,init,0.2820624734367203,1
0,5,init,0.16239552213269645,2
0,6,init,0.33573061251496217,3
0,7,init,0.22783711793329509,5
0,8,init,0.22084303055089483,6
0,9,init,0.16676004400121525,7
0,10,init,0.3629396819456371,8
0,11,init,0.13519387687729134,12
0,12,init,0.12197432961820724,13
0,13,init,0.2392534859554568,15
0,14,init,0.2720854988846204,17
0,15,init,0.23550854128204196,18
0,16,init,0.17801237860519398,19
0,17,init,0.2788642058470877,21
0,18,init,0.24106105087120994,22
0,19,init,0.3402064089959012,23
0,20,init,0.32041702257845184,24
0,21,init,0.29513205274187176,25
0,22,init,0.3348202266883062,26
0,23,init,0.11681372452953948,27
0,24,init,0.19152766757418715,29
0,25,init,0.3970302776849376,30
0,26,init,0.13610817005649478,31
0,27,init,0.27545119266698637,32
0,28,init,0.3347427033851057,33
0,29,init,0.12781510138299157,35
0,30,init,0.261445912423099,37
0,31,init,0.15012291513876283,38
0,32,init,0.18450767383960454,39
0,33,init,0.18648328322082097,40
0,34,init,0.12204778963258861,41
0,35,init,0.19666963181590302,42
0,36,init,0.3159670341501267,43
0,37,init,0.2208449376658865,44
0,38,init,0.1462822871413229,45
0,39,init,0.2510372839976575,46
0,40,init,0.3120711925327506,47
0,41,init,0.11947179018120996,48
0,42,init,0.18769998852394368,49
0,43,init,0.39510379370307114,50
0,44,init,0.3020715367843305,51
0,45,init,0.27275295173676606,52
0,46,init,0.13958541048936957,53
0,47,init,0.35556226298632587,55
0,48,init,0.3705025247042819,57
0,49,init,0.23735165378857878,58
0,50,init,0.15363976059178103,61
0,51,init,0.1188859291969307,62
0,52,init,0.12573671499063385,64
0,53,init,0.21358943042924589,65
0,54,init,0.2704893386784863,66
0,55,init,0.12796140327182268,68
0,56,init,0.20781553231343847,69
0,57,init,0.11343757762242307,72
0,58,init,0.22421589448162657,73
