region_id,region_name,mean_annual_gt,mean_annual_mwe,cumulative_gt,trend_gt_per_yr,trend_gt_pvalue,trend_mwe_per_yr,trend_mwe_pvalue,acceleration_gt_per_yr2,n_years
0,Global,-272.6029428344951,-0.40594989549158916,-6542.470628027882,-9.976678260033886,0.0007423777321710008,-0.016204490188354705,0.0003441802236629153,-0.7222368474302406,24
10,North Asia,-1.355185314557352,-0.5764891663859192,-32.52444754937645,-0.022941273875703747,0.25545898492083957,-0.012443920193149,0.1494203473399555,-0.005537624534537582,24
11,Central Europe,-1.97207942247639,-1.061529869356995,-47.32990613943336,-0.09263055081846655,0.025179469332918234,-0.06096312309069314,0.008564585038807514,-0.012850536284489759,24
12,Caucasus & Middle East,-0.7366037844157987,-0.6219138378128549,-17.678490825979168,-0.030139148866658062,0.12510605762007376,-0.028320530186700568,0.07913891288374426,0.004293947327871622,24
13,Central Asia,-10.484469748042555,-0.2178055248383941,-251.6272739530213,-0.9696297835817046,0.037633686882648974,-0.020492816691931554,0.033718829863434684,-0.15950481983771214,24
14,South Asia West,-5.610944972121096,-0.17631171148007532,-134.66267933090631,-0.16623304718853293,0.6217609805114721,-0.006031767890051168,0.5691335711643493,-0.07299015869431004,24
15,South Asia East,-7.355021193995356,-0.5269353933080532,-176.52050865588853,-0.20398786751531975,0.11639701890684566,-0.017570234937720173,0.06669570409024486,-0.06853735871200171,24
16,Low Latitudes,-0.85004179012117,-0.4207200030056206,-20.40100296290808,0.006712083042466671,0.8324672258317614,-0.0025334570405364477,0.8707136831752479,0.00040716489981439883,24
17,Southern Andes,-26.282882167382045,-0.9192548379252351,-630.7891720171691,-1.1576942943824136,0.06523729437397378,-0.041935620123655426,0.055754722958584524,0.07506174014276815,24
18,New Zealand,-0.8329537025264065,-0.960771550950061,-19.990888860633756,-0.035422384521189,0.15419949440645564,-0.04957267114111607,0.08121161871318568,-0.0041219697780773,24
19,Antarctic & Subantarctic,-17.819153654022866,-0.1454747506007571,-427.6596876965488,-0.6267733700675112,0.5539380565031796,-0.005767441262660226,0.5059709951505104,-0.5599876569776175,24
1,Alaska,-61.410829023824874,-0.7320277166261931,-1473.859896571797,-2.568819442162738,0.09612334044284361,-0.033618201534525494,0.06474884759460893,0.2632452544001115,24
2,Western Canada & US,-9.243631301302939,-0.6947335348602119,-221.84715123127052,-0.7287113385659586,0.03006383828520037,-0.05840735810651667,0.019301203068324377,-0.10093856975142294,24
3,Arctic Canada North,-30.42657164569776,-0.2930927604783487,-730.2377194967462,-0.2400191963556384,0.7789599060512569,-0.0024962962096608367,0.7619160670226911,0.17175420536430608,24
4,Arctic Canada South,-23.010101306000866,-0.5700617959389733,-552.2424313440208,-0.12727988384667355,0.7729073918634183,-0.003562645747899426,0.7447207477468047,0.13234516127801385,24
5,Greenland Periphery,-35.436586854737946,-0.44660519236135726,-850.4780845137108,-0.9772304051567036,0.27288884997774066,-0.016514641550854175,0.14576580160681646,-0.10416927898792572,24
6,Iceland,-8.294894553976642,-0.7840805613867668,-199.07746929543939,0.32873481526783055,0.12810891677816136,0.0281832841189078,0.16972259477397877,-0.019198961715441262,24
7,Svalbard,-13.795151516440137,-0.4181794988022909,-331.0836363945633,-1.0812237779611833,0.001286032969476007,-0.03374389644015521,0.000971902157883067,-0.1256885981894925,24
8,Scandinavia,-1.6680211091491615,-0.5826021493223924,-40.03250661957988,0.015088251037667155,0.7990172305267309,0.003499156966175089,0.8654014914717687,-0.008254019858534842,24
9,Russian Arctic,-16.017819773703753,-0.3151662062045248,-384.42767456889004,-1.298477644515454,0.00499267676724984,-0.025761628078215408,0.004695434930361942,-0.12756476752156432,24
