energy,total_charge,r_mean,r_std,inv_r_sum
2.2307496353897167,1.0,2.0751193966053916,0.1110112054911799,1.4498270341265007
3.270743808205827,1.0,1.9948151039387667,0.12807680568178334,1.5103589070205192
2.3505667825710357,1.0,2.0430964940595486,0.047248069699600305,1.469157126010749
0.9887097186232641,1.0,2.263052481159035,0.10424066628987833,1.3283789898367087
0.8319996380149202,1.0,2.286922092118319,0.04783537837035231,1.312388759122529
2.0219163682579167,1.0,2.0770401132613743,0.04235922055215678,1.4449705181154144
0.8483599016410732,1.0,2.2931166131319736,0.08466710037537732,1.3100090147626233
0.4186093573472571,1.0,2.529722603375531,0.07569163599088177,1.1869566719896607
0.5386801759784974,1.0,2.4187393892395375,0.07232524205233307,1.2414494847164657
0.5374196413712464,1.0,2.407086676169151,0.0432945144823798,1.2467187193890406
0.7285633215048,1.0,2.3200806310516335,0.04467034514137768,1.2935446161927082
0.37537893458342664,1.0,2.6023112055664956,0.014770578523317921,1.1528583745100138
0.4348247034011328,1.0,2.8211490238165715,0.126501120335993,1.0656072948430542
0.44037560154552313,1.0,2.561347325888767,0.14704243290665545,1.1749934152241723
0.38097627111418975,1.0,2.6609856058705175,0.07021629686944124,1.128173046544227
0.4041526407392486,1.0,2.779699523321599,0.03701668512923629,1.0794436862200745
0.4378626827466172,1.0,2.8506325951266054,0.07846692990760487,1.0531807378159759
0.40825239726378526,1.0,2.7611156432456525,0.11578991622594018,1.0883817405522225
0.5397093631459529,1.0,3.038944921555956,0.15677733451549322,0.9897310777705478
0.5292271925526382,1.0,3.018867488270823,0.07443948930420274,0.994365240315005
0.5466827672095649,1.0,3.0493104469912016,0.042202344081760906,0.9840157364431801
0.6293976658534869,1.0,3.208028556913902,0.19939270290504016,0.9386575617282622
0.5415245060761227,1.0,3.040507838804872,0.04042113080346664,0.9868513070695331
0.6100385716148984,1.0,3.1577144264160837,0.010624950738666464,0.9500650218700774
0.615661122945123,1.0,3.16976995549523,0.08643025132914531,0.9471500072950013
0.7585033983035367,1.0,3.456624634871691,0.05141579636435863,0.8680928006286968
0.7680713903045681,1.0,3.492775574264808,0.1390077060329295,0.8602767397087208
0.857254511685323,1.0,3.761400649372224,0.0511209558111965,0.7977224685539674
0.7795411562218217,1.0,3.5153845198430607,0.10095813606985414,0.8540839231679699
0.7317686281042977,1.0,3.400078518501607,0.10193012819053593,0.8831102460927913
2.2307496353897167,-1.0,2.0751193966053916,0.1110112054911799,1.4498270341265007
3.270743808205827,-1.0,1.9948151039387667,0.12807680568178334,1.5103589070205192
2.3505667825710357,-1.0,2.0430964940595486,0.047248069699600305,1.469157126010749
0.9887097186232641,-1.0,2.263052481159035,0.10424066628987833,1.3283789898367087
0.8319996380149202,-1.0,2.286922092118319,0.04783537837035231,1.312388759122529
2.0219163682579167,-1.0,2.0770401132613743,0.04235922055215678,1.4449705181154144
0.8483599016410732,-1.0,2.2931166131319736,0.08466710037537732,1.3100090147626233
0.4186093573472571,-1.0,2.529722603375531,0.07569163599088177,1.1869566719896607
0.5386801759784974,-1.0,2.4187393892395375,0.07232524205233307,1.2414494847164657
0.5374196413712464,-1.0,2.407086676169151,0.0432945144823798,1.2467187193890406
0.7285633215048,-1.0,2.3200806310516335,0.04467034514137768,1.2935446161927082
0.37537893458342664,-1.0,2.6023112055664956,0.014770578523317921,1.1528583745100138
0.4348247034011328,-1.0,2.8211490238165715,0.126501120335993,1.0656072948430542
0.44037560154552313,-1.0,2.561347325888767,0.14704243290665545,1.1749934152241723
0.38097627111418975,-1.0,2.6609856058705175,0.07021629686944124,1.128173046544227
0.4041526407392486,-1.0,2.779699523321599,0.03701668512923629,1.0794436862200745
0.4378626827466172,-1.0,2.8506325951266054,0.07846692990760487,1.0531807378159759
0.40825239726378526,-1.0,2.7611156432456525,0.11578991622594018,1.0883817405522225
0.5397093631459529,-1.0,3.038944921555956,0.15677733451549322,0.9897310777705478
0.5292271925526382,-1.0,3.018867488270823,0.07443948930420274,0.994365240315005
0.5466827672095649,-1.0,3.0493104469912016,0.042202344081760906,0.9840157364431801
0.6293976658534869,-1.0,3.208028556913902,0.19939270290504016,0.9386575617282622
0.5415245060761227,-1.0,3.040507838804872,0.04042113080346664,0.9868513070695331
0.6100385716148984,-1.0,3.1577144264160837,0.010624950738666464,0.9500650218700774
0.615661122945123,-1.0,3.16976995549523,0.08643025132914531,0.9471500072950013
0.7585033983035367,-1.0,3.456624634871691,0.05141579636435863,0.8680928006286968
0.7680713903045681,-1.0,3.492775574264808,0.1390077060329295,0.8602767397087208
0.857254511685323,-1.0,3.761400649372224,0.0511209558111965,0.7977224685539674
0.7795411562218217,-1.0,3.5153845198430607,0.10095813606985414,0.8540839231679699
0.7317686281042977,-1.0,3.400078518501607,0.10193012819053593,0.8831102460927913
