frame,atom,true_charge,latent_charge,electrostatic_potential,inv_distance_sum
0,0,1.0,1.0,0.6885402451669423,17.679108103605945
0,1,1.0,1.0,1.2587201618329675,18.72208945065626
0,2,1.0,1.0,0.11507312535077903,12.545809841810808
0,3,1.0,1.0,0.2739682294809702,17.554066225204863
0,4,1.0,-1.0,-0.2612767085721489,12.995201724994992
0,5,1.0,-1.0,-0.1526313192932071,12.265888145237518
0,6,1.0,-1.0,-0.9727478452282128,13.135801281633364
0,7,1.0,1.0,0.7043540092218604,16.555643025057776
0,8,1.0,-1.0,-0.364231657731051,15.065906536286027
0,9,1.0,-1.0,-0.15399108354286445,14.898864765963266
0,10,1.0,1.0,0.3608996442595833,17.605256295587484
0,11,1.0,1.0,0.21084149999063917,15.666016359887896
0,12,1.0,1.0,0.4343301530591287,15.346576511138727
0,13,1.0,1.0,0.5856568350828875,17.851611860157696
0,14,1.0,1.0,0.5089106133819257,15.495357251308716
0,15,1.0,-1.0,-0.4169409309015229,14.82584316351586
0,16,1.0,-1.0,-0.06875710726679163,18.384575087016437
0,17,1.0,-1.0,-0.29406375891384184,12.861632441457651
0,18,1.0,-1.0,-0.2179084569066058,16.222831911755755
0,19,1.0,-1.0,-0.8857002239067859,17.48939970824029
0,20,1.0,1.0,0.025516364301347322,15.264612854678616
0,21,1.0,-1.0,-0.3490357986677728,14.01838616184286
0,22,1.0,1.0,0.587890569971504,13.326724308995573
0,23,1.0,-1.0,-0.604156251670897,14.25867171889895
0,24,1.0,1.0,0.07674256592812734,13.138888850788973
0,25,1.0,-1.0,-0.45334173832941393,15.446592382054373
0,26,1.0,-1.0,-0.42210091345132306,16.17419405331791
0,27,1.0,1.0,0.4322639983628791,18.409502556155797
0,28,1.0,-1.0,-0.1600349299426016,12.871616703185229
0,29,1.0,-1.0,-1.0194372978551154,16.099068494250798
0,30,1.0,1.0,0.016213425464998446,15.424516488511163
0,31,1.0,1.0,0.4952096049379363,14.439329488696737
0,32,1.0,1.0,0.06054669647692694,14.415972393071906
0,33,1.0,-1.0,-0.765590146586539,13.375490272741692
0,34,1.0,1.0,1.0138216851655506,18.449320198092362
0,35,1.0,1.0,0.553279630658611,14.900728121547367
0,36,1.0,-1.0,-1.2617827651961706,15.958870723705466
0,37,1.0,1.0,0.44944499087903755,15.671132771713326
0,38,1.0,-1.0,-0.13587950909758512,15.262401483626357
0,39,1.0,1.0,0.807420812566228,15.407860783966717
0,40,1.0,1.0,1.3686461456411556,18.45998730159339
0,41,1.0,1.0,0.2851062255918487,14.39202231868736
0,42,1.0,-1.0,-0.3136207764388622,18.78843399984832
0,43,1.0,1.0,0.2898799295489685,16.54144488629782
0,44,1.0,1.0,1.005951278855776,16.343619626479235
0,45,1.0,-1.0,-0.2618282746763173,15.896442810596492
0,46,1.0,-1.0,-0.558065942114272,14.033260901494808
0,47,1.0,-1.0,-0.700620922042464,12.843770736916964
0,48,1.0,-1.0,-1.0290348237213234,14.462234758818289
0,49,1.0,1.0,0.6703546050906891,15.205630786740466
0,50,1.0,1.0,0.04397965983765738,16.609716178128696
0,51,1.0,1.0,0.2017858532426029,15.892787203506
0,52,1.0,-1.0,-0.4114543650862329,13.041340947163253
0,53,1.0,-1.0,-0.023528530524241725,17.017684187929685
0,54,1.0,-1.0,-0.019984598104982945,11.748324785157177
0,55,1.0,-1.0,-0.3807764805519025,16.192097902112287
0,56,1.0,-1.0,-0.42319448117860553,12.135394683037683
0,57,1.0,-1.0,-0.21986947121548406,17.399620690917175
0,58,1.0,1.0,0.8176663849328383,14.694621424165454
0,59,1.0,1.0,1.0153770154005617,17.729527311721384
0,60,1.0,1.0,0.3873006101819304,13.3401055256482
0,61,1.0,-1.0,-0.924354636922925,16.894894731919585
0,62,1.0,1.0,0.004501660793117548,15.480872934524758
0,63,1.0,1.0,0.1062105053158213,12.946528340623999
0,64,-1.0,1.0,1.4270310627976583,16.033830063693856
0,65,-1.0,-1.0,-0.009448654492749009,13.686286174849466
0,66,-1.0,1.0,0.6464425043769839,14.215094711092085
0,67,-1.0,1.0,0.5060026404063442,15.62090355977713
0,68,-1.0,1.0,0.14171684724130093,16.081737786356527
0,69,-1.0,1.0,0.17916495038176825,13.920064397214748
0,70,-1.0,1.0,0.16745684859653626,14.09014738297553
0,71,-1.0,1.0,0.8736399463683562,17.72413630509856
0,72,-1.0,1.0,1.385256650398391,18.548540926505055
0,73,-1.0,1.0,0.41597342246161556,15.071170616866858
0,74,-1.0,1.0,0.4772662861393295,15.237325969047026
0,75,-1.0,1.0,1.1647251583697213,15.28003599471883
0,76,-1.0,1.0,0.300816503637437,15.080094039260437
0,77,-1.0,1.0,1.019391711295358,16.31131926937815
0,78,-1.0,1.0,0.2316175346817228,13.264679526064532
0,79,-1.0,-1.0,-0.04873106660069426,15.997831579199834
0,80,-1.0,1.0,0.8548206569360282,16.219223684701113
0,81,-1.0,-1.0,-0.7291052425682123,13.070435571893507
0,82,-1.0,1.0,0.0848459019622319,12.529168970822926
0,83,-1.0,-1.0,-0.19454683514093296,13.75417243245366
0,84,-1.0,1.0,0.7831079876629837,14.865914293099946
0,85,-1.0,1.0,0.25582532537916125,14.568560686666382
0,86,-1.0,-1.0,-0.04524494172085436,18.431618984388937
0,87,-1.0,-1.0,-0.22793865968161459,11.934535316609441
0,88,-1.0,-1.0,-0.18087626640533533,14.916137657759156
0,89,-1.0,1.0,1.218649372292289,14.116063706000352
0,90,-1.0,1.0,0.6923457370167357,13.293016677271126
0,91,-1.0,1.0,0.7741361541062013,13.254499366822383
0,92,-1.0,1.0,0.9339968273337143,17.485830109522688
0,93,-1.0,1.0,0.28131439918874673,13.89963312539034
0,94,-1.0,1.0,0.47711655534202324,15.797954809436003
0,95,-1.0,1.0,0.16899176924468884,16.805578599563077
0,96,-1.0,1.0,1.3124232823055066,15.036591493877511
0,97,-1.0,1.0,0.9231496634762123,15.617662017831694
0,98,-1.0,-1.0,-0.5008282252626417,17.479224164702707
0,99,-1.0,1.0,0.5707551002031226,13.058637940148634
0,100,-1.0,1.0,0.6257400497949634,16.38786613921781
0,101,-1.0,1.0,0.40273686900007477,16.151661745732635
0,102,-1.0,1.0,0.6395472149641757,12.21208100879704
0,103,-1.0,1.0,0.7982182855122866,15.109407870576508
0,104,-1.0,-1.0,-0.3660758356240561,13.670521456739849
0,105,-1.0,1.0,1.246056362055532,17.6657374857178
0,106,-1.0,1.0,0.49166866643431445,11.969285425173746
0,107,-1.0,-1.0,-0.26906044112169986,14.05790434868973
0,108,-1.0,1.0,0.7624078640372283,11.641622398451224
0,109,-1.0,1.0,0.32912591599312024,17.163177269264388
0,110,-1.0,1.0,0.006959986267536633,11.70121823582188
0,111,-1.0,1.0,0.24731777284989362,14.802248999747828
0,112,-1.0,1.0,0.18423705748587224,14.782548179146202
0,113,-1.0,-1.0,-0.5779257620236953,11.908523023265468
0,114,-1.0,1.0,0.022205950290596396,12.261406488885168
0,115,-1.0,1.0,1.0354548282010492,17.47611539984432
