sep,energy,short_feat,long_feat,force_norm_mean
2.8621164816435924,0.3010472353254414,1.3917537955656392,6.048491288854473,1.0171078838204144
2.9243767602039834,0.44233550314199027,1.1535482607670104,5.758420958639064,1.2315094297046985
3.0368708885462365,0.36325703896749484,1.132475197371123,5.66910641182103,1.1333833741865753
3.4260626710757722,0.6546224188846886,0.7237996182060933,4.977856708173563,1.3892901507086253
3.442818128388856,0.25822117555607194,0.7021715509002866,4.987008390814513,0.6277643431086435
3.5933892801646063,1.1551650613571343,0.5134241877259893,4.695576491142578,2.3519108071910817
3.9279013579147857,0.7881122494619325,0.33417815111282906,4.282509177842893,1.6513846236253678
3.9329564046033747,0.31840291315415253,0.2457959390735231,4.244673257335474,0.8729673729674028
4.066379351171234,0.37996542192807387,0.203636462879061,4.116710284405634,0.9563931801158705
4.413376670082758,0.3945375914412822,0.06631553137385511,3.7611693615987773,0.892213321687872
4.439864782591284,0.6322230099518007,0.0,3.727825242132205,1.4659799199801482
4.475635599783371,1.8443943208912492,0.0,3.690141074873856,2.4241695755942847
4.82821155092571,0.7206730592254834,0.0,3.4534946703175766,1.5340069426696838
4.904863402313285,0.46974330398976333,0.0,3.37792961486565,0.9926376399508611
4.929385341227206,0.5534544595729943,0.0,3.37493619490246,1.2065737218439443
5.321974004249614,1.555065814783358,0.0,3.122522698231423,2.5792788238416495
5.391104183760515,1.510258744294313,0.0,3.050430337007366,1.8487349812639664
5.416669507757249,1.5614496856176263,0.0,3.0299539689433193,2.348324187920917
5.845768283176555,0.5479356945616202,0.0,2.799616265614837,0.918954335642166
5.876162526439469,0.31105297521203085,0.0,2.795135755959156,0.61507259292395
5.876272059670141,1.2140550994536703,0.0,2.7834670056576996,1.6975617260137725
6.235816750074971,0.9494395727526188,0.0,2.6085070925360276,1.5716497443071689
6.339580385778172,0.582993362456531,0.0,2.576144870119642,0.8480738739756354
6.433890959472979,0.6325732583622883,0.0,2.540340532133001,1.221392575545376
6.744526603734163,0.5159765068784019,0.0,2.4175594219003154,0.9436044432738839
6.753231576612745,0.8887433905528719,0.0,2.4243659572533502,1.6275042398552455
6.781757321372037,1.7212787510707745,0.0,2.399112945642406,2.60363489592207
7.171257626640043,0.9644447870224602,0.0,2.2657037708791297,1.7946356861906352
7.212283596098589,0.6606881436338498,0.0,2.2518596799335135,1.265042755701079
7.263437225192955,0.3904874508346345,0.0,2.232051137171726,0.7134337363605856
7.756270905092792,1.0894575886199562,0.0,2.094057798521405,1.670305545303116
7.761655660345367,0.7424023484627553,0.0,2.093063237053898,1.3444470138384084
7.816298751082992,0.4566142248647749,0.0,2.073670620504778,0.9028821585205409
8.024281615251438,0.6565090527842334,0.0,2.020361686176935,1.1631933393367404
8.127602122606424,0.48523349559029333,0.0,1.99580977777438,0.7273503591412449
8.167320851669208,0.535067835133936,0.0,1.989020001377917,0.9959985806223773
8.678613923997977,1.2361890313319936,0.0,1.8686159342605082,1.7304840487277537
8.680322066761521,0.5684537161860165,0.0,1.8651363905771992,1.0032264677877727
8.765744164099749,0.6409078629891286,0.0,1.8484830898163653,1.2486539348417158
9.122602876637472,1.2294425890245302,0.0,1.7715939083501375,1.9398999366717176
9.220017976692235,0.4524077552321719,0.0,1.7577284260739021,0.8491028263773825
9.225334113199576,0.6615266470270783,0.0,1.75029750168868,1.2826012609708461
9.535428488217274,0.5484043586635337,0.0,1.6942672269686483,0.9800586414482299
9.611146782816355,0.538513307416034,0.0,1.6821052793548326,0.8961630646243034
9.655407709946424,1.3288405266609915,0.0,1.6734550653086497,2.0212861721855986
10.008063285912645,0.6333467641723535,0.0,1.6176917726200155,0.9978951583737434
10.081276226157465,0.8002925681661405,0.0,1.6032679592304815,1.2967177909902814
10.170068445432975,0.9429704217616401,0.0,1.5871308560816557,1.7308964077948825
10.537007868857708,0.582433541310651,0.0,1.5305660879935594,0.8284388262944571
10.54625843274361,1.2030262915321819,0.0,1.5272882200190596,1.877008370493344
10.557041618217989,1.1564462341479549,0.0,1.5245489561522327,1.8818513924871014
11.005145638121862,0.5477055493838241,0.0,1.4641602095854975,0.7997962984352913
11.048572420019207,0.4735753733912856,0.0,1.4600738985555204,0.7580940684885422
11.100576052545502,1.2499540951957424,0.0,1.450532846168631,2.092341066221015
11.48050298888415,0.5244865574377907,0.0,1.4045785621770788,0.9805795663826731
11.498121678965306,0.4776275171136141,0.0,1.4015448119206013,0.835273825131957
11.56259338384587,0.527627686061772,0.0,1.3945980487376486,0.9441881885139176
11.92193148455032,0.7931004821514827,0.0,1.34957288582333,1.4012450662911446
12.051441283774258,0.558996718992535,0.0,1.334712277405645,0.8808191713384785
12.095042199421648,0.5259591179636693,0.0,1.3327567297368834,0.9138334449243084
