frame,coulomb_energy,lj_repulsion,total_surrogate_energy
0,-12.854723080550716,0.012814910173916703,-12.841908170376799
1,-10.350207386844705,0.01212144613757873,-10.338085940707126
2,-20.913830532705575,0.013346603177333598,-20.900483929528242
3,-5.239796584033492,0.013431299222096954,-5.226365284811395
4,-11.28578666520078,0.018535414612552984,-11.267251250588227
5,-12.861865390351571,0.013399467045139493,-12.848465923306431
6,-5.127119951105017,0.014327504598686099,-5.112792446506331
7,-0.9766362441758102,0.018995552565038293,-0.9576406916107719
8,-17.77296969366348,0.019783624198791164,-17.75318606946469
9,1.7410941758674876,0.022968738974614284,1.7640629148421019
10,-3.6470690438303133,0.01723915793075995,-3.6298298858995532
11,-9.590568863824661,0.012202956807511834,-9.57836590701715
12,-4.84430305631114,0.013995487906421335,-4.830307568404718
13,-5.395683711196959,0.011699341797056778,-5.3839843693999025
14,-4.453172164355991,0.0144223723517128,-4.438749792004279
15,-13.371563911728273,0.011252168608540947,-13.360311743119732
16,-13.741824098886632,0.013963529097007838,-13.727860569789623
17,-13.654136519304187,0.01525429179371611,-13.63888222751047
18,-10.249129633814073,0.019501657926403595,-10.22962797588767
19,-11.155260547708771,0.01574676193925883,-11.139513785769513
20,-1.8681159831282763,0.015635157466755794,-1.8524808256615206
21,2.9937058111827355,0.01586100060791507,3.0095668117906507
22,-9.894751873747477,0.016673536153751056,-9.878078337593726
23,-6.904938842000016,0.021790640817670574,-6.883148201182346
24,-3.3869090553095735,0.01864297306227588,-3.3682660822472976
25,-6.556805979164435,0.01479550255458316,-6.5420104766098515
26,-5.4702296672346975,0.015583323085184505,-5.454646344149513
27,-6.9901913487499465,0.014928947576002835,-6.975262401173944
28,-12.068985474763142,0.01231681000736736,-12.056668664755774
29,-2.1993079220519376,0.01894920798405799,-2.1803587140678795
30,-9.431871400450573,0.01135198951574385,-9.42051941093483
31,-16.584024874918796,0.017958797446403354,-16.566066077472392
32,-10.916736898372081,0.014602083576351985,-10.90213481479573
33,-6.62793228878216,0.015847252336301812,-6.612085036445858
34,-1.4233057535801417,0.014062291712698221,-1.4092434618674434
35,1.1902222368106836,0.012619409597729399,1.202841646408413
36,-7.84860537058966,0.01944950751089171,-7.8291558630787685
37,-3.790582544588147,0.01736562323339553,-3.7732169213547517
38,-1.2413492385584803,0.017513020045569143,-1.2238362185129112
39,-12.36083425073168,0.012706984495544402,-12.348127266236135
40,-18.831334241577427,0.013925890313768473,-18.81740835126366
41,-6.268068055461457,0.01863570064730319,-6.249432354814154
42,-4.692855245770098,0.017288795695615592,-4.6755664500744825
43,-4.733231845442784,0.013802759899580894,-4.7194290855432035
44,-13.491575861080646,0.017364836842763635,-13.474211024237883
45,-4.155636365684934,0.016139382794131567,-4.139496982890803
46,-8.072858511725228,0.014896005207553041,-8.057962506517674
47,-10.444889646575136,0.014939351435128064,-10.429950295140008
48,-6.600582136373775,0.017895327892752968,-6.5826868084810215
49,-8.50283397847652,0.017366805955032476,-8.485467172521489
50,-10.048003143025833,0.010793458236580287,-10.037209684789252
51,4.34638514681002,0.01407721597776664,4.3604623627877865
52,-2.4861600513901223,0.020952549070556915,-2.4652075023195654
53,-14.51225228552987,0.017586105142749497,-14.49466618038712
54,-7.8922141545971884,0.017980729311814547,-7.874233425285374
55,-4.452719866542221,0.015515212814076357,-4.437204653728145
56,-3.703084267387342,0.013604454308622758,-3.6894798130787194
57,-11.359242810255665,0.01107084518625229,-11.348171965069414
58,-13.080709337527354,0.015490933910552378,-13.065218403616802
59,-4.290645704986884,0.014978039905814372,-4.275667665081069
60,-7.246080338069982,0.010202260526761032,-7.235878077543221
