strategy,k,spearman_pc1,spearman_regression,cv_r2_mean,cv_r2_std,pca_variance_explained,features
dynamic_score,5,0.7641418606989286,0.8571260592888221,0.712475306382997,0.03554047257600687,1.0,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc"
dynamic_score,10,0.7772828905205138,0.8708100651571242,0.7151045604002982,0.03745954452488773,0.99999994,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell"
dynamic_score,15,0.7954839712913708,0.8729881417895963,0.7056142985543711,0.046343778125233,0.96389025,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc"
dynamic_score,20,0.7369943936641448,0.8778596646875606,0.715848393130025,0.04569701271330149,0.92187774,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell"
dynamic_score,30,0.7004595709760127,0.8893256934816544,0.7392554206662056,0.032260046852090406,0.8456018,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell,Int_Med_cycD1_nuc,Int_Med_pp53_nuc,Int_Med_cycE_nuc,Int_Med_pCHK1_nuc,Int_Med_PCNA_ring,Int_Med_PCNA_cyto,Int_Med_BP1_nuc,Int_Med_p16_nuc,Int_Med_PCNA_cell,Int_Med_GSK3b_nuc"
dynamic_score,40,0.6811510238484011,0.8816371925222162,0.7252715512235215,0.02894768758116184,0.7901918,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell,Int_Med_cycD1_nuc,Int_Med_pp53_nuc,Int_Med_cycE_nuc,Int_Med_pCHK1_nuc,Int_Med_PCNA_ring,Int_Med_PCNA_cyto,Int_Med_BP1_nuc,Int_Med_p16_nuc,Int_Med_PCNA_cell,Int_Med_GSK3b_nuc,Int_MeanEdge_cycB1_cell,Int_Med_p53_nuc,Int_Med_CDK6_nuc,Int_Med_pp27_nuc,Int_Med_cFos_nuc,Int_Med_pAKT_cyto,Int_Med_pAKT_ring,Int_Med_pAKT_cell,Int_Med_pRB_nuc,Int_MeanEdge_pAKT_cell"
dynamic_score,50,0.5421532995226537,0.8884523402914706,0.7423179448201171,0.020859120821168958,0.7529137,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell,Int_Med_cycD1_nuc,Int_Med_pp53_nuc,Int_Med_cycE_nuc,Int_Med_pCHK1_nuc,Int_Med_PCNA_ring,Int_Med_PCNA_cyto,Int_Med_BP1_nuc,Int_Med_p16_nuc,Int_Med_PCNA_cell,Int_Med_GSK3b_nuc,Int_MeanEdge_cycB1_cell,Int_Med_p53_nuc,Int_Med_CDK6_nuc,Int_Med_pp27_nuc,Int_Med_cFos_nuc,Int_Med_pAKT_cyto,Int_Med_pAKT_ring,Int_Med_pAKT_cell,Int_Med_pRB_nuc,Int_MeanEdge_pAKT_cell,Int_Med_CDK4_nuc,Int_Med_pSTAT3_nuc,Int_Med_cMyc_nuc,Int_Med_bCat_nuc,Int_Med_p38_nuc,Int_Med_Fra1_ring,Int_Med_Fra1_cyto,Int_Med_Fra1_cell,Int_Med_Cdh1_cyto,Int_Med_Cdh1_ring"
dynamic_score,75,0.28438027256140225,0.8918843754944072,0.7468552029581677,0.02815383570988358,0.7101716,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell,Int_Med_cycD1_nuc,Int_Med_pp53_nuc,Int_Med_cycE_nuc,Int_Med_pCHK1_nuc,Int_Med_PCNA_ring,Int_Med_PCNA_cyto,Int_Med_BP1_nuc,Int_Med_p16_nuc,Int_Med_PCNA_cell,Int_Med_GSK3b_nuc,Int_MeanEdge_cycB1_cell,Int_Med_p53_nuc,Int_Med_CDK6_nuc,Int_Med_pp27_nuc,Int_Med_cFos_nuc,Int_Med_pAKT_cyto,Int_Med_pAKT_ring,Int_Med_pAKT_cell,Int_Med_pRB_nuc,Int_MeanEdge_pAKT_cell,Int_Med_CDK4_nuc,Int_Med_pSTAT3_nuc,Int_Med_cMyc_nuc,Int_Med_bCat_nuc,Int_Med_p38_nuc,Int_Med_Fra1_ring,Int_Med_Fra1_cyto,Int_Med_Fra1_cell,Int_Med_Cdh1_cyto,Int_Med_Cdh1_ring,Int_MeanEdge_PCNA_cell,Int_Med_pRB_cyto,Int_Med_pRB_ring,Int_MeanEdge_pERK_cell,Int_Med_Cdh1_cell,Int_Med_pp38_nuc,Int_Med_pGSK3b_nuc,Int_Med_p27_cell,Int_Med_pAKT_nuc,Int_Med_Skp2_cyto,Int_Med_Skp2_ring,Int_Med_AKT_nuc,Int_Med_pp65_nuc,Int_Med_pRB_cell,Int_Med_Skp2_cell,Int_Med_pS6_cell,Int_MeanEdge_pGSK3b_cell,Int_Med_cJun_cell,Int_MeanEdge_AKT_cell,Int_Med_cycD1_cell,Int_Med_RB_cell,Int_MeanEdge_Fra1_cell,Int_MeanEdge_p38_cell,Int_Med_p27_cyto,Int_Med_p27_ring"
dynamic_score,100,0.14872945106629532,0.8720381246590372,0.6969348148352533,0.026364558714405233,0.67228216,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell,Int_Med_cycD1_nuc,Int_Med_pp53_nuc,Int_Med_cycE_nuc,Int_Med_pCHK1_nuc,Int_Med_PCNA_ring,Int_Med_PCNA_cyto,Int_Med_BP1_nuc,Int_Med_p16_nuc,Int_Med_PCNA_cell,Int_Med_GSK3b_nuc,Int_MeanEdge_cycB1_cell,Int_Med_p53_nuc,Int_Med_CDK6_nuc,Int_Med_pp27_nuc,Int_Med_cFos_nuc,Int_Med_pAKT_cyto,Int_Med_pAKT_ring,Int_Med_pAKT_cell,Int_Med_pRB_nuc,Int_MeanEdge_pAKT_cell,Int_Med_CDK4_nuc,Int_Med_pSTAT3_nuc,Int_Med_cMyc_nuc,Int_Med_bCat_nuc,Int_Med_p38_nuc,Int_Med_Fra1_ring,Int_Med_Fra1_cyto,Int_Med_Fra1_cell,Int_Med_Cdh1_cyto,Int_Med_Cdh1_ring,Int_MeanEdge_PCNA_cell,Int_Med_pRB_cyto,Int_Med_pRB_ring,Int_MeanEdge_pERK_cell,Int_Med_Cdh1_cell,Int_Med_pp38_nuc,Int_Med_pGSK3b_nuc,Int_Med_p27_cell,Int_Med_pAKT_nuc,Int_Med_Skp2_cyto,Int_Med_Skp2_ring,Int_Med_AKT_nuc,Int_Med_pp65_nuc,Int_Med_pRB_cell,Int_Med_Skp2_cell,Int_Med_pS6_cell,Int_MeanEdge_pGSK3b_cell,Int_Med_cJun_cell,Int_MeanEdge_AKT_cell,Int_Med_cycD1_cell,Int_Med_RB_cell,Int_MeanEdge_Fra1_cell,Int_MeanEdge_p38_cell,Int_Med_p27_cyto,Int_Med_p27_ring,Int_Med_cJun_nuc,Int_Med_pS6_nuc,Int_Med_BP1_cyto,Int_Med_BP1_ring,Int_Med_cJun_ring,Int_Med_cJun_cyto,Int_MeanEdge_cJun_cell,Int_Med_cycD1_cyto,Int_Med_cycD1_ring,Int_Med_YAP_nuc,Int_Med_CDK4_cyto,Int_Med_CDK4_ring,Int_Med_RB_ring,Int_Med_RB_cyto,Int_MeanEdge_pRB_cell,Int_Med_p16_cyto,Int_Med_p16_ring,Int_Med_cMyc_cyto,Int_Med_cMyc_ring,Int_Med_pS6_ring,Int_Med_pS6_cyto,Int_Med_pp65_cell,Int_Med_cMyc_cell,Int_Med_pH2AX_cell,Int_Med_CDK2_cyto"
dynamic_score,150,0.039220012546824064,0.8358259937517526,0.6228267268880309,0.028540886340096456,0.6327044,"Int_Intg_DNA_nuc,Int_Med_cycA_nuc,AreaShape_Area_nuc,Int_Med_Skp2_nuc,Int_Med_pH2AX_nuc,Int_Med_cycB1_ring,Int_Med_cycB1_cyto,Int_Med_CDK2_nuc,Int_Std_PCNA_nuc,Int_Med_cycB1_cell,Int_Med_E2F1_nuc,Int_Med_Cdt1_nuc,Int_Med_Cdh1_nuc,Int_Med_pp21_nuc,Int_Med_p27_nuc,Int_Med_cycB1_nuc,Int_Med_cycA_cyto,Int_Med_cycA_ring,Int_Med_p21_nuc,Int_Med_cycA_cell,Int_Med_cycD1_nuc,Int_Med_pp53_nuc,Int_Med_cycE_nuc,Int_Med_pCHK1_nuc,Int_Med_PCNA_ring,Int_Med_PCNA_cyto,Int_Med_BP1_nuc,Int_Med_p16_nuc,Int_Med_PCNA_cell,Int_Med_GSK3b_nuc,Int_MeanEdge_cycB1_cell,Int_Med_p53_nuc,Int_Med_CDK6_nuc,Int_Med_pp27_nuc,Int_Med_cFos_nuc,Int_Med_pAKT_cyto,Int_Med_pAKT_ring,Int_Med_pAKT_cell,Int_Med_pRB_nuc,Int_MeanEdge_pAKT_cell,Int_Med_CDK4_nuc,Int_Med_pSTAT3_nuc,Int_Med_cMyc_nuc,Int_Med_bCat_nuc,Int_Med_p38_nuc,Int_Med_Fra1_ring,Int_Med_Fra1_cyto,Int_Med_Fra1_cell,Int_Med_Cdh1_cyto,Int_Med_Cdh1_ring,Int_MeanEdge_PCNA_cell,Int_Med_pRB_cyto,Int_Med_pRB_ring,Int_MeanEdge_pERK_cell,Int_Med_Cdh1_cell,Int_Med_pp38_nuc,Int_Med_pGSK3b_nuc,Int_Med_p27_cell,Int_Med_pAKT_nuc,Int_Med_Skp2_cyto,Int_Med_Skp2_ring,Int_Med_AKT_nuc,Int_Med_pp65_nuc,Int_Med_pRB_cell,Int_Med_Skp2_cell,Int_Med_pS6_cell,Int_MeanEdge_pGSK3b_cell,Int_Med_cJun_cell,Int_MeanEdge_AKT_cell,Int_Med_cycD1_cell,Int_Med_RB_cell,Int_MeanEdge_Fra1_cell,Int_MeanEdge_p38_cell,Int_Med_p27_cyto,Int_Med_p27_ring,Int_Med_cJun_nuc,Int_Med_pS6_nuc,Int_Med_BP1_cyto,Int_Med_BP1_ring,Int_Med_cJun_ring,Int_Med_cJun_cyto,Int_MeanEdge_cJun_cell,Int_Med_cycD1_cyto,Int_Med_cycD1_ring,Int_Med_YAP_nuc,Int_Med_CDK4_cyto,Int_Med_CDK4_ring,Int_Med_RB_ring,Int_Med_RB_cyto,Int_MeanEdge_pRB_cell,Int_Med_p16_cyto,Int_Med_p16_ring,Int_Med_cMyc_cyto,Int_Med_cMyc_ring,Int_Med_pS6_ring,Int_Med_pS6_cyto,Int_Med_pp65_cell,Int_Med_cMyc_cell,Int_Med_pH2AX_cell,Int_Med_CDK2_cyto,Int_Med_CDK2_ring,Int_Med_pSTAT3_ring,Int_Med_pSTAT3_cyto,Int_Med_pCHK1_cell,Int_Med_cFos_ring,Int_Med_cFos_cyto,Int_MeanEdge_DNA_cell,Int_Med_DNA_cell,Int_MeanEdge_Cdh1_cell,Int_Med_p53_cyto,Int_Med_p53_ring,Int_MeanEdge_p27_cell,Int_Med_CDK4_cell,Int_Med_Bcl2_nuc,Int_Med_CDK2_cell,Int_Med_p21_cyto,Int_Med_p21_ring,Int_Med_cFos_cell,Int_MeanEdge_CDK2_cell,Int_Med_Cdt1_cell,Int_Med_p16_cell,Int_Med_pCHK1_ring,Int_Med_pCHK1_cyto,Int_Med_bCat_cyto,Int_Med_bCat_ring,Int_MeanEdge_pH2AX_cell,Int_Med_ERK_nuc,Int_Med_S6_cell,Int_Med_pERK_cyto,Int_Med_pERK_ring,Int_MeanEdge_pp38_cell,Int_Med_E2F1_cyto,Int_Med_E2F1_ring,Int_Med_BP1_cell,Int_Med_DNA_cyto,Int_Med_DNA_ring,Int_MeanEdge_RB_cell,Int_Med_E2F1_cell,Int_MeanEdge_pCHK1_cell,Int_MeanEdge_bCat_cell,Int_Med_p53_cell,Int_Med_STAT3_nuc,Int_Med_p21_cell,Int_MeanEdge_GSK3b_cell,Int_Med_pp65_cyto,Int_Med_pp65_ring,Int_Med_pp38_cell,Int_Med_Bcl2_ring,Int_Med_Bcl2_cyto,Int_Med_CDK6_cyto"
