total_wind_mw,total_gas_mw,total_nuclear_mw,total_demand_mw,total_load_shed_mw,wind_available_mw,wind_curtailment_mw
10568.784956999998,8047.35656,2400.0,113235.03081712821,92218.88930000001,57500.0,46931.215043000004
10116.085283999999,8047.35656,2400.0,101604.81038085517,81041.36850000001,57500.0,47383.914716
9534.081048999999,8047.35656,2400.0,86308.16927158141,66326.7321,57500.0,47965.918951
9120.914004999999,8047.35656,2400.0,80522.35697790461,60954.08647999999,57500.0,48379.085995
9692.334282,8047.35656,2400.0,90165.30637495837,70025.6153,57500.0,47807.665718000004
10885.816359,8047.35656,2400.0,109380.90701161747,88047.73370000001,57500.0,46614.183640999996
10679.112597999998,8047.35656,2400.0,124989.68566055656,103863.21669999998,57500.0,46820.887402
11040.142023,8047.35656,2400.0,126516.00307208969,105028.5043,57500.0,46459.857977
10313.770000999997,8047.35656,2400.0,114156.67664708235,93395.55000000002,57500.0,47186.229999
9810.608734,8047.35656,2400.0,98623.42379830468,78365.45830000001,57500.0,47689.391266
9509.188081,8047.35656,2400.0,92979.1398988091,73022.59520000001,57500.0,47990.811919
10265.377564999997,8047.35656,2400.0,102684.2598795031,81971.52630000001,57500.0,47234.622435000005
10453.740994000002,8047.35656,2400.0,121432.36935956641,100531.2719,57500.0,47046.259006
11608.925889999999,8047.35656,2400.0,135946.04648064196,113889.76410000003,57500.0,45891.07411
11494.862530000002,8047.35656,2400.0,136081.209903101,114138.99069999997,57500.0,46005.13747
11060.282930999998,8047.35656,2400.0,122546.12188226433,101038.48219999998,57500.0,46439.717069000006
10297.369797000005,8047.35656,2400.0,106357.49615029007,85612.7703,57500.0,47202.63020299999
10116.434517,8047.35656,2400.0,100447.87932489335,79884.08850000001,57500.0,47383.565483
10465.934970000002,8047.35656,2400.0,109814.82762275719,88901.5354,57500.0,47034.06503
11305.355631,8047.35656,2400.0,127712.73677207026,105960.02460000002,57500.0,46194.644369
11886.215130000002,8047.35656,2400.0,140787.0447698484,118453.4731,57500.0,45613.784869999996
11330.795597,8047.35656,2400.0,139241.418137539,117463.26589999998,57500.0,46169.204402999996
11086.38481,8047.35656,2400.0,124296.19964579133,102762.45799999998,57500.0,46413.61519
10359.226174000003,8047.35656,2400.0,107258.94126429211,86452.3593,57500.0,47140.773826
9542.487915999998,8047.35656,2400.0,100914.75972337114,80924.91489999999,57500.0,47957.512084
10188.608667000002,8047.35656,2400.0,109792.26415792527,89156.2986,57500.0,47311.391333
11185.537965,8047.35656,2400.0,126716.98915249383,105084.09460000001,57500.0,46314.462035000004
11239.591958000005,8047.35656,2400.0,138276.68711117023,116589.73890000001,57500.0,46260.408041999995
11477.195157000002,8047.35656,2400.0,135036.95912951572,113112.4074,57500.0,46022.804843
10380.047356,8047.35656,2400.0,118728.58895188865,97901.18509999999,57500.0,47119.952644000005
10079.709569999999,8047.35656,2400.0,100933.81604945927,80406.74970000001,57500.0,47420.29043
9723.056459,8047.35656,2400.0,94271.85215084272,74101.4394,57500.0,47776.943541
9870.491128000001,8047.35656,2400.0,102795.33945361416,82477.4921,57500.0,47629.508872
10651.147403000003,8047.35656,2400.0,118910.26848501833,97811.76490000001,57500.0,46848.852597
10859.235440000006,8047.35656,2400.0,129164.62931452514,107858.03740000002,57500.0,46640.764559999996
10676.724145,8047.35656,2400.0,124498.03395960807,103373.95349999999,57500.0,46823.275855
10432.004983,8047.35656,2400.0,107147.77093531284,86268.40920000001,57500.0,47067.995017
9568.103737000001,8047.35656,2400.0,88952.68630676813,68937.2258,57500.0,47931.896263
8960.744554,8047.35656,2400.0,82346.34665525361,62938.2452,57500.0,48539.255445999996
9405.941719999997,8047.35656,2400.0,90897.631231448,71044.33279999999,57500.0,48094.058280000005
10310.059145999998,8047.35656,2400.0,106601.50580198779,85844.0908,57500.0,47189.940854
10100.719433999997,8047.35656,2400.0,115982.85213231116,95434.77690000001,57500.0,47399.280566
10433.616635999999,8047.35656,2400.0,110365.58823440973,89484.6148,57500.0,47066.383364
9730.936810999998,8047.35656,2400.0,92487.68307308482,72309.3903,57500.0,47769.063189
8696.603876000001,8047.35656,2400.0,74425.06130097854,55281.100900000005,57500.0,48803.396124
8985.163548,8047.35656,2400.0,68405.17651583963,48972.6564,57500.0,48514.836452
9303.821167,8047.35656,2400.0,77505.14232967069,57753.9644,57500.0,48196.178833
9405.177930000002,8047.35656,2400.0,93317.21351106753,73464.6785,57500.0,48094.822069999995
10043.385441999999,8047.35656,2400.0,102359.1715221246,81868.42989999999,57500.0,47456.614558
10042.36169,8047.35656,2400.0,96348.42516060165,75858.7078,57500.0,47457.63831
9156.928479999997,8047.35656,2400.0,78516.64012689084,58912.355057999994,57500.0,48343.071520000005
8568.2786059,8047.35656,2400.0,61156.62351454551,42140.988320000004,57500.0,48931.7213941
8124.346374000001,8047.35656,2400.0,56269.327285917825,37697.624299999996,57500.0,49375.653626
8675.230505000001,8047.35656,2400.0,66432.70145556775,47310.114349999996,57500.0,48824.769495
9519.785823999997,8047.35656,2400.0,82845.20399878778,62878.0618,57500.0,47980.214176
10124.748520000001,8047.35656,2400.0,92033.6861581989,71461.5809,57500.0,47375.25148
9677.912247,8047.35656,2400.0,86117.94812314054,65992.67900000002,57500.0,47822.087753
8905.134862999997,8047.35656,2400.0,68816.06177926637,49463.57032,57500.0,48594.865137
8432.057963,8047.35656,2400.0,52617.72243935958,33738.30789,57500.0,49067.942037
7867.804286999999,8047.35656,2400.0,49277.935345286154,30962.7744,57500.0,49632.195713
8497.562388000002,8047.35656,2400.0,60869.52900018201,41924.609899999996,57500.0,49002.437611999994
9095.98674,8047.35656,2400.0,78207.47610465092,58664.132699999995,57500.0,48404.01326
9995.964457,8047.35656,2400.0,87844.79651734792,67401.4754,57500.0,47504.035543
9544.092432,8047.35656,2400.0,82313.05079525964,62321.6019,57500.0,47955.907568
8641.388593299998,8047.35656,2400.0,65809.8663629549,46721.12116,57500.0,48858.6114067
7803.887124999998,8047.35656,2400.0,51002.76627633094,32751.5223,57500.0,49696.112875
7952.807378000002,8047.35656,2400.0,49383.00170011338,30982.837750000006,57500.0,49547.192621999995
8661.990959000002,8047.35656,2400.0,62514.39617427728,43405.048703,57500.0,48838.009041
9448.966472999999,8047.35656,2400.0,80840.71314971327,60944.390374999995,57500.0,48051.033527
9825.496349000003,8047.35656,2400.0,90959.67878398545,70686.8261,57500.0,47674.503651
9217.974222999997,8047.35656,2400.0,85824.92187058723,66159.59090000001,57500.0,48282.025777
8869.792309,8047.35656,2400.0,70107.65485829388,50790.505900000004,57500.0,48630.207691
8059.373093999999,8047.35656,2400.0,56635.50363631498,38128.7739,57500.0,49440.626906000005
8175.078413000002,8047.35656,2400.0,56620.13790111875,37997.7028,57500.0,49324.921587
8774.462102,8047.35656,2400.0,71114.83016513872,51893.0114,57500.0,48725.537898
9764.506769999998,8047.35656,2400.0,90206.55415287826,69994.69089999999,57500.0,47735.49323
9827.495621000002,8047.35656,2400.0,100557.82680782868,80282.9747,57500.0,47672.504379
