year,annual_mwe,annual_mwe_error,cumulative_mwe,cumulative_mwe_error,annual_gt,annual_gt_error,cumulative_gt,cumulative_gt_error
2000,0.157814011419829,0.228933800352463,0.157814011419829,0.228933800352463,0.3705258618555614,0.5346473022213154,0.3705258618555614,0.5346473022213154
2001,-0.1323255009428327,0.2215202773884822,0.025488510476996296,0.31856226744247584,-0.3070070498935514,0.5172510572472317,0.06351881196201004,0.7439061728443377
2002,-0.5609988445881208,0.2232863959982013,-0.5355103341111245,0.3890227922319682,-1.2859863528499784,0.5250969807283328,-1.2224675408879684,0.9105620424583493
2003,-0.6984476100558282,0.2069046767967312,-1.2339579441669528,0.4406226028658957,-1.5816633780124076,0.4893433831894396,-2.804130918900376,1.0337215194805647
2004,-1.100652129401808,0.2062049127766357,-2.3346100735687605,0.48648611923623963,-2.4619022051780592,0.4967700282785205,-5.266033124078435,1.1468917302139072
2005,-1.253741176010918,0.2034866435691645,-3.5883512495796785,0.5273287004521763,-2.769504894430206,0.4947088906345829,-8.03553801850864,1.249038641238112
2006,-0.2967300351707955,0.1939664213532102,-3.885081284750474,0.5618705642166638,-0.6472329547886849,0.453868358783612,-8.682770973297325,1.3289446995307514
2007,0.1366941458094977,0.1941449555565516,-3.748387138940976,0.5944668154751849,0.2943631715954311,0.4533688289494152,-8.388407801701893,1.4041500309702817
2008,0.5053501509354559,0.1934380523884974,-3.24303698800552,0.6251472425061655,1.0742074293211157,0.4546635712035953,-7.314200372380777,1.4759255646723686
2009,-0.8775169467553976,0.1972377637248387,-4.120553934760918,0.6555240729769104,-1.8409386137271275,0.4694606379390745,-9.155138986107906,1.5487897091043743
2010,-0.8893319440077325,0.1904846125109849,-5.00988587876865,0.6826391417547766,-1.8410246444614369,0.4540162630694458,-10.996163630569342,1.6139641663181858
2011,-0.0607926225979373,0.1913006929043157,-5.070678501366587,0.708937340645398,-0.1241596044782535,0.4465345728623108,-11.120323235047595,1.674596505108166
2012,-0.0091342126241642,0.1904405696905319,-5.079812713990751,0.7340706802109886,-0.0184015312558621,0.4444848617975117,-11.138724766303456,1.7325819597605292
2013,-0.2776425996516236,0.2100946439094557,-5.357455313642375,0.7635440543576151,-0.5516197398382917,0.4911311260759708,-11.690344506141749,1.8008470313406097
2014,-0.1224056099734584,0.2094463020263459,-5.479860923615833,0.7917495035536024,-0.239795478092252,0.4889898652342481,-11.930139984234,1.8660549612993973
2015,-0.8749561029038354,0.2113710409333535,-6.354817026519669,0.8194784886271421,-1.6897583338338864,0.500517508508474,-13.619898318067886,1.9320142067059511
2016,-1.244788981141562,0.2103411186413965,-7.599606007661231,0.8460427764090532,-2.36942463411635,0.5050237682774874,-15.989322952184235,1.9969296185491412
2017,-0.3442725556313132,0.2377478680751023,-7.943878563292545,0.8788130792655486,-0.6457522446867621,0.5558366147801133,-16.635075196870996,2.072843998898382
2018,-0.0545540586709532,0.2748277306916271,-7.998432621963498,0.9207837476005455,-0.1008118792306184,0.6414614071574477,-16.735887076101616,2.169828329762852
2019,-0.4949905350137911,0.2869691962872982,-8.49342315697729,0.964465670443009,-0.900957994194518,0.6712927059312396,-17.636845070296133,2.271296739239048
2020,-0.3139377096055741,0.4063957799277559,-8.807360866582863,1.0465904449239787,-0.562694930155122,0.948935574874308,-18.199540000451254,2.4615579625391653
2021,0.053793935714863,0.5719724779712119,-8.753566930868,1.1926877524996642,0.0949249570660994,1.3349790454063797,-18.104615043385156,2.800256533715098
2022,0.0032866291704928,0.6059393450220042,-8.750280301697508,1.3377841996407327,0.0057083128047794,1.4142485234769082,-18.098906730580378,3.1371221749831024
2023,-1.3469997704373884,0.8522782557620759,-10.097280072134897,1.5862045233995654,-2.3020962323277,1.9925253299197072,-20.401002962908077,3.716408579683126
