year,annual_mwe,annual_mwe_error,cumulative_mwe,cumulative_mwe_error,annual_gt,annual_gt_error,cumulative_gt,cumulative_gt_error
2000,0.0604912563604096,0.2767044591854465,0.0604912563604096,0.2767044591854465,2.9975381821101768,13.602258608119822,2.9975381821101768,13.602258608119822
2001,-0.2904725049798621,0.2600156281964412,-0.22998124861945252,0.37970183649740274,-14.36815509049936,12.801266303535042,-11.370616908389184,18.67870065652832
2002,-0.2173408511454381,0.2601377052145498,-0.4473220997648906,0.4602663471445554,-10.731484657993787,12.798345532189735,-22.10210156638297,22.642692123012065
2003,0.2467263525522605,0.2611296101843573,-0.20059574721263013,0.5291821837787312,12.160601523846324,12.850242776470784,-9.941500042536646,26.034981198221598
2004,0.1667925067944912,0.254756026597588,-0.033803240418138925,0.5873111753718107,8.206079680365974,12.529275712212222,-1.7354203621706716,28.892957547893626
2005,0.0658221024443991,0.2615861694868336,0.03201886202626017,0.6429321432184055,3.2325794931738434,12.859307764986244,1.4971591310031718,31.625382085581492
2006,-0.5154924907058607,0.2586934650789088,-0.48347362867960053,0.6930252878921122,-25.270664773678984,12.778722011017765,-23.77350564267581,34.109537204334636
2007,-0.436199160630047,0.2547497309987812,-0.9196727893096475,0.7383640532297711,-21.34492309243656,12.567643553393616,-45.118428735112374,36.351151189185806
2008,-0.6446144682395528,0.2519772786017513,-1.5642872575492004,0.7801756366571829,-31.48646052430057,12.485617654744583,-76.60488925941294,38.43561943041265
2009,0.4731714401963555,0.2630744478198715,-1.0911158173528448,0.8233360122873109,23.07038904132115,12.982794977448638,-53.53450021809179,40.56907450788076
2010,-0.2210157219425151,0.2633208769516786,-1.3121315392953599,0.8644189223795209,-10.75649385006233,12.954730567358318,-64.29099406815412,42.587261598966755
2011,0.0962928797044756,0.2610215269130811,-1.2158386595908843,0.9029686101298363,4.677905826930605,12.832668637676116,-59.613088241223515,44.47867168501353
2012,-0.2567162467555985,0.2516646552314548,-1.472554906346483,0.9373832778392067,-12.448555179098824,12.38624788468882,-72.06164342032234,46.171109706440696
2013,-0.1974750461775573,0.256163241022585,-1.67002995252404,0.9717546066902747,-9.558388235951202,12.600793882425195,-81.62003165627354,47.85970515988943
2014,-0.0611838976842785,0.2528922722986518,-1.7312138502083185,1.00412226198414,-2.956071807406667,12.431821317438994,-84.57610346368021,49.44796820153764
2015,-0.4101391892970858,0.2588752950892952,-2.1413530395054043,1.0369560913653555,-19.779397061203014,12.763411416052037,-104.35550052488323,51.068642337893465
2016,-0.036850287899768,0.264093992338661,-2.178203327405172,1.0700577424649047,-1.7738837045089502,12.98186721589857,-106.12938422939217,52.69283733722172
2017,-0.2441241698816651,0.2586408015457544,-2.422327497286837,1.1008717620292194,-11.729947005651477,12.7270330392278,-117.85933123504365,54.20804807986082
2018,-0.523289974599141,0.2735056689341798,-2.9456174718859782,1.1343385682292795,-25.09731281921282,13.502632894589192,-142.9566440542565,55.86442134055042
2019,-0.4360062227817344,0.2622128741092664,-3.3816236946677125,1.1642506511576851,-20.872552300354226,12.931279821236304,-163.8291963546107,57.341534419037465
2020,0.0956133333223047,0.2618959640611981,-3.286010361345408,1.193343653233484,4.568755389673656,12.875546575333429,-159.26044096493703,58.76930550162422
2021,-0.2439058358380714,0.3558164017008777,-3.5299161971834794,1.2452607704541239,-11.633133913436737,17.499856769876416,-170.89357487837378,61.31946066388246
2022,-0.8531072547271961,0.3833550749370691,-4.383023451910676,1.302933421135556,-40.61362594960092,18.95295451369369,-211.5072008279747,64.18170098172507
2023,-0.8443091442107833,0.3805524099644328,-5.2273325961214585,1.3573708544984093,-40.1200731250466,18.813340791317803,-251.6272739530213,66.88222882528537
