year,annual_mwe,annual_mwe_error,cumulative_mwe,cumulative_mwe_error,annual_gt,annual_gt_error,cumulative_gt,cumulative_gt_error
2000,-1.1929640161209925,0.4056858681162848,-1.1929640161209925,0.4056858681162848,-1.5256898932375544,0.5341164210035886,-1.5256898932375544,0.5341164210035886
2001,-0.5914872908517828,0.2282378760579874,-1.7844513069727752,0.46548206373256196,-0.7523721686565512,0.2997816663979696,-2.2780620618941056,0.6124944070716288
2002,0.2953552578227448,0.2381195007360484,-1.4890960491500305,0.5228522241393927,0.3736522375370595,0.310850456310781,-1.9044098243570462,0.686860542528574
2003,0.311010478682684,0.2361506457964048,-1.1780855704673465,0.5737086157602732,0.3913096299000091,0.3083443211841409,-1.513100194457037,0.752896822472479
2004,0.5083528310759058,0.2460014374442763,-0.6697327393914407,0.6242261473394229,0.6360925487896292,0.3221332080012991,-0.8770076456674079,0.8189160085053679
2005,0.1740821238389793,0.2270945002864954,-0.4956506155524614,0.6642516052540574,0.2166234935187321,0.2961202263031932,-0.6603841521486757,0.8708103222931032
2006,-0.8734207038185797,0.2033518293413582,-1.369071319371041,0.6946813381537386,-1.0808310207835916,0.2704380588544544,-1.7412151729322674,0.9118373545151479
2007,-1.2975732804238778,0.2306652590398946,-2.666644599794919,0.7319758351933557,-1.5967452192637428,0.3109973504342477,-3.33796039219601,0.963414092208696
2008,-0.4416486935938358,0.2174437842698564,-3.108293293388755,0.7635904809677805,-0.5404262217384886,0.2846319554419407,-3.8783866139344987,1.0045805408851043
2009,-0.3564026011519403,0.2057907085417107,-3.464695894540695,0.7908351524475286,-0.4336528707431656,0.2690367155284728,-4.312039484677665,1.0399821236095153
2010,-0.7101424536081338,0.2106831749917226,-4.174838348148829,0.8184177653077299,-0.8591613718604939,0.2778774221375575,-5.171200856538158,1.0764658281437323
2011,-0.5963377715759539,0.2270806307108563,-4.7711761197247835,0.849336948104425,-0.7173569958488278,0.2980699256326609,-5.888557852386986,1.1169710648570228
2012,-1.5149321984055495,0.230911402262183,-6.286108318130333,0.8801666473515265,-1.8119059633143595,0.3142384285775557,-7.700463815701346,1.1603319136017602
2013,-0.2122963611555078,0.2141610117065099,-6.498404679285841,0.90584671222298,-0.2524468555698191,0.2793540268735304,-7.952910671271165,1.1934859957507586
2014,-1.111608802839578,0.2184043865861738,-7.610013482125419,0.9318040256004827,-1.3141644056080215,0.2920850704691671,-9.267075076879186,1.228707658657729
2015,-1.3119201503199795,0.2260167187025248,-8.921933632445398,0.9588233931534635,-1.5419156322181675,0.3044411268041288,-10.808990709097353,1.2658621212967573
2016,-0.6718557952539899,0.2154400867179049,-9.593789427699388,0.9827292252819897,-0.7850001980956869,0.2834659727622445,-11.59399090719304,1.2972123449335393
2017,-0.7190354625307749,0.2520180075719367,-10.312824890230162,1.0145293521450567,-0.835159306231931,0.3310436165272817,-12.429150213424972,1.3387866685515784
2018,-0.6305074718188524,0.2728881075487028,-10.943332362049015,1.050589227817124,-0.7279796066933246,0.3574528230998834,-13.157129820118296,1.3856847638021825
2019,-0.8040142096205283,0.2275697374597438,-11.747346571669542,1.0749538180837712,-0.9227565189113288,0.3001090948682106,-14.079886339029626,1.4178108948150057
2020,-1.3323183415991893,0.2502115501631488,-13.079664913268731,1.1036899613786126,-1.5198827979446523,0.3347845918920333,-15.599769136974277,1.4568007607165925
2021,-0.3763451795882921,0.2579815819120272,-13.456010092857023,1.1334399090616827,-0.4267280863623179,0.3368468015773312,-16.026497223336595,1.4952371799006738
2022,-0.8094711864003545,0.3694376748924867,-14.265481279257378,1.1921284423600178,-0.9122480213138148,0.4835624946461259,-16.93874524465041,1.5714855743485858
2023,-0.6604508282511381,0.367855205728308,-14.925932107508515,1.247592752249362,-0.7397455813287596,0.4807692861578052,-17.678490825979168,1.6433824925738956
