year,annual_mwe,annual_mwe_error,cumulative_mwe,cumulative_mwe_error,annual_gt,annual_gt_error,cumulative_gt,cumulative_gt_error
2000,0.0567010864920992,1.3666913821962534,0.0567010864920992,1.3666913821962534,1.6621530202778638,40.09978572586517,1.6621530202778638,40.09978572586517
2001,-0.4747252218183336,1.3626409786393447,-0.4180241353262344,1.9299315456348956,-13.891168790717536,39.98689045112812,-12.229015770439673,56.629888073444235
2002,-0.1464131767964585,1.0903945998300746,-0.5644373121226929,2.216663292919176,-4.276535598304034,31.99366956425893,-16.505551368743706,65.0425946238141
2003,-0.9318348118722956,1.0767462436447068,-1.4962721239949883,2.4643414185900197,-27.16845138254913,31.62169392415089,-43.67400275129283,72.32199279631675
2004,0.1013772144120057,1.1395693311838286,-1.3948949095829826,2.7150684867886903,2.950386466804427,33.43610211740283,-40.72361628448841,79.67712072380553
2005,-1.7193910026417452,1.1043114675484875,-3.1142859122247275,2.9310579498386113,-49.94872117965508,32.49739236357843,-90.67233746414348,86.04954431760953
2006,-0.8793316749346434,1.0716194145881497,-3.993617587159371,3.120812213997243,-25.498355751885686,31.467914845836017,-116.17069321602916,91.62288874518765
2007,-1.1763313563770008,1.0785014487142162,-5.1699489435363715,3.3019137253891166,-34.04845631063346,31.689762903926432,-150.21914952666262,96.94841316349694
2008,-0.8490972144494688,1.0837441928380966,-6.019046157985841,3.4752173637663777,-24.53194697778392,31.821476455445747,-174.75109650444654,102.0372538768297
2009,0.2210479208802284,1.0667239385800849,-5.797998237105612,3.635249054268929,6.37479807413442,31.30006389621053,-168.37629843031212,106.7300106747463
2010,-1.687338933626059,1.0602179969833798,-7.485337170731671,3.786700131736152,-48.57203133766705,31.20220977664176,-216.94832976797917,111.19745084118168
2011,-2.0911921646874583,0.9129944853533032,-9.57652933541913,3.8952094703592173,-60.086977800912216,26.95585631552635,-277.03530756889137,114.41805479591198
2012,-0.9358041925064672,0.868491687338202,-10.512333527925596,3.9908563778908017,-26.839376086207103,25.51747696661394,-303.87468365509847,117.22897634126979
2013,0.2658266002830811,0.8655543012579553,-10.246506927642516,4.083640395208403,7.61001311639548,25.398830645018155,-296.264670538703,119.94887866152106
2014,0.1744785564989532,0.8789313255613701,-10.072028371143563,4.177156826410867,4.985710861841842,25.789676607401983,-291.2789596768612,122.69001960905655
2015,-1.3185345346493396,0.9165111860790248,-11.390562905792903,4.276521005050587,-37.60738322194243,26.956754246306343,-328.8863428988036,125.61650970778656
2016,-2.358185032963037,0.959428867336088,-13.74874793875594,4.382822795655409,-67.135862594548,28.34976142048762,-396.02220549335163,128.77583812099616
2017,-0.7965909189926688,0.8717650854945556,-14.54533885774861,4.468681015960305,-22.636310348294185,25.603237901943995,-418.6585158416458,131.29639094365294
2018,-1.4292256681480646,0.881726695833653,-15.974564525896675,4.55483830542312,-40.53808128665813,25.94977050271366,-459.1965971283039,133.83621656327577
2019,-0.9945412263230456,0.9647195865873284,-16.969105752219722,4.655881857317149,-28.156311429256267,28.340548702909857,-487.35290855756017,136.80394572070668
2020,-0.9908336876827328,1.2198978217195289,-17.959939439902456,4.813043378646304,-27.999018663858664,35.820039400687854,-515.3519272214188,141.4156808399298
2021,-0.8542518629700595,1.4732414613178697,-18.814191302872516,5.033470668244432,-24.094368057838505,43.24273954227486,-539.4462952792574,147.87944181170656
2022,-1.4671705336906609,1.6330432871909653,-20.28136183656318,5.291753711759129,-41.30439245425599,47.95914134907887,-580.7506877335134,155.46191993373435
2023,-1.780754273642474,1.61819269968553,-22.06211611020565,5.5336430097388885,-50.03848428365572,47.54480191289456,-630.7891720171691,162.56972885017436
