year,annual_mwe,annual_mwe_error,cumulative_mwe,cumulative_mwe_error,annual_gt,annual_gt_error,cumulative_gt,cumulative_gt_error
2000,0.2051053199536034,0.276570688173286,0.2051053199536034,0.276570688173286,6.851964677244642,9.262411269403446,6.851964677244642,9.262411269403446
2001,-0.1394680469090855,0.2382740783384383,0.06563727304451789,0.3650559983956944,-4.64241326904263,7.977766708936824,2.209551408202012,12.22444371682379
2002,-0.0709382819775451,0.2320615647961203,-0.005301008933027221,0.43257190364181214,-2.352745468347903,7.767363942734289,-0.1431940601458912,14.48340314997416
2003,-0.3961552262943089,0.2366809815458294,-0.4014562352273361,0.493088570994906,-13.091190343162353,7.948071287325642,-13.234384403308244,16.520920192080457
2004,-0.3476401942874471,0.2281336850467191,-0.7490964295147832,0.5433059148387712,-11.446097131719313,7.656436904146613,-24.680481535027557,18.208839338636327
2005,0.1465438114886275,0.2138858717126563,-0.6025526180261557,0.5838908144654076,4.807317498760151,7.162216286356067,-19.873164036267404,19.566787477580828
2006,-0.715845958512445,0.2108750617770052,-1.3183985765386006,0.6208033302878881,-23.39682475507553,7.153717839152524,-43.26998879134294,20.83350309273558
2007,-0.6378576988390201,0.2052631736287435,-1.9562562753776207,0.6538575879690289,-20.770993357775385,6.947664078299761,-64.04098214911832,21.961440919482488
2008,-0.4648874859141326,0.2145280433070819,-2.4211437612917535,0.6881511655950614,-15.082436168591911,7.219169733217031,-79.12341831771023,23.117553912490756
2009,0.3009268741294648,0.2318436332203859,-2.1202168871622886,0.7261566614544485,9.726773430882623,7.774406202181495,-69.3966448868276,24.38980710652372
2010,0.2653623929899493,0.2225838979918782,-1.8548544941723393,0.759504502040593,8.545261399182058,7.461524248546874,-60.85138348764554,25.505627512474337
2011,0.2360635565799196,0.2214282283926683,-1.6187909375924197,0.7911242310465815,7.573331993465979,7.420272297090443,-53.278051494179564,26.563084831548757
2012,-0.2452407947266708,0.2076790404320982,-1.8640317323190905,0.8179291734519817,-7.838206686315059,6.961496332973971,-61.116258180494626,27.460151255265615
2013,-0.3857607481338138,0.2127195721543782,-2.2497924804529044,0.845137710175912,-12.28292520262717,7.145590003205553,-73.3991833831218,28.374625344768464
2014,-0.0218597916091566,0.2089681522803515,-2.271652272062061,0.8705891326158671,-0.6933992166120448,6.993684942578593,-74.09258259973384,29.22380865890049
2015,-0.0285602766226672,0.2116577790781218,-2.300212548684728,0.8959489122004284,-0.9024996256509292,7.083757272243927,-74.99508222538478,30.07009493872768
2016,-0.3483066436259154,0.2228311992339319,-2.6485191923106433,0.9232433030491817,-10.96446277745992,7.477681157988901,-85.95954500284469,30.985905265533848
2017,-0.074174124088725,0.2182157573670954,-2.722693316399368,0.9486813550336373,-2.3260157023337524,7.304017322445805,-88.28556070517844,31.83512202224497
2018,-0.1256297586339628,0.2197889353135883,-2.848323075033331,0.9738087540553015,-3.924469396591872,7.358358141701729,-92.21003010177031,32.674461414272386
2019,0.1407040019953926,0.2434837871452853,-2.707619073037938,1.0037867522922135,4.378411912846257,8.15168415770309,-87.83161818892405,33.6759615054971
2020,0.1799260780087948,0.2402962007209694,-2.5276929950291436,1.0321482975611023,5.577242329699477,8.046897458142928,-82.25437585922458,34.62402261467592
2021,-0.3178934170485942,0.32213736997399,-2.8455864120777377,1.0812504766667348,-9.815571924051932,10.792231609503926,-92.06994778327652,36.26699884378035
2022,-1.1164651546190605,0.4140286390696801,-3.962051566696798,1.1578092706754133,-34.3384991492528,13.96238444044143,-126.40844693252932,38.86184998681156
2023,-0.2694295088250096,0.4103683109101171,-4.231481075521808,1.228382862897865,-8.254232398376997,13.74011743408555,-134.66267933090631,41.2193426864125
