hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,pv_share,hybrid_cf,renewable_lcoe_usd_per_kwh,power_cost_usd_per_kg,electrolysis_capex_usd_per_kg,water_access_cost_usd_per_kg,road_cost_usd_per_kg,grid_backup_cost_usd_per_kg,ocean_to_port_cost_usd_per_kg,ammonia_chain_usd_per_kg,shipping_usd_per_kg,processing_capex_usd_per_kg,delivered_cost_usd_per_kg,scenario,africa_wacc,europe_wacc,policy_credit_usd_per_kg,country
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.547621928586724,0.567338283655603,0.03206746835780083,1.6675083546056433,1.0445031801579379,0.2744729406529336,0.05868167731351927,0.005293474201137944,0.08887805558940519,0.9,0.756,0.08697074620530575,4.882308428725883,africa_high_risk,0.14,0.06,0.0,Botswana
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,0.5458703004753137,0.5218416066605659,0.03486326545657917,1.8128898037421166,1.0445031801579379,0.08718329589124797,0.1392424730896352,0.05626665388736822,0.0636063020365537,0.9,0.756,0.08697074620530575,4.946662455010165,africa_high_risk,0.14,0.06,0.0,Offshore/Unknown
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,0.5458525918337536,0.5750977792652364,0.03163479866421876,1.6450095305393757,1.0445031801579379,0.11248012679369795,0.04630498956027635,0.06211564552767464,0.3520581288261181,0.9,0.756,0.08697074620530575,5.005442347610387,africa_high_risk,0.14,0.06,0.0,Namibia
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,0.47235339260793185,0.5131915605148462,0.03545089954527569,1.8434467763543356,1.0445031801579379,0.1247536720678019,0.022996534068085085,0.012844429339636412,0.23829767857003759,0.9,0.756,0.08697074620530575,5.029813016763141,africa_high_risk,0.14,0.06,0.0,Namibia
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,0.5292119448789092,0.4981537441673069,0.03652105935629554,1.8990950865273684,1.0445031801579379,0.1800143007211677,0.06860951518246998,0.04311720217446264,0.06800177582606927,0.9,0.756,0.08697074620530575,5.046311806794782,africa_high_risk,0.14,0.06,0.0,Namibia
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.547621928586724,0.567338283655603,0.02238365978366545,1.1639503087506033,0.760943112817523,0.2744729406529336,0.05868167731351927,0.005293474201137944,0.08887805558940519,0.9,0.756,0.061320440255700874,4.069540009580823,de_risked_africa,0.08,0.06,0.0,Botswana
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,0.5458703004753137,0.5218416066605659,0.02433517558107606,1.265429130215955,0.760943112817523,0.08718329589124797,0.1392424730896352,0.05626665388736822,0.0636063020365537,0.9,0.756,0.061320440255700874,4.089991408193984,de_risked_africa,0.08,0.06,0.0,Offshore/Unknown
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,0.5292119448789092,0.4981537441673069,0.02549234502858751,1.3256019414865505,0.760943112817523,0.1800143007211677,0.06860951518246998,0.04311720217446264,0.06800177582606927,0.9,0.756,0.061320440255700874,4.163608288463944,de_risked_africa,0.08,0.06,0.0,Namibia
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,0.47235339260793185,0.5131915605148462,0.024745354562837413,1.2867584372675456,0.760943112817523,0.1247536720678019,0.022996534068085085,0.012844429339636412,0.23829767857003759,0.9,0.756,0.061320440255700874,4.1639143043863305,de_risked_africa,0.08,0.06,0.0,Namibia
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,0.71354870705959,0.46899224049809013,0.02707743546057115,1.4080266439496998,0.760943112817523,0.10905516045379617,0.1033126815868372,0.020204213136090745,0.05156533394706672,0.9,0.756,0.061320440255700874,4.170427586146714,de_risked_africa,0.08,0.06,0.0,Namibia
