hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,pv_share,hybrid_cf,renewable_lcoe_usd_per_kwh,power_cost_usd_per_kg,electrolysis_capex_usd_per_kg,water_access_cost_usd_per_kg,road_cost_usd_per_kg,grid_backup_cost_usd_per_kg,ocean_to_port_cost_usd_per_kg,ammonia_chain_usd_per_kg,shipping_usd_per_kg,processing_capex_usd_per_kg,delivered_cost_usd_per_kg,scenario,africa_wacc,europe_wacc,policy_credit_usd_per_kg,country
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,0.5160653292212734,0.5250275550822323,0.03465170976872936,1.8018889079739266,1.0445031801579379,0.22686519296025603,0.12912736067286718,0.0740520011918101,0.4019486959865509,0.9,0.756,0.08697074620530575,5.421356085148655,africa_high_risk,0.14,0.06,0.0,Botswana
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,0.5785103769422615,0.5637356202504499,0.03227240182412539,1.6781648948545205,1.0445031801579379,0.20350057980411634,0.13993607140361192,0.08210620869046545,0.4031165214670598,0.9,0.756,0.08697074620530575,5.294298202583017,africa_high_risk,0.14,0.06,0.0,Botswana
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,0.47235339260793185,0.5131915605148462,0.03545089954527569,1.8434467763543356,1.0445031801579379,0.1247536720678019,0.022996534068085085,0.012844429339636412,0.23829767857003759,0.9,0.756,0.08697074620530575,5.029813016763141,africa_high_risk,0.14,0.06,0.0,Namibia
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,0.5724130057639996,0.5089052260838606,0.035749490331028956,1.8589734972135057,1.0445031801579379,0.24955171465663722,0.08700939140549094,0.05343640676589968,0.1490087828055489,0.9,0.756,0.08697074620530575,5.185453719210327,africa_high_risk,0.14,0.06,0.0,Namibia
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,0.6116596402897782,0.5042622484541909,0.036078652556414424,1.87608993293355,1.0445031801579379,0.23123157226566304,0.01809666715365312,0.007597736298081829,0.3496854701288347,0.9,0.756,0.08697074620530575,5.2701753051430265,africa_high_risk,0.14,0.06,0.0,Namibia
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,0.6004630197315312,0.5300704171663969,0.03432204829794151,1.7847465114929586,1.0445031801579379,0.23610019680855937,0.10529554239325886,0.06301387535745358,0.3011309557938149,0.9,0.756,0.08697074620530575,5.277761008209288,africa_high_risk,0.14,0.06,0.0,Namibia
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,0.734441984132174,0.45565493192545736,0.03992736868317574,2.0762231715251387,1.0445031801579379,0.11056342569658519,0.04480686635989459,0.042907998510766196,0.17440940070443245,0.9,0.756,0.08697074620530575,5.236384789160061,africa_high_risk,0.14,0.06,0.0,Offshore/Unknown
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,0.71354870705959,0.46899224049809013,0.03879190504297729,2.017179062234819,1.0445031801579379,0.10905516045379617,0.1033126815868372,0.020204213136090745,0.05156533394706672,0.9,0.756,0.08697074620530575,5.088790377721853,africa_high_risk,0.14,0.06,0.0,Namibia
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,0.6703969013845756,0.449838467017523,0.04044363431148361,2.1030689841971477,1.0445031801579379,0.2750416667828438,0.11376606683018074,0.015166863546012578,0.33858742899357147,0.9,0.756,0.08697074620530575,5.633104936713,africa_high_risk,0.14,0.06,0.0,Offshore/Unknown
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,0.6373654885153849,0.46296041283650835,0.03929731777243741,2.043460524166745,1.0445031801579379,0.16559989702485023,0.12020976699966156,0.07448646009176974,0.12548262700606044,0.9,0.756,0.08697074620530575,5.316713201652331,africa_high_risk,0.14,0.06,0.0,Botswana
