hex_id,lat,lon,country_region,scenario,wacc,theo_pv,theo_wind,ocean_dist_km,grid_dist_km,road_dist_km,lcoh_production,lcoe_pv,lcoe_wind,blended_lcoe,pv_cf,wind_cf,nh3_synthesis_cost,shipping_cost,reconversion_cost,total_delivered_cost,is_eu_production
hex_000,-19.71252741732844,21.42667018270944,Southern Africa (East),baseline_africa,0.1,0.6634168884306757,0.6221119988358864,401.9486959865509,148.1040023836202,99.3287389791286,2.1934491016623694,22.15813660575058,30.628499696344306,24.6992455329287,0.24951253326460135,0.436633599650766,1.1376369105304605,0.05865517235629667,0.8141923482479728,4.203933532797099,False
hex_001,-23.73345872297537,24.54513625407894,Southern Africa (East),baseline_africa,0.1,0.8468278354591481,0.6169796764044917,403.1165214670598,164.2124173809309,107.64313184893224,2.135867385461249,19.957582368253618,30.73688687550912,23.19137372043027,0.2770241753188722,0.43509390292134753,1.137636910530461,0.058660520960494095,0.8141923482479728,4.146357165200176,False
hex_002,-18.69682496106341,15.561555013934129,Southern Africa (West),baseline_africa,0.1,0.5817130228384195,0.649807766345918,238.2976785700376,25.688858679272823,17.689641590834682,2.0172820587201103,23.302721867976143,30.05655154727442,25.328870771765622,0.23725695342576292,0.4449423299037754,1.1376369105304613,0.057906308677319426,0.8141923482479728,4.027017626175864,False
hex_003,-20.631583651287634,16.186435884488162,Southern Africa (West),baseline_africa,0.1,0.7165114970014225,0.5352271773235865,149.00878280554892,106.87281353179937,66.93030108114688,2.130802725386237,21.47274790209514,32.57298933241384,24.80282033119075,0.25747672455021337,0.41056815319707596,1.137636910530461,0.057498271187180844,0.8141923482479728,4.140130255351852,False
hex_004,-27.86987182534821,17.57378135786131,Southern Africa (West),baseline_africa,0.1,0.7662753065105006,0.486505253193377,349.6854701288347,15.195472596163658,13.920513195117785,1.987070965887373,20.867765353622897,33.77542327482826,24.740062729984505,0.26494129597657506,0.3959515759580131,1.1376369105304611,0.05841587600635977,0.8141923482479728,3.9973161006721667,False
hex_005,-17.292531780358928,13.65259902718,Southern Africa (West),baseline_africa,0.1,0.8086222331359278,0.5380422683640402,301.13095579381485,126.02775071490714,80.99657107173759,2.12106389215948,20.37916927641207,32.50612513392804,24.01725603366686,0.27129333497038916,0.4114126805092121,1.137636910530461,0.05819367912823958,0.8141923482479728,4.131086830066153,False
hex_006,-19.866323576115764,12.818901074696605,Southern Africa (West),baseline_africa,0.1,0.8211226579792855,0.2968998349062955,174.40940070443244,85.8159970215324,34.46682027684199,2.0552522247202054,20.239283984889465,39.44151363370657,25.999952879534597,0.2731683986968928,0.33906995047188865,1.137636910530461,0.05761430910077128,0.8141923482479728,4.0646957925994105,False
hex_007,-19.567228336676557,17.65986896716307,Southern Africa (West),baseline_africa,0.1,0.8293347235199925,0.3329331291365369,51.56533394706672,40.40842627218149,79.4712935283363,2.1894009296041177,20.148427825847627,38.22291761694411,25.57077476317657,0.27440020852799885,0.34987993874096107,1.1376369105304605,0.05705340897840368,0.8141923482479728,4.1982835973609545,False
hex_008,-27.46263640789345,14.176730886712376,Southern Africa (West),baseline_africa,0.1,0.7151274927751562,0.3515950581468396,338.58742899357145,30.333727092025157,87.51235910013904,2.242670946739627,21.490075111863064,37.62092902399376,26.32933128550227,0.25726912391627343,0.3554785174440519,1.137636910530461,0.05836507869805146,0.8141923482479728,4.252865284216112,False
hex_009,-23.5953687452532,20.377395925555145,Southern Africa (East),baseline_africa,0.1,0.7037648207335433,0.4004129758597777,125.48262700606044,148.97292018353946,92.4690515382012,2.2439848038325265,21.6333957583949,36.13231227702351,25.98307071398348,0.2555647231100315,0.37012389275793334,1.137636910530461,0.05739082425972045,0.8141923482479728,4.25320488687068,False
hex_010,-24.550423709209024,17.12012686421263,Southern Africa (West),baseline_africa,0.1,0.8357975881257154,0.6099661340085155,422.19778623486286,46.7952772915371,13.82117256875169,1.9183947843713036,20.07749595302085,30.88624912783416,23.32012190546484,0.2753696382188573,0.4329898402025547,1.137636910530461,0.05874792190883373,0.8141923482479728,3.928971965058571,False
hex_011,-17.878820133816777,22.657494744809725,Southern Africa (East),baseline_africa,0.1,0.7308695675118385,0.4141781416959909,116.02705300250128,231.6544290023153,110.00540957137534,2.267292811040945,21.294625162971673,35.733624745490076,25.62632503772719,0.25963043512677575,0.3742534425087973,1.137636910530461,0.05734764700645307,0.8141923482479728,4.276469716825831,False
hex_012,-21.273618559032023,20.803711428031487,Southern Africa (East),baseline_africa,0.1,0.6224313676662078,0.4932756168940916,64.01349026105385,147.35997922659678,28.395464916490816,2.0589466304344772,22.717890803096545,33.60305002220022,25.983438568827644,0.24336470514993114,0.39798268506822754,1.1376369105304605,0.05711021340104569,0.8141923482479728,4.067886102613956,False
hex_013,-19.12686064075004,15.373132979348576,Southern Africa (West),baseline_africa,0.1,0.6366712785996519,0.7448842446679098,375.6895757349587,89.98310211103508,5.452094184965394,1.9674566371315403,22.520233065796607,28.245856297486743,24.237920035303645,0.24550069178994777,0.473465273400373,1.137636910530461,0.058534923838681224,0.8141923482479728,3.9778208197486555,False
hex_014,-23.67902961407203,22.651637219532816,Southern Africa (East),baseline_africa,0.1,0.6580547713998388,0.4965604043407861,77.44509931477738,149.7742954129471,67.02744385758652,2.1748505320635303,22.229795590552996,33.52005175417573,25.616872439639817,0.2487082157099758,0.39896812130223586,1.137636910530461,0.05717151400758777,0.8141923482479728,4.183851304849552,False
hex_015,-26.27313533858268,22.266701004955227,Southern Africa (East),baseline_africa,0.1,0.7997160744053764,0.660627335270063,88.8780555894052,10.586948402275889,45.13975177963021,1.9141131426824936,20.48001858200738,29.83887584943168,23.28767576223467,0.26995741116080646,0.44818820058101894,1.1376369105304611,0.05722369983069498,0.8141923482479728,3.923166101291623,False
hex_016,-22.344982555809985,16.42469730642244,Southern Africa (West),baseline_africa,0.1,0.7642425736070565,0.4099573479985184,273.7284282691712,239.8470072441541,99.74497943275716,2.2350947455348424,20.89180886889128,35.854935280812384,25.380746792467612,0.26463638604105844,0.37298720439955557,1.137636910530461,0.05806832909677048,0.8141923482479728,4.244992333410046,False
hex_017,-28.23419292674989,15.036593455023418,Southern Africa (West),baseline_africa,0.1,0.8190485354067768,0.5191843663198555,394.8072979684844,123.16434205101056,97.18192517565193,2.155934419648033,20.262361299731467,32.959351974337466,24.071458502113266,0.2728572803110165,0.40575530989595665,1.137636910530461,0.05862246641288507,0.8141923482479728,4.166386144839351,False
hex_018,-19.06842593608901,20.554937055649656,Southern Africa (East),baseline_africa,0.1,0.7072747353663466,0.4074966917634128,96.43125291441224,196.7701306763201,38.73952824590312,2.057906442623878,21.588920565998105,35.926038226641865,25.890055864191233,0.25609121030495197,0.37224900752902385,1.137636910530461,0.05725817993320343,0.8141923482479728,4.066993881335515,False
hex_019,-21.420027210535224,12.956534770530338,Southern Africa (West),baseline_africa,0.1,0.7658539691076715,0.4991450386149156,146.5424160760417,25.268849980997448,114.39502801329964,2.211969268311127,20.87274445733745,33.45503225632995,24.6474307970352,0.2648780953661507,0.39974351158447474,1.1376369105304613,0.05748700572133987,0.8141923482479728,4.221285532810901,False
hex_020,-19.902947118975515,13.798714834651516,Southern Africa (West),baseline_africa,0.1,0.8125590393967337,0.6760462206186093,352.0581288261181,124.23129105534927,35.61922273867412,1.9128086412305487,20.33490652995604,29.534060400959962,23.094652691257217,0.27188385590951003,0.45281386618558284,1.137636910530461,0.05842673677534342,0.8141923482479728,3.923064636784326,False
hex_021,-24.74568838244158,11.103071776514078,Southern Africa (West),baseline_africa,0.1,0.7190653460279761,0.2909019365211477,437.6036274668256,125.22321361685762,62.29179837857403,2.2279411986567994,21.440847918505856,39.65193773022332,26.904174862021094,0.25785980190419644,0.3372705809563443,1.1376369105304605,0.05881850059084026,0.8141923482479728,4.238588958026073,False
hex_022,-17.35162370726116,22.016941285029937,Southern Africa (East),baseline_africa,0.1,0.7956775237557412,0.6151635465318787,230.32612192903065,234.7674814688708,31.45984577754473,1.9462385162628515,20.526078963815756,30.775424879436983,23.600882738502122,0.26935162856336115,0.4345490639595636,1.1376369105304611,0.05786986411292001,0.8141923482479728,3.9559376391542056,False
hex_023,-18.282546544133627,20.30791199228845,Southern Africa (East),baseline_africa,0.1,0.6838074058933349,0.5856603403498417,73.31490112255034,145.07337283213846,112.38918483582664,2.2217578124138386,21.889806706607615,31.41529644644761,24.74745362855961,0.2525711108840002,0.4256981021049525,1.1376369105304605,0.057152663239758386,0.8141923482479728,4.2307397344320306,False
hex_024,-19.659398035114855,20.87231530076869,Southern Africa (East),baseline_africa,0.1,0.7136946153434929,0.4608775066454809,16.13196659160868,121.00490325895368,20.58833029226016,2.0272841506354786,21.508043683017366,34.4442385563085,25.388902145004703,0.25705419230152393,0.3882632519936443,1.137636910530461,0.056891757667742106,0.8141923482479728,4.036005167081655,False
hex_025,-26.66433550577639,21.93020643430755,Southern Africa (East),baseline_africa,0.1,0.711826210600167,0.3330913218417318,111.04865319949631,70.40903745751393,6.344363707687149,2.080992183404612,21.531519039679253,38.21773375297875,26.5373834536691,0.25677393159002504,0.34992739655251953,1.137636910530461,0.057324915738840375,0.8141923482479728,4.090146357921886,False
hex_026,-23.39934795527559,17.42482085753676,Southern Africa (West),baseline_africa,0.1,0.630416035441096,0.5608194261570805,68.00177582606926,86.23440434892528,52.77655014036152,2.131696381796963,22.60663403999691,31.975051952473798,25.417159413739974,0.2445624053161644,0.41824582784712416,1.137636910530461,0.05712841465145635,0.8141923482479728,4.140654055226853,False
hex_027,-28.47435481055325,18.962376743340517,Southern Africa (West),baseline_africa,0.1,0.7986972480785581,0.4705760936404297,308.1698163896573,132.56473860552677,119.0926921226446,2.2269006996086556,20.4916189678574,34.188039439098006,24.60054510922958,0.2698045872117837,0.39117282809212894,1.137636910530461,0.05822588353679692,0.8141923482479728,4.236955841923886,False
hex_028,-27.148526095189425,12.957157973787204,Southern Africa (West),baseline_africa,0.1,0.7030597659797276,0.5849014317032056,63.60630203655369,112.53330777473644,107.10959468433477,2.200399952612935,21.642351831942833,31.43210702019576,24.579278388418707,0.25545896489695913,0.4254704295109617,1.1376369105304605,0.05710835516849419,0.8141923482479728,4.209337566559863,False
hex_029,-20.803412561090543,12.603421029503629,Southern Africa (West),baseline_africa,0.1,0.7512494118727687,0.5532778218285165,232.78516991307853,10.294959570680955,90.08435431537696,2.148749471938967,21.046812861877665,32.148960253523555,24.377457079371432,0.2626874117809153,0.41598334654855496,1.137636910530461,0.057881106122622095,0.8141923482479728,4.158459836840023,False
hex_000,-19.71252741732844,21.42667018270944,Southern Africa (East),de_risked_africa,0.05,0.6634168884306757,0.6221119988358864,401.9486959865509,148.1040023836202,99.3287389791286,1.6113534688557498,14.649831904259088,21.401079880053622,16.675206296997445,0.24951253326460135,0.436633599650766,0.8405489189335575,0.05845511410492674,0.7774993752507413,3.2878568771449754,False
hex_001,-23.73345872297537,24.54513625407894,Southern Africa (East),de_risked_africa,0.05,0.8468278354591481,0.6169796764044917,403.1165214670598,164.2124173809309,107.64313184893224,1.5789589058357232,13.194937467550494,21.47681335385341,15.679500233441367,0.2770241753188722,0.43509390292134753,0.8405489189335575,0.05845988012216255,0.7774993752507413,3.2554670801421848,False
hex_002,-18.69682496106341,15.561555013934129,Southern Africa (West),de_risked_africa,0.05,0.5817130228384195,0.649807766345918,238.2976785700376,25.688858679272823,17.689641590834682,1.4273969389353094,15.406573411455367,21.00144202162615,17.085033994506603,0.23725695342576292,0.4449423299037754,0.8405489189335573,0.05778781361119218,0.7774993752507413,3.1032330467308,False
hex_003,-20.631583651287634,16.186435884488162,Southern Africa (West),de_risked_africa,0.05,0.7165114970014225,0.5352271773235865,149.00878280554892,106.87281353179937,66.93030108114688,1.5491263716954704,14.196687784955103,22.75975491931542,16.765607925263197,0.25747672455021337,0.41056815319707596,0.8405489189335575,0.05742421335735451,0.7774993752507413,3.224598879237124,False
