channel,X0_X1_corr,X1_Y6_corr,lag1_lon,lag1_lat
Z50,-0.002213930211004825,0.002198332726963199,-0.0019316750112921,0.0017550054471939802
Z100,0.005518714862348086,0.008483364540891549,0.0019646352156996727,-0.005209066905081272
Z150,0.004633312081649374,-0.0003439149767933265,0.0020716909784823656,0.0015262861270457506
Z200,0.003430751671328296,0.0028611653227591572,0.0008902910631150007,-0.0031703419517725706
Z250,0.0037292279637500614,-0.00018866148094288083,0.0014280446339398623,0.0009503202745690942
Z300,-0.002111807862738155,0.001027925942395195,0.0052636913023889065,-0.002196853281930089
Z400,-0.0004753280564561116,6.361872432588384e-05,0.009260264225304127,-0.0019432505359873176
Z500,-0.00022714626356012434,-0.0034369312504200617,-4.444157639227342e-06,-0.004335072357207537
Z600,-0.0016293150968149114,-0.0008464799515617311,-0.003445936134085059,-0.0018738999497145414
Z700,-0.003571903461938687,0.0023418428130263635,0.005201720632612705,-0.002342997817322612
Z850,0.0022061736115990367,0.005443565283821116,-0.0023261783644557,0.005030088126659393
Z925,-0.0037350401535304885,-0.0018198837206767804,0.001701432978734374,0.0012131495168432593
Z1000,-0.0022473487239330348,0.0015055892308334232,-0.0031969270203262568,0.0022430536337196827
T50,0.00044104022213200926,-0.0022488858387318886,0.0025423122569918633,0.0016249781474471092
T100,0.001996284927661777,-0.0027638975566639584,0.002418880583718419,0.0003750596661120653
T150,-0.002833179279868773,0.0008215098368917997,-0.002826024778187275,-0.0008778536575846374
T200,-0.00449214558779709,-0.0012925676392054482,-0.007091014180332422,0.001782034756615758
T250,-0.00329270249508344,0.003964655043484586,-0.0033465123269706964,0.001970552373677492
T300,-0.0012916114907638315,0.001073195576531269,-0.001346959383226931,-0.006974312011152506
T400,-0.004136352110394349,0.0036430320319211307,0.0025348630733788013,-0.00031658404623158276
T500,0.0022184944034887716,-0.002685499092881012,0.0037776848766952753,-0.0029125865548849106
T600,-0.0045927953032941435,-3.0317022461399112e-05,0.003379952860996127,0.0011524620931595564
T700,-0.0017139128365451929,-0.0035143376483995604,0.008428863249719143,0.0001001417767838575
T850,0.006380430274957436,0.004247252548903548,-0.0048765623942017555,-0.0038613383658230305
T925,-0.010021928566691492,-0.006281327966224808,-0.0028727541211992502,0.002504768082872033
T1000,-0.0013089123681769407,0.0037683041963603335,-0.001013061380945146,0.004774910397827625
U50,0.0020456901878515865,0.007412714850604159,0.00421567540615797,0.0008673578267917037
U100,0.003004291829413235,0.009592708849947288,-0.0068001230247318745,-0.0006142643978819251
U150,0.001741541870597363,0.002647028755872926,0.003416788298636675,-0.0011316468007862568
U200,0.0010591127363784114,0.00024847234779003485,0.007099802605807781,-0.005612082313746214
U250,0.00624936106909808,-0.006138697369622327,0.0005409556906670332,0.007053913548588753
U300,-0.002652128422011951,0.0038185080396579214,-0.008233458735048771,0.0007986549753695726
U400,0.0017822171776137622,-0.00014165055276825692,0.002097287680953741,0.002761026145890355
U500,0.002105651819402039,0.009244195881850433,0.0008271079859696329,0.000684299215208739
U600,0.0017084452630342644,-0.004650699918510129,0.00686290767043829,-0.0007767258794046938
U700,0.0003068349367715072,-0.005207253804557703,-0.0018535122508183122,-0.005874305497854948
U850,0.0013256242360004144,0.00133323885048389,-0.0025954300072044134,0.003046041587367654
U925,-0.003777523854094083,-0.0012492761872549155,-0.0024274936877191067,-0.0024681291542947292
U1000,0.002602947667527497,-0.0007968433919956142,-0.0024256070610135794,0.000959338853135705
V50,0.004941094366472172,0.0061815613063782434,-2.0144658265053295e-05,0.0019436613656580448
V100,-0.0005432414433957573,0.0008316263060862089,0.0016030233819037676,0.0015146055957302451
V150,-0.005201249146216538,-0.00041046638671360424,0.0010074174497276545,-0.0028036206495016813
V200,-0.0031594244188358355,-0.0013222800034557935,0.000562707195058465,-0.00411913963034749
V250,0.0007606245890629527,0.0028090374693276587,-0.000314612640067935,0.0010059061460196972
V300,-0.008004555264945569,0.0010544291417704764,0.001371579011902213,-0.004877123516052961
V400,0.0026844284185125553,0.0032826290065827456,0.006548275705426931,-0.01023180317133665
V500,0.001423551727638848,0.002757584189267995,0.001982823247089982,0.00046575593296438456
V600,-0.003826934310935641,-0.002314789409373585,0.0028320199344307184,-0.005044500343501568
V700,0.0024926512122634336,0.004383509063613611,0.0021066488698124886,-0.00017061883409041911
V850,-0.002588041525304046,-0.0013223175036765134,-6.778891838621348e-05,-0.0070852721109986305
V925,0.0021305772242320217,0.002689898825555408,-0.0066492934711277485,0.00496976263821125
V1000,-0.007556177884129715,0.00027359261325112194,0.003710590535774827,-0.004226885735988617
R50,-0.007433209646341187,-0.002870328868071942,-0.003927677869796753,-0.0008120847633108497
R100,-0.006542839902857784,-0.004848410251225574,0.0037682410329580307,0.004859269596636295
R150,-0.007318486978755562,-0.006330051116270148,0.0008049760945141315,0.002367262030020356
R200,0.0010031780474355492,0.006494163743661617,0.0023616726975888014,0.0009398565161973238
R250,0.0019490714883807516,0.0007982676810160718,0.005566728767007589,0.006433205213397741
R300,-0.0023738049489044244,0.005980432357531085,-0.0018622400239109993,-0.0018548507941886783
R400,-0.0007676207810009264,0.008976546786392184,0.0030349877197295427,-0.0009501382592134178
R500,0.00026740996795430555,0.0006711690258664187,-0.00027147482614964247,0.001131679629907012
