channel,idx,src,min,max,mean,std,abs_mean
Z50,0,t_-6h_input,-43.891143798828125,50.072349548339844,-0.013563878834247589,10.030264854431152,7.986271858215332
Z100,1,t_-6h_input,-38.93086242675781,45.06745910644531,-0.05587483197450638,10.034347534179688,7.996891975402832
Z150,2,t_-6h_input,-48.156410217285156,49.932762145996094,0.047502484172582626,10.0263671875,8.00626277923584
Z200,3,t_-6h_input,-49.28238296508789,40.89613342285156,0.012838312424719334,9.96064281463623,7.936643600463867
Z250,4,t_-6h_input,-39.4481315612793,46.73029327392578,-0.006700369529426098,9.980202674865723,7.970862865447998
Z300,5,t_-6h_input,-42.347984313964844,41.44232940673828,0.0012230040738359094,10.004677772521973,7.982753276824951
Z400,6,t_-6h_input,-42.018184661865234,44.61654281616211,-0.022476932033896446,10.021350860595703,7.9913105964660645
Z500,7,t_-6h_input,-45.117916107177734,40.67889404296875,-0.01747925765812397,9.98948860168457,7.972568988800049
Z600,8,t_-6h_input,-40.7374382019043,43.4766960144043,-0.04248889163136482,9.989009857177734,7.973504066467285
Z700,9,t_-6h_input,-46.5168571472168,41.62474060058594,-0.04888376593589783,10.038426399230957,8.000521659851074
Z850,10,t_-6h_input,-48.27122116088867,44.168949127197266,0.019376272335648537,9.969893455505371,7.9299421310424805
Z925,11,t_-6h_input,-42.1147346496582,41.960350036621094,0.055374037474393845,10.007195472717285,7.996203899383545
Z1000,12,t_-6h_input,-44.83247375488281,41.63679122924805,-0.04842575266957283,10.042635917663574,8.008417129516602
T50,13,t_-6h_input,-45.35350036621094,43.127662658691406,0.023191258311271667,9.985424041748047,7.96401834487915
T100,14,t_-6h_input,-45.67756271362305,40.53575897216797,0.09767625480890274,9.995416641235352,7.975444793701172
T150,15,t_-6h_input,-41.76594543457031,41.714839935302734,0.019067658111453056,9.971708297729492,7.953239917755127
T200,16,t_-6h_input,-45.91869354248047,46.09273910522461,0.028084591031074524,9.988795280456543,7.973598480224609
T250,17,t_-6h_input,-44.18046951293945,43.99143600463867,0.00949170719832182,9.96713924407959,7.950692653656006
T300,18,t_-6h_input,-39.91304016113281,37.188446044921875,0.04494457319378853,9.981849670410156,7.9724507331848145
T400,19,t_-6h_input,-50.8574333190918,45.47909164428711,0.06341513246297836,10.000353813171387,7.979904651641846
T500,20,t_-6h_input,-41.63383102416992,40.39861297607422,0.03238441050052643,9.993980407714844,7.993551254272461
T600,21,t_-6h_input,-39.522727966308594,39.177711486816406,-0.06757178157567978,10.006061553955078,7.973114967346191
T700,22,t_-6h_input,-46.613731384277344,38.52610778808594,0.0030173968989402056,10.018523216247559,8.008110046386719
T850,23,t_-6h_input,-43.24994659423828,42.709774017333984,-0.01330592855811119,10.008199691772461,7.983997344970703
T925,24,t_-6h_input,-45.51311111450195,39.96089172363281,0.05585744231939316,10.00144100189209,7.9711079597473145
T1000,25,t_-6h_input,-44.76667404174805,45.60295867919922,0.001258785487152636,9.987606048583984,7.960114002227783
U50,26,t_-6h_input,-45.144630432128906,41.7662239074707,0.02450251579284668,10.017112731933594,7.987416744232178
U100,27,t_-6h_input,-42.089900970458984,40.433048248291016,-0.014188429340720177,10.014791488647461,8.005648612976074
U150,28,t_-6h_input,-45.46543884277344,47.04155731201172,0.00948780495673418,9.98547649383545,7.97236442565918
U200,29,t_-6h_input,-46.253509521484375,42.80485153198242,-0.01411652471870184,9.96520709991455,7.943632125854492
U250,30,t_-6h_input,-41.1396484375,44.209476470947266,-0.024057256057858467,9.958245277404785,7.9462714195251465
U300,31,t_-6h_input,-40.37618637084961,43.14926528930664,0.04604354873299599,10.00525188446045,7.9944586753845215
U400,32,t_-6h_input,-47.225730895996094,40.7950553894043,-0.04393734782934189,10.042915344238281,8.015028953552246
U500,33,t_-6h_input,-39.49327087402344,46.76359176635742,0.08730683475732803,10.021566390991211,7.989762783050537
U600,34,t_-6h_input,-50.43589782714844,44.0540657043457,-0.023531347513198853,10.017183303833008,7.99285888671875
U700,35,t_-6h_input,-45.45758056640625,42.15781784057617,-0.013593514449894428,10.011237144470215,7.980656147003174
U850,36,t_-6h_input,-44.266239166259766,41.51457977294922,-0.02970990538597107,9.960857391357422,7.949939727783203
U925,37,t_-6h_input,-37.76534652709961,42.80230712890625,0.028615333139896393,9.970024108886719,7.9628119468688965
U1000,38,t_-6h_input,-43.378299713134766,44.564605712890625,0.0033472669310867786,10.015902519226074,7.997659206390381
V50,39,t_-6h_input,-41.70714569091797,42.82460021972656,0.06420332938432693,9.9419584274292,7.926056861877441
V100,40,t_-6h_input,-43.13671112060547,41.82273483276367,0.023501340299844742,10.006183624267578,7.99075984954834
V150,41,t_-6h_input,-42.1532096862793,40.29045104980469,-0.018856177106499672,9.978229522705078,7.959163188934326
V200,42,t_-6h_input,-41.12731170654297,48.58172607421875,0.0032473213504999876,9.980511665344238,7.958695888519287
V250,43,t_-6h_input,-43.622596740722656,46.089317321777344,-0.0065027866512537,10.032747268676758,8.002423286437988
V300,44,t_-6h_input,-40.85378646850586,41.6126594543457,0.037939172238111496,9.971036911010742,7.959494113922119
V400,45,t_-6h_input,-43.72201919555664,53.11841583251953,-0.004240591544657946,10.005847930908203,7.981654167175293
V500,46,t_-6h_input,-42.017547607421875,42.9771728515625,-0.02760101854801178,10.027437210083008,7.9960856437683105
V600,47,t_-6h_input,-41.1014518737793,43.79705047607422,0.1273217350244522,10.02278995513916,8.004462242126465
V700,48,t_-6h_input,-45.889686584472656,42.45074462890625,0.05395987257361412,9.957305908203125,7.944894313812256
V850,49,t_-6h_input,-42.55462646484375,46.75747299194336,-0.05331902951002121,10.069014549255371,8.028576850891113
V925,50,t_-6h_input,-42.468048095703125,39.19942855834961,0.011131326667964458,9.984233856201172,7.964505672454834
V1000,51,t_-6h_input,-40.7747688293457,42.628421783447266,0.014285847544670105,10.003621101379395,7.990573883056641
R50,52,t_-6h_input,-44.26090621948242,42.1922721862793,0.0038654569070786238,9.973539352416992,7.976309299468994
R100,53,t_-6h_input,-38.44544982910156,41.74640655517578,0.01667853444814682,9.959259986877441,7.9410529136657715
R150,54,t_-6h_input,-45.216888427734375,38.937374114990234,0.01995742879807949,10.011526107788086,7.991418361663818
R200,55,t_-6h_input,-43.23324203491211,43.624366760253906,-0.0075386702083051205,9.931897163391113,7.907918453216553
R250,56,t_-6h_input,-43.49467849731445,41.47540283203125,0.06144772097468376,9.993327140808105,7.958104133605957
R300,57,t_-6h_input,-40.24497985839844,47.69859313964844,-0.026487769559025764,10.02773380279541,8.009065628051758
R400,58,t_-6h_input,-43.210784912109375,44.596534729003906,-0.09805852174758911,10.017179489135742,7.995307922363281
R500,59,t_-6h_input,-52.211666107177734,39.04258346557617,0.034998390823602676,10.031787872314453,8.001855850219727
R600,60,t_-6h_input,-44.196468353271484,46.809051513671875,-0.010010573081672192,10.020252227783203,7.992398738861084
R700,61,t_-6h_input,-44.685020446777344,44.18948745727539,0.025719959288835526,10.02426528930664,7.99045991897583
R850,62,t_-6h_input,-41.71841049194336,43.113128662109375,0.011090060696005821,9.982226371765137,7.9635138511657715
R925,63,t_-6h_input,-40.39756774902344,42.470394134521484,-0.01192527823150158,9.919315338134766,7.913456916809082
R1000,64,t_-6h_input,-41.63448715209961,43.968719482421875,0.050165124237537384,9.9866361618042,7.974983215332031
T2M,65,t_-6h_input,-51.9774055480957,42.15721893310547,-0.06707994639873505,9.957462310791016,7.945768356323242
U10,66,t_-6h_input,-40.79789733886719,40.27630615234375,0.050369005650281906,9.996114730834961,7.99039363861084
V10,67,t_-6h_input,-41.135650634765625,39.43967819213867,-0.01923409476876259,9.954761505126953,7.946460247039795
MSL,68,t_-6h_input,-41.354183197021484,44.42537307739258,-0.05037602782249451,9.979561805725098,7.9712605476379395
TP,69,t_-6h_input,2.2902497221366502e-05,42.76901626586914,7.974716663360596,6.03406286239624,7.974716663360596
Z50,0,t_0_input,-45.502593994140625,40.96550750732422,0.012458390556275845,10.008930206298828,7.990013122558594
Z100,1,t_0_input,-43.08253479003906,40.36793518066406,0.0455087274312973,10.052701950073242,8.02299690246582
Z150,2,t_0_input,-43.44988250732422,42.81365203857422,0.027372712269425392,9.979031562805176,7.965876579284668
Z200,3,t_0_input,-41.81234359741211,44.698944091796875,0.03789951279759407,9.986062049865723,7.9767537117004395
Z250,4,t_0_input,-41.830833435058594,48.46040725708008,-0.04372056946158409,10.058788299560547,8.02810287475586
Z300,5,t_0_input,-39.56975555419922,43.67287063598633,0.05243027210235596,9.972245216369629,7.952960014343262
Z400,6,t_0_input,-39.00140380859375,43.20698165893555,0.05846897512674332,9.958715438842773,7.96732234954834
Z500,7,t_0_input,-44.15230178833008,46.036659240722656,0.048029858618974686,9.982317924499512,7.967640399932861
Z600,8,t_0_input,-48.657615661621094,41.83864974975586,-0.08025744557380676,9.998695373535156,7.964654445648193
Z700,9,t_0_input,-42.97780990600586,40.41979217529297,0.009150141850113869,10.015880584716797,8.001502990722656
Z850,10,t_0_input,-46.26927185058594,44.056610107421875,0.01017684955149889,10.034246444702148,8.001581192016602
Z925,11,t_0_input,-39.29840850830078,44.224403381347656,0.01995663344860077,10.059625625610352,8.008981704711914
Z1000,12,t_0_input,-44.32008743286133,41.504066467285156,-0.08137713372707367,10.009028434753418,7.972294330596924
T50,13,t_0_input,-42.93105697631836,45.203887939453125,0.012064681388437748,10.024507522583008,7.9956955909729
T100,14,t_0_input,-40.79498291015625,41.79866409301758,0.026884449645876884,9.966402053833008,7.960338592529297
T150,15,t_0_input,-38.70720672607422,44.255531311035156,0.07246468961238861,9.978034019470215,7.964898109436035
