lcoe,lcoe_pv,lcoe_wind,cf_combined,share_pv,share_wind,elec_cost_kg,elec_capex_kg,elec_om_kg,water_kg,grid_kg,lcoh_production,syn_elec,syn_capex,syn_om,syn_total,truck_kg,sea_dist_km,ship_kg,port_kg,crack_heat,crack_capex,crack_om,crack_total,total_delivered,hex_id,lat,lon,financing,interest,wacc,fin_name,int_name,scenario
18.76792320565856,12.750507961093732,25.184862447169028,0.6434280202830696,0.5160653292212734,0.4839346707787265,0.9759320066942451,0.6175626444305954,0.1383854807119501,0.09294222555439545,8.481264424453279,10.306086781844465,0.05271909628469489,0.05099998792380309,0.006,0.10971908420849799,0.03355700641186777,11792.114861531847,0.26558817255702355,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,11.022471758358742,hex_000,-19.71252741732844,21.42667018270944,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
16.4821585074104,9.988928048016946,25.39436178630845,0.7499492215386858,0.5785103769422615,0.42148962305773857,0.8570722423853407,0.5298453525846586,0.11872949972229262,0.08292881991604986,8.068037610762838,9.65661352537118,0.04629838324731581,0.05099998792380309,0.006,0.10329837117111891,0.036365922921936564,12521.435396846739,0.2820143107397914,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,10.385812843540913,hex_001,-23.73345872297537,24.54513625407894,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
19.590986726950966,14.541366593762787,24.111446382859317,0.6176429832313841,0.47235339260793185,0.527646607392068,1.0187313098014503,0.6433443275399366,0.1441627255677152,0.049180145171915095,1.53250209173487,3.387920599815887,0.055031081716005265,0.05099998792380309,0.006,0.11203106963980836,0.005976230267173878,11490.419527904183,0.25879323261045456,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,4.072241845670211,hex_002,-18.69682496106341,15.561555013934129,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
19.274556207097056,11.80567562817847,29.273186753636708,0.6389966796482585,0.5724130057639996,0.4275869942360005,1.002276922769047,0.6218453434303979,0.13934516207411976,0.10266502056713024,6.162577864011333,8.028710312852027,0.05414222838573563,0.05099998792380309,0.006,0.11114221630953873,0.02261158820309016,11811.938762576297,0.26603465681478145,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,8.736019487516323,hex_003,-20.631583651287634,16.186435884488162,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
19.25852636201301,11.038985917450345,32.204801519763876,0.6576293033691809,0.6116596402897782,0.38834035971022196,1.0014433708246766,0.6042265873357627,0.13539709291273008,0.09481353097099844,0.8513866445980159,2.687267226642184,0.05409720055089455,0.05099998792380309,0.006,0.11109718847469766,0.004702876079431683,12995.847200420665,0.2926992612707357,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,3.403287265803936,hex_004,-27.86987182534821,17.57378135786131,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
17.9159006627124,10.460882685175239,29.120026508427244,0.7005155310898192,0.6004630197315312,0.3995369802684689,0.9316268344610449,0.5672352604210948,0.1271079539833846,0.09690008434652543,6.628911105692489,8.35178123890454,0.05032576496155914,0.05099998792380309,0.006,0.10732575288536224,0.027363706443154584,10069.918866662772,0.22679997447438677,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,9.02079138604433,hex_005,-17.292531780358928,13.65259902718,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
21.579805047217132,10.301630621515203,52.771350049285445,0.6819110852113919,0.734441984132174,0.265558015867826,1.122149862455291,0.5827110283499422,0.13057581526601564,0.043098611012822224,4.6369699392466615,6.515505256330733,0.06061767237763293,0.05099998792380309,0.006,0.11761766030143603,0.011644196039473647,10428.773166366575,0.2348822785217697,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,7.1871701045303,hex_006,-19.866323576115764,12.818901074696605,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
20.758302296436664,10.199623960705232,47.05991607999384,0.6871398449911706,0.71354870705959,0.2864512929404101,1.0794317194147065,0.5782769149587899,0.129582204466043,0.0424522116230555,2.166808759994573,3.9965518104571682,0.05831007115069059,0.05099998792380309,0.006,0.11531005907449368,0.02684840997578929,11673.037630301802,0.2629062529347253,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,4.709137245779065,hex_007,-19.567228336676557,17.65986896716307,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
22.6176032502746,11.828523449201153,44.56207433629997,0.5953060758744538,0.6703969013845756,0.32960309861542436,1.1761153690142792,0.6674837126818696,0.1495719588610232,0.11358928576407591,1.8774969423091268,3.9842572686303743,0.06353284753002135,0.05099998792380309,0.006,0.12053283545382446,0.029564986182479405,11539.267657327899,0.25989341570558333,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,4.701769219309149,hex_008,-27.46263640789345,14.176730886712376,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
21.850382709480105,12.019501498586614,39.129114344441106,0.5937589726597885,0.6373654885153849,0.3626345114846151,1.1362199008929654,0.669222913679542,0.14996168477512786,0.06668567015350724,9.244659582477361,11.266749751978503,0.06137772503092962,0.05099998792380309,0.006,0.11837771295473272,0.031239544438581485,12379.452466713108,0.27881649699804295,0.16891891891891891,0.126,0.009601794417968188,0.003,0.1386017944179682,12.002704219706747,hex_009,-23.5953687452532,20.377395925555145,high_risk,low_rates,0.12,High Risk (Baseline),Low Rates,high_risk_low_rates
