region,year,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,glacier_area
alaska,2000,45.88379869548132,50.97137265990765,0.5122242597518045,0.5889067195856142,89847.1
alaska,2001,-27.10431231414758,45.315105856652586,-0.3039877071899747,0.5238527511556423,89430.82
alaska,2002,-49.090521732004326,43.73940940981681,-0.5531482434367275,0.5050664792014296,89014.54
alaska,2003,-60.38343349383753,32.762711072604006,-0.6835927576961328,0.3773014296801541,88598.26
alaska,2004,-139.61243654977957,34.0179893706625,-1.587994895921324,0.3850590263517239,88181.98
alaska,2005,-75.9364588983793,34.00214171122874,-0.8678214126892201,0.3907888797724588,87765.7
alaska,2006,-33.62467247388402,33.41346150038564,-0.3861027357016897,0.3859504506333436,87349.42
alaska,2007,-49.64964952566811,33.02440892276953,-0.5728430684278183,0.3808597452132063,86933.14
alaska,2008,36.92273833725146,32.58004055973452,0.4280534436504274,0.3761956743143984,86516.86
alaska,2009,-91.88170145027088,32.24465731114693,-1.0703548800508138,0.3691178034732737,86100.58
alaska,2010,-73.86920837996944,32.343385894189225,-0.8647031349786927,0.3716170832318943,85684.3
alaska,2011,-45.5027751725263,29.157521312501565,-0.5352498422655079,0.3361901459132969,85268.02
alaska,2012,55.42475171089546,30.148080936014395,0.6551607107852443,0.3471983372878921,84851.74
alaska,2013,-119.81656842938212,29.00415627332505,-1.4233012969736627,0.3282110128846671,84435.46
alaska,2014,-96.90050239940116,28.81743768287512,-1.1567844227390354,0.3285408285541129,84019.18
alaska,2015,-73.32394274102282,28.97833324745177,-0.879689298701769,0.3324529143498325,83602.9
alaska,2016,-92.27650551738216,30.48923159059384,-1.112608830860618,0.3485592328227158,83186.62
alaska,2017,-83.06911803362412,27.636962973575063,-1.0066296122427711,0.3160022218517191,82770.34
alaska,2018,-108.99297703385028,28.924411356939945,-1.3274505209993352,0.3285311496484349,82354.06
alaska,2019,-144.96724967946653,31.31208913455925,-1.7745594286255435,0.3523003152746206,81937.78
alaska,2020,-49.20877235678205,34.77656659343751,-0.6054457153688091,0.4011968972178538,81521.5
alaska,2021,-31.22685347401838,34.534193732586914,-0.3861750935609784,0.3989932363358637,81105.22
alaska,2022,-64.91355586052026,36.826519796080056,-0.8069121060215241,0.424255912990561,80688.94
antarctic_and_subantarctic,2000,-18.995791012237024,55.08026072784176,-0.1492414640992307,0.4157374254838302,127665.25695
antarctic_and_subantarctic,2001,-31.12965808605476,53.47723243260334,-0.2452610364264661,0.4035270065256567,127306.51605
antarctic_and_subantarctic,2002,-16.125234566354507,54.28703506190431,-0.1274047994519427,0.409766011449231,126947.77515
antarctic_and_subantarctic,2003,-29.725715486761946,38.141852438751904,-0.2355272014382316,0.287713020149573,126589.03425
antarctic_and_subantarctic,2004,10.490007275767162,37.79291875859271,0.0833521947268958,0.2852701420831864,126230.29335
antarctic_and_subantarctic,2005,-0.2061686008879221,40.36237708961583,-0.0016428570536097,0.3046943729820781,125871.55245
antarctic_and_subantarctic,2006,-82.18509811946437,39.66497333125076,-0.6567647898839575,0.2978185128188883,125512.81155
antarctic_and_subantarctic,2007,-11.470246634669804,38.17883128629401,-0.0919247840495395,0.2881783410682529,125154.07065
antarctic_and_subantarctic,2008,-9.881790656837852,38.91017947159705,-0.0794222448259163,0.2937081040695881,124795.32975
antarctic_and_subantarctic,2009,-20.936619711003868,38.1472073897723,-0.1687575877864798,0.2878636827253949,124436.58885
antarctic_and_subantarctic,2010,54.21030700577958,38.65199727371667,0.4382202640196784,0.2910644458993552,124077.84795
antarctic_and_subantarctic,2011,-23.802465555915493,38.415496505553065,-0.1929700948271887,0.2898582392998091,123719.10705
antarctic_and_subantarctic,2012,-7.772400110473913,37.8848645988477,-0.063195236170208,0.2859766677595218,123360.36615
antarctic_and_subantarctic,2013,-50.85851340701423,38.22463497018672,-0.4147225530352715,0.2879173926747373,123001.62525
antarctic_and_subantarctic,2014,20.7809251461336,37.3194935400524,0.1699524242530717,0.2816145322009629,122642.88435
antarctic_and_subantarctic,2015,3.1301780762685625,37.44048198949635,0.0256746032501989,0.2826346143761225,122284.14345
