scenario,scenario_label,region,hex_id,lat,lon,cf_pv,cf_wd,cf_eff,lcoe_pv_eur_kwh,lcoe_wd_eur_kwh,lcoe_blend_eur_kwh,w_pv,w_wd,c_elec_per_kg,c_ely_capex_per_kg,c_water_per_kg,c_storage_per_kg,lcoh_plant_per_kg,c_nh3_synth_per_kg,c_truck_per_kg,c_ship_per_kg,c_crack_per_kg,loss_factor,yield_factor,lcoh_delivered_per_kg,ocean_dist_km,road_dist_km,grid_dist_km,waterbody_dist_km,theo_pv,theo_wind
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_000,-19.71252741732844,21.42667018270944,0.22634168884306757,0.31773919959256025,0.26611209666391417,0.042672606539346056,0.05539453002253713,0.0482083818689266,0.5648633371443611,0.4351366628556388,2.295407668130462,1.9296965185059431,0.05,0.1,4.375104186636404,0.9089761115293404,0.2258138741497477,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.753125746684076,401.9486959865509,99.3287389791286,148.1040023836202,209.80741851465152,0.6634168884306757,0.6221119988358864
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_001,-23.73345872297537,24.54513625407894,0.24468278354591483,0.3159428867415721,0.27423537198750664,0.03947392493856797,0.05570947905392749,0.04620704245279649,0.5852856350705822,0.4147143649294179,2.2001153213595814,1.8725359268682034,0.05,0.1,4.222651248227784,0.9033523477700148,0.22646995588037072,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.564643203057013,403.1165214670598,107.64313184893224,164.2124173809309,176.4293997201662,0.8468278354591481,0.6169796764044917
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_002,-18.69682496106341,15.561555013934129,0.21817130228384196,0.3274327182210713,0.26751649962719054,0.04427067047931649,0.053754596445928164,0.04855384944416735,0.5483749050836263,0.45162509491637376,2.311856859962997,1.919566034918611,0.05,0.1,4.381422894881608,0.9099468754157669,0.13387510032024583,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.651773613425131,238.2976785700376,17.689641590834682,25.688858679272823,63.933817239716994,0.5817130228384195,0.649807766345918
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_003,-20.631583651287634,16.186435884488162,0.23165114970014225,0.2873295120632553,0.25420038480248064,0.041694547356893104,0.06125724261590001,0.04961726267947937,0.5950090098684866,0.40499099013151346,2.3624905215814964,2.0201212003030022,0.05,0.1,4.532611721884498,0.9129350666069938,0.08371279932896007,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.776312307394036,149.00878280554892,66.93030108114688,106.87281353179937,242.2167352237675,0.7165114970014225,0.5352271773235865
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_004,-27.86987182534821,17.57378135786131,0.23662753065105008,0.2702768386176819,0.24959231185831549,0.04081769270412852,0.06512216777873586,0.05018199232099404,0.6147088308585159,0.38529116914148404,2.3893797200839018,2.05741748470272,0.05,0.1,4.596797204786621,0.91452195689965,0.1964525113083341,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.9900480415584925,349.6854701288347,13.920513195117785,15.195472596163658,216.0451032366615,0.7662753065105006,0.486505253193377
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_005,-17.292531780358928,13.65259902718,0.2408622233135928,0.2883147939274141,0.2596747717355299,0.040100060933491534,0.06104790320124264,0.0484048227598695,0.6035504888652407,0.3964495111347593,2.3047610608377864,1.9775336010988034,0.05,0.1,4.432294661936589,0.9095281104328901,0.16917469426618814,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,7.754446740841375,301.13095579381485,80.99657107173759,126.02775071490714,223.0002811550848,0.8086222331359278,0.5380422683640402
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_006,-19.866323576115764,12.818901074696605,0.24211226579792855,0.2039149422172034,0.23003854033086296,0.03989302152709833,0.0863154678111768,0.05456661170047881,0.6839117421002201,0.3160882578997799,2.598150239967084,2.2323024034411194,0.05,0.1,4.980452643408203,0.9268427373560022,0.0979828093845126,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.346257951944164,174.40940070443244,34.46682027684199,85.8159970215324,43.66203670940741,0.8211226579792855,0.2968998349062955
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_007,-19.567228336676557,17.65986896716307,0.24293347235199925,0.2165265951977879,0.23426001257216114,0.039758168102320905,0.0812879988949589,0.053398831287894966,0.6715454186730724,0.3284545813269276,2.5425472097507704,2.192075296275713,0.05,0.1,4.884622506026482,0.9235612743966416,0.02896928873430715,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.144958717040803,51.56533394706672,79.4712935283363,40.40842627218149,41.50737207685166,0.8293347235199925,0.3329331291365369
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_008,-27.46263640789345,14.176730886712376,0.23151274927751564,0.22305827035139386,0.22858872798083502,0.041719472735704546,0.07890769350734819,0.0545811937799167,0.6541452971576601,0.34585470284234,2.598844555263748,2.246460667595673,0.05,0.1,4.995305222859421,0.9268837129992227,0.1902176567379615,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.474524717327169,338.58742899357145,87.51235910013904,30.333727092025157,278.63095254691973,0.7151274927751562,0.3515950581468396
S1_AFR_BASELINE,"Africa baseline (high WACC, no de-risking)",Africa,hex_009,-23.5953687452532,20.377395925555145,0.23037648207335432,0.24014454155092219,0.23393083922965902,0.04192524230132101,0.07329341536349156,0.05333935076982215,0.6361245378913588,0.36387546210864125,2.5397150873688177,2.1951598521840636,0.05,0.1,4.884874939552881,0.9233941341408569,0.07049585786857329,0.7584269662921349,0.2842751001851029,1.0416666666666667,1.1494252873563218,8.194781349230553,125.48262700606044,92.4690515382012,148.97292018353946,122.28556717835748,0.7037648207335433,0.4004129758597777
