candidate_id,predicted_probability,hidden_true_label
729,0.993474543094635,0
167,0.9927045702934265,0
441,0.9910867810249329,0
231,0.9888078570365906,0
436,0.9883419871330261,0
830,0.9877321720123291,0
210,0.9863627552986145,0
398,0.9855712652206421,0
607,0.983989953994751,0
737,0.9835950136184692,0
400,0.9823384881019592,0
752,0.9816212058067322,0
943,0.9810835719108582,0
321,0.9771432876586914,0
728,0.9721199870109558,0
134,0.9683647751808167,0
660,0.9667235016822815,1
533,0.9652581810951233,0
563,0.9642411470413208,0
782,0.9633021950721741,0
305,0.9604848623275757,0
314,0.9550291299819946,0
896,0.9539690017700195,0
292,0.9508005380630493,0
289,0.9367601275444031,0
447,0.9310564398765564,0
461,0.9308200478553772,0
909,0.9234980344772339,0
548,0.9214731454849243,0
357,0.9197160601615906,0
559,0.9183970093727112,0
359,0.9148649573326111,0
66,0.9086110591888428,0
74,0.9077775478363037,0
235,0.9074578285217285,0
369,0.9033282399177551,0
55,0.8929055333137512,0
148,0.8890214562416077,0
974,0.8887731432914734,0
744,0.8841525912284851,0
429,0.883926272392273,0
501,0.8777729868888855,0
764,0.8692157864570618,0
61,0.8647840619087219,1
575,0.8618696928024292,1
560,0.8601572513580322,0
135,0.858441174030304,0
77,0.8578003644943237,0
570,0.8574578762054443,0
606,0.8509250283241272,0
