N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment
40,16,10,0.6054921508849767,0.31321344701382126,20,20,depth_scan
40,16,11,0.2506225052301083,0.331377773298767,20,20,depth_scan
40,16,12,0.27245106518479556,0.3718762360232685,20,20,depth_scan
40,16,13,0.5566963543540864,0.3240628597080308,20,20,depth_scan
40,16,14,0.49884545904896194,0.4226610684849083,20,20,depth_scan
40,16,15,0.1095976179399103,0.1713068919344086,20,20,depth_scan
40,16,16,1.0497691758681236,0.3582377851670637,20,20,depth_scan
40,16,17,0.4331330341216577,0.21405936803375736,20,20,depth_scan
40,16,18,0.8827014975274465,0.5151790859617043,20,20,depth_scan
40,16,19,0.3785991736737986,0.28590304126518323,20,20,depth_scan
40,16,1,0.09505100715000259,0.2547615261378119,20,20,depth_scan
40,16,20,0.13095287255154875,0.19518231929343838,20,20,depth_scan
40,16,21,0.3995865102009779,0.31239328973045954,20,20,depth_scan
40,16,22,0.29864278738360395,0.255735262866975,20,20,depth_scan
40,16,23,-0.2029838968415073,0.13178843003234128,20,20,depth_scan
40,16,24,0.3055346280492246,0.24257512907309364,20,20,depth_scan
40,16,25,0.1659671769286437,0.25819240272021027,20,20,depth_scan
40,16,26,-0.05489943030004574,0.22137609426025096,20,20,depth_scan
40,16,27,0.2436981247036294,0.4196168227076177,20,20,depth_scan
40,16,28,0.012777547196026529,0.15517375952206475,20,20,depth_scan
40,16,29,-0.052683830573550416,0.1400529742819002,20,20,depth_scan
40,16,2,0.1235009463475929,0.18203779653489321,20,20,depth_scan
40,16,30,0.6915103442439627,0.31594236363037037,20,20,depth_scan
40,16,31,0.6067765323493592,0.34078729287662507,20,20,depth_scan
40,16,32,0.4559297913228151,0.30527369802768484,20,20,depth_scan
40,16,33,0.3723377265007499,0.2515199124238572,20,20,depth_scan
40,16,34,0.499135160596619,0.32955474127725387,20,20,depth_scan
40,16,35,0.3128147613999557,0.2034426677788313,20,20,depth_scan
40,16,36,1.2515988877289428,0.4424388912508029,20,20,depth_scan
40,16,37,0.6879884851231826,0.3536267892152341,20,20,depth_scan
40,16,38,0.20324232345863247,0.30524818870817466,20,20,depth_scan
40,16,39,0.6698797386974555,0.4213114773447136,20,20,depth_scan
40,16,3,0.33419886331091453,0.2743722704609593,20,20,depth_scan
40,16,40,0.6659138524758355,0.38104903442768856,20,20,depth_scan
40,16,41,0.5765631265269993,0.19968975064290886,20,20,depth_scan
40,16,42,0.2538904609804924,0.23052937852986644,20,20,depth_scan
40,16,43,0.21082745885575238,0.3207084839406726,20,20,depth_scan
40,16,44,0.31623378943876346,0.2323466598330633,20,20,depth_scan
40,16,45,0.30388801634744866,0.41944348687334465,20,20,depth_scan
40,16,46,0.24094286569655643,0.2817576215290409,20,20,depth_scan
40,16,47,0.4159118504740773,0.23078095556955217,20,20,depth_scan
40,16,48,0.6879691797783987,0.3266151610747155,20,20,depth_scan
40,16,49,0.42352887854272425,0.2784166845038988,20,20,depth_scan
40,16,4,0.07587308580741325,0.20708254129118311,20,20,depth_scan
40,16,50,0.28964550257089483,0.2444511067414975,20,20,depth_scan
40,16,5,0.555827352830101,0.29327439780880044,20,20,depth_scan
40,16,6,0.2724776383033096,0.3043935536910584,20,20,depth_scan
40,16,7,0.300433123219352,0.24093128495240745,20,20,depth_scan
40,16,8,0.07635802650973833,0.23218295073302622,20,20,depth_scan
40,16,9,0.14794403763755826,0.26504350351333,20,20,depth_scan
