N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment
40,8,10,0.6844823082662501,0.3587801587249227,20,20,depth_scan
40,8,11,0.6621295591524592,0.33585076842802236,20,20,depth_scan
40,8,12,1.042105283058894,0.45245321562017554,20,20,depth_scan
40,8,13,0.9498245353999777,0.2964498888130015,20,20,depth_scan
40,8,14,0.5395395066459292,0.2375483796351241,20,20,depth_scan
40,8,15,0.7173477088826767,0.4573232357022265,20,20,depth_scan
40,8,16,0.5763318803613713,0.27851382264996893,20,20,depth_scan
40,8,17,0.6712891051820633,0.27054822971029,20,20,depth_scan
40,8,18,0.2438359574439537,0.2329760063534798,20,20,depth_scan
40,8,19,0.7253042772327913,0.3246277588638075,20,20,depth_scan
40,8,1,0.504648516483285,0.30548970497011957,20,20,depth_scan
40,8,20,1.1126529269720007,0.42466299324186346,20,20,depth_scan
40,8,21,0.08188620906846822,0.27722301314707704,20,20,depth_scan
40,8,22,-0.014572742140933181,0.15783120130169248,20,20,depth_scan
40,8,23,0.3246221903253652,0.24378100829175509,20,20,depth_scan
40,8,24,0.5798821919531034,0.38253318733143926,20,20,depth_scan
40,8,25,0.4407688986895413,0.23349134558788748,20,20,depth_scan
40,8,26,1.1247508462483657,0.6234620030327467,20,20,depth_scan
40,8,27,0.36700367010445234,0.29281953986072834,20,20,depth_scan
40,8,28,1.0648218878017022,0.3018197594511512,20,20,depth_scan
40,8,29,1.000785828643715,0.455200959524002,20,20,depth_scan
40,8,2,0.671013536866448,0.33108311040980437,20,20,depth_scan
40,8,30,0.3413383876374445,0.2877747802521925,20,20,depth_scan
40,8,31,1.4198548036449155,0.43340426645475283,20,20,depth_scan
40,8,32,-0.20238658504805362,0.1375678382872283,20,20,depth_scan
40,8,33,0.6483409514830032,0.3248848289390877,20,20,depth_scan
40,8,34,0.17283646762235572,0.20115504125721592,20,20,depth_scan
40,8,35,0.2971540217382356,0.19618885870655162,20,20,depth_scan
40,8,36,0.9592109454431885,0.40920505426844755,20,20,depth_scan
40,8,37,0.5749248083932605,0.310386108906521,20,20,depth_scan
40,8,38,0.3544461621738404,0.252704977473631,20,20,depth_scan
40,8,39,0.7582121767995667,0.22940407042785402,20,20,depth_scan
40,8,3,0.29638105148397176,0.2407402075178682,20,20,depth_scan
40,8,40,0.47400448123849626,0.2483571222204224,20,20,depth_scan
40,8,41,0.7972184296544653,0.33111075758802816,20,20,depth_scan
40,8,42,0.7412806230300748,0.34882644889603587,20,20,depth_scan
40,8,43,0.8403531121606342,0.27350404921487087,20,20,depth_scan
40,8,44,0.43676926384396464,0.2964764810785381,20,20,depth_scan
40,8,45,0.9810095698993238,0.5216904443315928,20,20,depth_scan
40,8,46,0.8754578935640349,0.2850867360078076,20,20,depth_scan
40,8,47,0.3270304087516156,0.25763040846810253,20,20,depth_scan
40,8,48,0.6793575559461644,0.27141045191024626,20,20,depth_scan
40,8,49,1.1920426723100852,0.33355770452397304,20,20,depth_scan
40,8,4,0.4319765643998732,0.22996035353620062,20,20,depth_scan
40,8,50,1.3338733888005363,0.34983502626176644,20,20,depth_scan
40,8,5,0.876432985904745,0.4595271493576044,20,20,depth_scan
40,8,6,0.793074600420973,0.413061441183411,20,20,depth_scan
40,8,7,0.3672279750022014,0.33656417887762713,20,20,depth_scan
40,8,8,0.2403720733406598,0.1916353910987173,20,20,depth_scan
40,8,9,0.5077858215737092,0.29008865173609283,20,20,depth_scan
