N,d,r,fidelity,fidelity_std,n_samples,n_matched,experiment
40,20,10,0.2597154665254595,0.29865310846322934,20,20,depth_scan
40,20,11,0.5196244480446595,0.29160793906111454,20,20,depth_scan
40,20,12,0.03442853267566259,0.21381825103182417,20,20,depth_scan
40,20,13,0.20515015857965957,0.2736326716974537,20,20,depth_scan
40,20,14,0.4039125968968027,0.287027216355866,20,20,depth_scan
40,20,15,0.5940874974152659,0.4712527653517191,20,20,depth_scan
40,20,16,-0.29174492488891657,0.15808888220750528,20,20,depth_scan
40,20,17,0.11743144326931265,0.20831963715909646,20,20,depth_scan
40,20,18,0.8646494635288282,0.4657732679125441,20,20,depth_scan
40,20,19,0.33287014708068186,0.2841835981049086,20,20,depth_scan
40,20,1,0.18897434215569664,0.257809117514037,20,20,depth_scan
40,20,20,0.14790954694142133,0.17852470088457134,20,20,depth_scan
40,20,21,0.12051401313902255,0.2967661271538457,20,20,depth_scan
40,20,22,0.31566939216300716,0.2669190486740779,20,20,depth_scan
40,20,23,0.5703009033220283,0.29560383206595725,20,20,depth_scan
40,20,24,-0.11988195976341609,0.1780419272633554,20,20,depth_scan
40,20,25,0.9178601357397305,0.35040455313699276,20,20,depth_scan
40,20,26,0.19440767526830172,0.21393983177732145,20,20,depth_scan
40,20,27,0.15572882410875355,0.1859143826480602,20,20,depth_scan
40,20,28,0.2679687362329737,0.24104328229957647,20,20,depth_scan
40,20,29,0.25028606510168006,0.2550586053008616,20,20,depth_scan
40,20,2,0.11168167125341633,0.2691814358103047,20,20,depth_scan
40,20,30,0.43588412706518187,0.2709968787943153,20,20,depth_scan
40,20,31,-0.02249427357187861,0.2441796295339056,20,20,depth_scan
40,20,32,0.21859008137076108,0.21087638464876235,20,20,depth_scan
40,20,33,0.2086264066956931,0.23318540073783747,20,20,depth_scan
40,20,34,0.17590280080301524,0.17917937943945056,20,20,depth_scan
40,20,35,0.2398543186357791,0.22334288795715662,20,20,depth_scan
40,20,36,0.09398456671304922,0.17885664072416607,20,20,depth_scan
40,20,37,0.6140618921100134,0.3110594000984431,20,20,depth_scan
40,20,38,1.48435962993217,0.43482896980658975,20,20,depth_scan
40,20,39,0.7065135325778944,0.405659523875341,20,20,depth_scan
40,20,3,-0.0257101780426936,0.21527496815905656,20,20,depth_scan
40,20,40,0.04425123811786591,0.1943467855497709,20,20,depth_scan
40,20,41,0.23083775318391586,0.23805679726141238,20,20,depth_scan
40,20,42,0.5811564420908637,0.31795773746853023,20,20,depth_scan
40,20,43,0.0970332120658628,0.16838663236767065,20,20,depth_scan
40,20,44,0.22195301854581606,0.17670410586291402,20,20,depth_scan
40,20,45,-0.21477823575383004,0.17481206160688112,20,20,depth_scan
40,20,46,0.5177743072068393,0.23556913020000403,20,20,depth_scan
40,20,47,0.5208503955116159,0.24472693036814855,20,20,depth_scan
40,20,48,-0.18653559440681877,0.25258983100075144,20,20,depth_scan
40,20,49,1.0699613694480377,0.5421507108874317,20,20,depth_scan
40,20,4,0.008579551239204397,0.23044665550372992,20,20,depth_scan
40,20,50,0.2403631882425552,0.2583181674986175,20,20,depth_scan
40,20,5,0.3943756575408226,0.35502469581139495,20,20,depth_scan
40,20,6,0.8051156915236564,0.33217262926876284,20,20,depth_scan
40,20,7,0.37109308184911716,0.2514132099522984,20,20,depth_scan
40,20,8,0.10119729014099632,0.22452528806237904,20,20,depth_scan
40,20,9,0.00564128812116893,0.22674428028141932,20,20,depth_scan
