start_dates,end_dates,glacier_area,region,combined_gt,combined_gt_errors,combined_mwe,combined_mwe_errors,cumulative_gt,cumulative_gt_upper,cumulative_gt_lower,cumulative_mwe,cumulative_mwe_upper,cumulative_mwe_lower
2000.0,2001.0,704082.6956499998,global,-78.04414729402814,111.56095088251794,-0.1111786793375206,0.1583621138501352,-78.04414729402814,33.51680358848981,-189.60509817654608,-0.1111786793375206,0.047183434512614614,-0.2695407931876558
2001.0,2002.0,701805.4987500003,global,-215.16931097001844,95.3001011576375,-0.3075164866023069,0.1350498121659405,-293.2134582640466,-86.35240622389114,-500.074510304202,-0.4186951659398275,-0.1252832399237518,-0.7121070919559032
2002.0,2003.0,699528.3018500003,global,-128.46636738674923,91.14634450070768,-0.1841997326262217,0.1289299604899674,-421.6798256507958,-123.67242910993268,-719.687222191659,-0.6028948985660492,-0.18055301206000607,-1.0252367850720923
2003.0,2004.0,697251.1049500001,global,-192.6724697716301,72.79887688516011,-0.2771630264606625,0.1028951725208123,-614.3522954224259,-243.54602199640266,-985.1585688484492,-0.8800579250267117,-0.35482086599985624,-1.4052949840535671
2004.0,2005.0,694973.9080500001,global,-229.2369109878561,73.022158218317,-0.3308421919121849,0.1028436503023272,-843.589206410282,-399.76077476594173,-1287.4176380546223,-1.2109001169388964,-0.582819407609714,-1.8389808262680791
2005.0,2006.0,692696.71115,global,-315.0371756633185,74.19065798809451,-0.4561666396999292,0.1044578602427483,-1158.6263820736006,-640.6072924411658,-1676.6454717060353,-1.6670667566388255,-0.9345281870668949,-2.3996053262107564
2006.0,2007.0,690419.51425,global,-279.8898739792978,72.77317030930298,-0.4066108567264724,0.1025138185768302,-1438.5162560528984,-847.7239961111607,-2029.308515994636,-2.073677613365298,-1.238625225216537,-2.908730001514059
2007.0,2008.0,688142.31735,global,-323.16570882967466,71.78509732133082,-0.4710335566158922,0.1010360421851532,-1761.681964882573,-1099.1046076195046,-2424.259322145642,-2.5447111699811904,-1.608622739647276,-3.4807996003151045
2008.0,2009.0,685865.12045,global,-178.6324817323364,71.86184704387401,-0.2612321087124307,0.1011209402057232,-1940.3144466149095,-1205.875242307967,-2674.753650921852,-2.805943278693621,-1.7687339081539837,-3.843152649233258
2009.0,2010.0,683587.9235500002,global,-231.2381243724868,71.29354455724742,-0.3392890923913098,0.1001020384598227,-2171.5525709873964,-1365.8198221232064,-2977.2853198515863,-3.145232371084931,-2.0079209620854708,-4.28254378008439
2010.0,2011.0,681310.7266500002,global,-231.1966727048064,72.2582027545506,-0.3403621001158775,0.101352981542154,-2402.749243692203,-1524.7582920734621,-3280.7401953109434,-3.4855944712008085,-2.2469300806591943,-4.724258861742422
2011.0,2012.0,679033.5297499998,global,-365.9472468839626,68.11267549573648,-0.540545313270877,0.0950926143458494,-2768.6964905761656,-1822.5928634616882,-3714.8001176906423,-4.0261397844716855,-2.692382779584222,-5.359896789359149
2012.0,2013.0,676756.3328500001,global,-188.0208512243996,67.35045471659744,-0.2786624991943321,0.0941254547446842,-2956.717341800565,-1943.2632599694905,-3970.1714236316393,-4.304802283666017,-2.8769198240338696,-5.732684743298165
2013.0,2014.0,674479.1359500001,global,-304.73798136525033,66.47051377096227,-0.4531718327704068,0.0925856747213776,-3261.4553231658156,-2181.530727563779,-4341.379918767852,-4.757974116436424,-3.2375059820828986,-6.27844225078995
2014.0,2015.0,672201.9390499997,global,-149.889416279315,65.94044282966604,-0.2236536803279121,0.0920570437100916,-3411.3447394451305,-2265.4797010134275,-4557.209777876833,-4.981627796764336,-3.369102618700719,-6.594152974827954
2015.0,2016.0,669924.74215,global,-284.97423508815865,66.77259130583126,-0.4266624477275931,0.0932270670335857,-3696.3189745332893,-2483.6813447957547,-4908.956604270823,-5.408290244491929,-3.7025379993947265,-7.114042489589132
2016.0,2017.0,667647.5452499996,global,-340.6076946742656,68.35959222730513,-0.5116960211749099,0.0952916518024702,-4036.926669207555,-2755.929447242715,-5317.923891172393,-5.9199862656668385,-4.118942368767166,-7.721030162566512
2017.0,2018.0,665370.3483500001,global,-217.68675972042345,66.39070274109359,-0.3281507593734814,0.0924077513562398,-4254.613428927978,-2907.225504222045,-5602.00135363391,-6.24813702504032,-4.354685376784407,-8.141588673296233
2018.0,2019.0,663093.1514499999,global,-243.81282612823085,66.54077158950466,-0.3687965484035694,0.0924649491234518,-4498.426255056209,-3084.497558760771,-5912.3549513516455,-6.616933573443889,-4.631016976064525,-8.602850170823254
2019.0,2020.0,660815.9545499999,global,-412.9645781490086,69.99144862252744,-0.6268117422048606,0.0969733224466875,-4911.390833205218,-3427.470688287252,-6395.3109781231815,-7.2437453156487495,-5.160855395822698,-9.326635235474802
2020.0,2021.0,658538.75765,global,-405.0394156368366,76.20680182507151,-0.6169085501621713,0.1065416966938755,-5316.430248842054,-3756.303302099017,-6876.55719558509,-7.860653865810921,-5.671222249290993,-10.050085482330848
2021.0,2022.0,656261.5607500002,global,-217.7163545547422,81.6846283807594,-0.3327506622695744,0.1151000186974428,-5534.146603396796,-3892.335028273,-7175.958178520592,-8.193404528080496,-5.888872892863125,-10.497936163297865
2022.0,2023.0,653984.3638500002,global,-460.2989143829609,100.8285184125692,-0.7059556646949124,0.138700930079604,-5994.445517779757,-4251.805424243392,-7737.085611316122,-8.899360192775408,-6.456127627478433,-11.342592758072382
2023.0,2024.0,651707.1669499998,global,-548.025110248126,120.16099017378784,-0.8434372990227316,0.1662574332317422,-6542.470628027883,-4679.6695443177305,-8405.271711738036,-9.74279749179814,-7.133307493269422,-12.352287490326855
