feature,importance
Tail_end_2_x,0.1025799117083424
Tail_base_2_x,0.08740610374508273
Tail_end_1_x,0.08470328328006298
Feature_1,0.06758750116849545
Center_2_y,0.06535203167446263
Tail_end_2_y,0.04509000773965759
Feature_2,0.043517591006880976
Center_1_x,0.03519550690544835
Center_2_x,0.027949610784584
Tail_base_1_x,0.027750300643603926
Lat_left_2_x,0.0267570134657404
Nose_2_y,0.026321034207676598
Lat_left_1_x,0.025432928722457667
Lat_left_2_y,0.02515341873132253
Lat_right_1_x,0.01997395238689364
Lat_right_2_x,0.019706117451219373
Ear_right_1_x,0.019574463247211783
Lat_right_2_y,0.018779755337087034
Ear_right_2_y,0.017708605454070506
Nose_1_y,0.017481845202527893
Tail_end_1_y,0.017052213773720463
Ear_left_1_y,0.0156164712145271
Tail_base_2_y,0.015500798405813442
Ear_left_2_y,0.014895985237160382
Nose_1_x,0.014759017199970983
Ear_right_2_x,0.013374944211438295
Center_1_y,0.013311177748934451
Ear_left_2_x,0.01243620104930444
Ear_left_1_x,0.011502415732957627
Lat_right_1_y,0.01058830639399425
Ear_right_1_y,0.008996537470052841
Nose_2_x,0.008502869560717729
Lat_left_1_y,0.008225103649767234
Tail_base_1_y,0.007204310156422485
Ear_right_2_p,0.004678938003720855
Tail_base_2_p,0.0032366738319214642
Tail_end_2_p,0.0027601473920763164
Lat_right_1_p,0.002715361250960906
Tail_end_1_p,0.0019192648749388362
Center_1_p,0.0015019904785534188
Tail_base_1_p,0.0012291213256593486
Ear_left_2_p,0.0009642354209491884
Center_2_p,0.0008661372753353065
Ear_left_1_p,0.0008602500548979165
Lat_left_2_p,0.0008479082650684136
Lat_left_1_p,0.0006372215768951472
Ear_right_1_p,0.0005511227385238522
Nose_2_p,0.0005101095675083478
Lat_right_2_p,0.00037512022673714577
Nose_1_p,0.00035906304864338567
