feature,importance
Feature_2,0.1123473791790048
Feature_1,0.1072019188096997
Tail_end_1_y,0.07168465591186735
Tail_end_1_x,0.06822162518102842
Tail_base_1_x,0.045842233447038125
Tail_end_2_x,0.0381919250464665
Tail_base_2_y,0.03236660618328589
Center_1_y,0.03195822878296093
Tail_base_2_x,0.02922638813223354
Lat_right_1_x,0.027637841917378943
Tail_base_1_y,0.02621963056184658
Center_1_x,0.0231853567168401
Lat_left_1_x,0.022285654197840395
Lat_right_1_y,0.0205925284434509
Ear_right_1_x,0.0199787166831308
Lat_left_1_y,0.017936641477959807
Lat_left_2_x,0.017738554467542775
Nose_2_y,0.017546754413588488
Lat_right_2_y,0.01641497307868555
Ear_right_2_y,0.01635723451006559
Center_2_y,0.015488094366471989
Tail_end_2_y,0.014864984791654937
Nose_1_x,0.014781705214315372
Ear_right_2_x,0.014334007002004651
Ear_left_2_x,0.013819653158182873
Ear_left_2_y,0.013361785174622194
Lat_left_2_y,0.013134681473000384
Lat_right_2_x,0.012259665306309725
Ear_left_1_x,0.012069514173479515
Ear_left_1_y,0.012034607273312624
Ear_right_1_y,0.011061042663307851
Nose_1_y,0.010990481462944715
Center_2_x,0.010942097438142574
Nose_2_x,0.009304392740892337
Lat_right_2_p,0.006444699256237147
Center_2_p,0.0056715304896377315
Tail_end_1_p,0.005156883017177494
Ear_right_1_p,0.004496531434850114
Tail_end_2_p,0.0044688095170168285
Nose_1_p,0.003883209404446086
Nose_2_p,0.0038306413845959233
Lat_left_1_p,0.00379599751180835
Ear_left_1_p,0.0036923397182442295
Center_1_p,0.0030811009110195122
Lat_right_1_p,0.002941619189002417
Tail_base_1_p,0.00271458323817569
Lat_left_2_p,0.002548163283986345
Ear_right_2_p,0.0023887779815907496
Ear_left_2_p,0.0019139678743738914
Tail_base_2_p,0.0015895864072807385
