feature,importance
Mouse_1_Centroid_to_lateral_right,0.11489668164250585
Mouse_2_width_sum_15,0.07156829681102446
Mouse_2_width_median_15,0.06402973819971887
Centroid_distance_median_15,0.05661646000678087
Centroid_distance_mean_15,0.03751479841300128
Centroid_distance_sum_15,0.03142197127660205
Mouse_2_Ear_distance,0.030838692851411494
Mouse_1_Ear_distance,0.030283978674987288
Mouse_1_poly_area_mean_15,0.02961323332952372
Total_movement_centroids_median_15,0.024014284376815218
Total_movement_centroids_sum_15,0.023097383028521785
Mouse_1_Nose_to_lateral_left,0.019828559352049788
Sum_probabilities,0.019766118254259744
Mouse_2_nose_to_tail_sum_15,0.018880295287706173
Total_movement_centroids_mean_15,0.01826153329432691
Nose_to_nose_distance_sum_2,0.01704828282322979
Mouse_1_poly_area_sum_15,0.01694635480223152
M2_Nose_to_M1_tail_base,0.016645370087681213
Mouse_2_Centroid_to_lateral_right,0.01653647581211388
M1_Nose_to_M2_tail_base,0.014645244766470543
Mouse_2_nose_to_tail_median_15,0.010958421847016576
Mouse_2_width_mean_15,0.010665148651527737
Mouse_1_nose_to_tail_mean_15,0.010368789263698266
Nose_to_nose_distance,0.010035382530046846
Mouse_1_poly_area_median_15,0.010024408570222463
Mouse_1_nose_to_tail_median_15,0.009974480117282239
Mouse_1_poly_area_mean_5,0.008623255928322839
Nose_to_nose_distance_sum_5,0.008431796524492125
Mouse_1_Nose_to_lateral_right,0.008273242678826996
Mouse_2_Nose_to_centroid,0.007858417622901128
Nose_to_nose_distance_median_2,0.007837837572816073
Mouse_1_width_median_15,0.007395220224090676
Mouse_1_Nose_to_centroid,0.007340221865881291
Movement_mouse_2_right_ear,0.00649666342508066
Mouse_2_poly_area_median_15,0.006421127147335907
Total_movement_centroids_median_5,0.00616821130653534
Nose_to_nose_distance_median_5,0.005927682841550231
Mouse_2_poly_area_mean_15,0.00572332378662023
Mouse_2_Nose_to_lateral_left,0.005608508990384276
M1_Nose_to_M2_lat_left,0.005560431941785056
Movement_mouse_2_lateral_right,0.0052510363374034435
Mouse_1_width_sum_15,0.005235003444136509
Mouse_1_width,0.005119840508251438
Movement_mouse_1_centroid,0.004911248389153926
Mouse_1_poly_area_sum_2,0.004792866961821751
Mouse_2_Centroid_to_lateral_left,0.004646365401117823
Mouse_1_Centroid_to_lateral_left,0.004430049392852438
Nose_to_nose_distance_mean_15,0.0043785342044028635
Mouse_1_width_mean_15,0.0043385325431056845
Total_movement_centroids_mean_5,0.00422676939636031
Mouse_2_nose_to_tail_mean_2,0.004008611975780136
Mouse_2_poly_area_sum_2,0.0039062344447855124
Nose_to_nose_distance_median_15,0.003832826938235112
Nose_to_nose_distance_mean_2,0.003797215296516339
Mouse_2_nose_to_tail,0.0037011406561907414
Movement_mouse_2_centroid,0.0036766882822286445
Mouse_1_poly_area,0.0036116569317547974
Movement_mouse_1_left_ear,0.003559940334520346
Mouse_2_poly_area,0.003478002329240407
Mouse_2_nose_to_tail_mean_15,0.0033794450629827826
Mouse_1_width_sum_5,0.00336353314431439
Movement_mouse_2_tail_end,0.0032278201321569557
Total_movement_centroids_median_2,0.0031073499008678527
Movement_mouse_2_lateral_left,0.0030425489391206176
Movement_mouse_2_nose,0.002921119743250885
Mouse_1_poly_area_median_2,0.0028440120747403185
Mouse_2_polygon_size_change,0.0025254028859599278
Mouse_2_width_median_5,0.0024360814712540025
Mouse_1_nose_to_tail_mean_5,0.0023714347822980904
Movement_mouse_1_tail_base,0.00224474063071135
Mouse_2_poly_area_mean_5,0.0022078446240876392
M2_Nose_to_M1_lat_right,0.0021510435949840716
Mouse_2_poly_area_median_2,0.00213269892280534
Mouse_1_nose_to_tail_median_5,0.0020945689515775925
Mouse_2_poly_area_sum_15,0.002071257006976937
Mouse_1_nose_to_tail_median_2,0.00199064633708913
Mouse_2_width_mean_5,0.0019231315835955413
Mouse_2_width_mean_2,0.0018069825528625818
Mouse_2_Nose_to_lateral_right,0.001790024187559309
Mouse_2_angle,0.0016732589591052355
M2_Nose_to_M1_lat_left,0.0016622349615393768
Mouse_1_width_median_5,0.0016396477694804695
Mouse_2_width_sum_2,0.0015256914870447173
Centroid_distance_mean_2,0.0014811205380617313
Mouse_1_poly_area_median_5,0.0014458164554619155
Mouse_1_poly_area_sum_5,0.0013516514560292662
Movement_mouse_1_lateral_left,0.0013357296783750462
Mouse_2_poly_area_median_5,0.0012903156120486617
Mouse_1_angle,0.001269460973899195
Mouse_1_polygon_size_change,0.0012594739736705475
Mouse_1_nose_to_tail_sum_15,0.0012360110717632182
Mouse_2_poly_area_mean_2,0.0012010869693830726
Mouse_2_poly_area_sum_5,0.001078952437218239
Movement_mouse_2_left_ear,0.0010359268030033174
Nose_to_nose_distance_sum_15,0.0010102292608870007
Mouse_1_width_median_2,0.0010035190851728421
Centroid_distance_median_2,0.0009736288685800211
Centroid_distance,0.0009729206622148178
Mouse_1_nose_to_tail_mean_2,0.0009217840779347283
Mouse_2_nose_to_tail_sum_2,0.0008012525127869968
Mouse_2_width,0.000779247599193531
Mouse_1_nose_to_tail_sum_5,0.0007774474182831672
Movement_mouse_1_nose,0.0007760077390699224
Mouse_2_nose_to_tail_sum_5,0.0007531972260365853
Mouse_1_poly_area_mean_2,0.000682641864076996
Centroid_distance_sum_2,0.0006558474266960067
Mouse_2_nose_to_tail_mean_5,0.0005477171947659116
Mouse_2_width_sum_5,0.0005179917723226935
Movement_mouse_1_lateral_right,0.0004873617033684318
Movement_mouse_1_right_ear,0.00045563081354438946
Mouse_2_nose_to_tail_median_2,0.00045503950832628793
Mouse_1_width_mean_5,0.0004213711803190483
Movement_mouse_2_tail_base,0.0004157714838914386
Mouse_1_nose_to_tail,0.0003658388225724063
Mouse_1_width_sum_2,0.0003365967866401744
Total_movement_centroids,0.00031850475517312623
Centroid_distance_median_5,0.00031604091273943277
Mouse_1_width_mean_2,0.0003057624209744028
Total_movement_centroids_mean_2,0.00029712698185447076
Total_movement_centroids_sum_2,0.0002589175267080879
M1_Nose_to_M2_lat_right,0.00020368087797052677
Total_movement_centroids_sum_5,0.00016990419825139416
Centroid_distance_mean_5,0.00016122619309202866
Centroid_distance_sum_5,0.0001549499531847509
Movement_mouse_1_tail_end,0.00012486313338063885
Nose_to_nose_distance_mean_5,0.00012060062762368958
Total_movement_tail_ends,0.00011028907897139723
Mouse_2_width_median_2,9.80351237349676e-05
Mouse_1_nose_to_tail_sum_2,6.777970986785646e-05
Mouse_2_nose_to_tail_median_5,1.4320129272884577e-05
