feature,importance
Mouse_2_poly_area_median_15,0.08927225464246444
Centroid_distance_mean_15,0.06998647156613086
Centroid_distance_sum_15,0.06457721483773439
M2_Nose_to_M1_lat_right,0.057694484896813406
M1_Nose_to_M2_tail_base,0.055547992501317214
Mouse_1_poly_area_median_15,0.03781194007877914
Mouse_2_width_sum_15,0.036518841522327226
Mouse_2_width_median_15,0.03553500550342758
Mouse_2_width_mean_15,0.030750602973786973
Mouse_1_angle,0.024175461575658214
M1_Nose_to_M2_lat_left,0.022302257467798736
Nose_to_nose_distance_median_15,0.02208256647658817
M2_Nose_to_M1_tail_base,0.02044077551086306
Mouse_2_Ear_distance,0.013622409066369497
Mouse_1_width_sum_15,0.01287329677562956
Mouse_1_width_median_15,0.011816739650960717
Mouse_1_Ear_distance,0.011764587596958505
Total_movement_centroids_median_15,0.011454109960441812
Mouse_1_Centroid_to_lateral_right,0.011378581658490221
Mouse_1_width,0.011293036585392997
Mouse_1_Nose_to_centroid,0.01111689276037129
Mouse_2_nose_to_tail_sum_15,0.010755065527038374
Mouse_2_nose_to_tail,0.010433319235955838
Movement_mouse_1_nose,0.009883500021134013
M1_Nose_to_M2_lat_right,0.00971112867472567
Mouse_2_Centroid_to_lateral_left,0.00954543498134256
Mouse_1_width_median_5,0.009238328204343088
Sum_probabilities,0.008884192513248039
Mouse_2_poly_area_mean_15,0.008676288322545305
Mouse_1_Nose_to_lateral_left,0.00863444084769468
Mouse_2_Nose_to_lateral_left,0.008581422215956421
Total_movement_centroids_sum_15,0.008476340099509174
Mouse_2_width,0.007758302926361388
Mouse_2_poly_area_sum_15,0.0075111758147191465
Mouse_2_Nose_to_centroid,0.007395277578437319
Movement_mouse_2_left_ear,0.007202737303329188
Movement_mouse_2_tail_base,0.006756875012110251
Movement_mouse_2_nose,0.006711863515165897
Mouse_1_Centroid_to_lateral_left,0.006092242367268504
Total_movement_centroids_mean_15,0.0059458015100112525
Mouse_2_nose_to_tail_mean_15,0.0057681114461047905
M2_Nose_to_M1_lat_left,0.005739056212533402
Mouse_1_nose_to_tail,0.005632531489094198
Movement_mouse_1_centroid,0.005623272033119478
Mouse_2_nose_to_tail_median_15,0.005531906136242888
Movement_mouse_1_tail_base,0.005361032193684003
Mouse_2_nose_to_tail_sum_5,0.00514415825774331
Movement_mouse_1_left_ear,0.004385322015636952
Movement_mouse_1_right_ear,0.0043416978003257035
Mouse_2_nose_to_tail_mean_5,0.004309588131176637
Movement_mouse_2_lateral_left,0.00429994060191821
Movement_mouse_2_centroid,0.004060908978291792
Total_movement_centroids_sum_5,0.004023901301233449
Mouse_1_nose_to_tail_sum_15,0.003991806268761542
Movement_mouse_1_tail_end,0.00373708521383387
Mouse_1_nose_to_tail_median_15,0.0037240526017808004
Centroid_distance,0.00366156962613385
Nose_to_nose_distance_median_5,0.003620434967803193
Mouse_2_angle,0.0036155273027929542
Movement_mouse_2_right_ear,0.003511885436657891
Movement_mouse_2_lateral_right,0.00336507559946189
Mouse_2_poly_area_sum_2,0.003361216582139197
Mouse_2_Centroid_to_lateral_right,0.0033266910429221317
Mouse_1_polygon_size_change,0.003193444797886714
Nose_to_nose_distance,0.002948172359908099
Mouse_2_Nose_to_lateral_right,0.00293134808607916
Movement_mouse_1_lateral_right,0.0028848851680571153
Mouse_2_nose_to_tail_median_5,0.0028740595767085993
Mouse_1_width_mean_15,0.002806896090718768
Mouse_1_poly_area_mean_15,0.0027260931825795125
Total_movement_centroids,0.0023577247467880943
Mouse_1_Nose_to_lateral_right,0.0023158914538804706
Mouse_1_poly_area,0.002291133511495556
