energy_eV,pump_off,pump_on_0,pump_on_30,pump_on_60,pump_on_90,pump_on_120,pump_on_150,pump_on_180
-0.5,15.88063136488637,25.228931613531547,22.622472273991416,22.571456561338945,25.212882139917195,22.52247246955647,22.625536296587896,25.19454500878359
-0.4949748743718593,16.41178127530755,25.75628232338351,23.088868163567096,23.11412601315613,25.713151224071172,23.13484206086979,23.19642853355037,25.73300443029705
-0.4899497487437186,16.969589534899228,26.3111198690526,23.690427053095465,23.802552419047753,26.270829996248096,23.79320191809447,23.69002350316199,26.27946964189389
-0.4849246231155779,17.555764559461863,26.779251420046915,24.19417510447865,24.257671930984824,26.843931862710864,24.217736691157818,24.344287960767943,26.882889124418526
-0.4798994974874372,18.17214034718898,27.401669002807065,24.915900655484517,24.827034763515343,27.421001860744045,24.759369744483013,24.963349264051793,27.383903868672753
-0.4748743718592965,18.82068583661463,28.06718999877198,25.39965394925519,25.399168464368763,28.089407802731955,25.42105588242359,25.38472774883777,27.989090269497492
-0.46984924623115576,19.503514765131076,28.63717526586363,25.994705273816987,26.062235930245652,28.642362850693175,26.038167653171012,25.989685609848628,28.751534598985224
-0.4648241206030151,20.222895984226565,29.168012232886582,26.804206440386498,26.590824444458704,29.293576597135512,26.740189906486705,26.69674928736938,29.24662691135918
-0.45979899497487436,20.981264160099446,29.89811271652592,27.390155080912272,27.364321038139988,29.979658471408076,27.257744332012035,27.3811105104165,29.938001719273228
-0.4547738693467337,21.781230752353665,30.592285157578882,28.010943893374684,28.117242689885156,30.527792136142992,28.121525455195673,28.04234031422033,30.47422511494011
-0.44974874371859297,22.625595116877733,31.36386221427267,28.891209004662322,28.844139223736107,31.262783086588488,28.843989285347234,28.84284957694279,31.3088350671536
-0.44472361809045224,23.517355519054604,32.02254862536047,29.648901026413093,29.731316163124692,32.074633733081804,29.636468605186764,29.675194273548183,32.02546451553768
-0.4396984924623116,24.459719766847368,32.860660938581965,30.425591219861175,30.500805595192205,32.83903189204938,30.441169465516005,30.404321258474038,32.85190274586403
-0.43467336683417085,25.45611507606055,33.703462060147395,31.436948518769526,31.329347113295114,33.79264756919035,31.35300590043688,31.325770381981016,33.75161845408575
-0.4296482412060302,26.510196657400357,34.61834889107701,32.42765255779149,32.383528771181844,34.59676190074174,32.30684508584395,32.32671261253128,34.61511184467489
-0.42462311557788945,27.625854361181826,35.49361297906838,33.259961239897954,33.35075180752143,35.646470501986435,33.25589600708583,33.41435642475875,35.57188090725664
-0.41959798994974873,28.80721652405653,36.587509958256646,34.42606932439369,34.45371703378204,36.54107807788004,34.54066892876699,34.52076788723092,36.69915394050456
-0.41457286432160806,30.058649925451302,37.780028523210575,35.573426578600376,35.52019198033691,37.69752977810743,35.503730688631336,35.48546692682555,37.75154255934141
-0.40954773869346733,31.384754471219352,38.88824589941651,36.786684924440436,36.74849643070566,38.890241579292464,36.72853753569017,36.75433251644573,38.88226173422107
-0.40452261306532666,32.79035086955826,40.1703773380843,38.055759865749984,38.086460887201355,40.19099871269888,38.120590744428654,38.028429254368845,40.1399137695273
-0.39949748743718594,34.280459140954534,41.47974934910071,39.49835315172752,39.465943089478856,41.558779799144865,39.42260688104905,39.48403574521475,41.49782358712468
-0.3944723618090452,35.860265302414255,42.977785726945314,40.89166059757102,40.98984918112435,42.958518705299525,40.94486306696474,41.00831171882674,42.94337512484554
-0.3894472361809045,37.535072982150844,44.46832462553834,42.465108051079184,42.540780796083546,44.478072064048135,42.49323083605716,42.51248147057751,44.50362999230265
-0.3844221105527638,39.31023605546524,46.16548003344016,44.203818637726975,44.28818505771047,46.16762850404779,44.19036875405225,44.23340917735122,46.17093630271491
-0.37939698492462315,41.19106765659757,47.93356121172908,46.076020851980275,46.01865415078845,47.98121323977131,46.039613436783256,46.05517363259183,47.91303108459012
-0.3743718592964824,43.182720140868135,49.8039096399637,47.972291719493974,47.92223207854678,49.77180045446142,48.01331997782978,47.83230153354617,49.804484332773036
-0.3693467336683417,45.29002979540626,51.758692372137496,49.99195895788951,49.941985865463614,51.830777349000044,50.01787718313004,50.08144658541714,51.79094807786535
-0.364321608040201,47.51731940721213,53.904895952132925,52.20132778540965,52.16004471772197,53.985593489680134,52.18723495770798,52.10558429591548,53.97412383147838
-0.3592964824120603,49.86815132200766,56.137159389562534,54.44140530294153,54.325049554371084,56.221668276545834,54.43331941504281,54.39012071495466,56.15529336403725
-0.35427135678391963,52.34502355457006,58.68589460687083,56.795385728805755,56.88098303733928,58.613227910637825,56.81893897110303,56.89314060178871,58.60943919463975
-0.3492462311557789,54.949002104846926,61.14180227749468,59.3383674748833,59.4658406660035,61.14107633391677,59.431448679009115,59.33792074382264,61.004090816380916
-0.3442211055276382,57.679284245670544,63.797634035060454,62.112590947127764,62.11640919301136,63.80329353484307,62.10573500302378,62.01759038589519,63.77050076862681
-0.33919597989949746,60.532690619545384,66.53755213427581,64.91718506482607,64.93068711236593,66.60231681605609,64.78231385123797,64.88782457396779,66.52325378076651
-0.3341708542713568,63.50308903064593,69.48615414260719,67.86231478034854,67.82148478583535,69.46137182671494,67.89055687212993,67.80869612582475,69.46816199176399
-0.3291457286432161,66.58076038614938,72.54820076197375,70.86058866693725,70.77864763365957,72.49723213210878,70.88019946999555,70.8758436403278,72.48688805589411
-0.3241206030150754,69.75172779589748,75.6972134878379,73.94661228521008,74.01002481734518,75.64845690318579,73.95296482652408,74.04194595275295,75.60255898398144
-0.31909547738693467,72.99708360444775,78.84906931334527,77.26059821451692,77.20677753027832,78.85096588005767,77.18037289061161,77.21401120215616,78.88154962925242
-0.31407035175879394,76.292365833919,82.20924944885333,80.44700349704992,80.5000580053022,81.98678827773053,80.49785437104255,80.49472829136272,82.01712441511393
-0.30904522613065327,79.60705407352329,85.4295508321788,83.7674733149982,83.8197098492752,85.38657589583855,83.75404247252268,83.78277414323738,85.49356284535561
-0.30402010050251255,82.90427301847151,88.71681605392263,87.01472895780492,87.05878791504779,88.7103548230241,87.07655047148016,87.15016274566398,88.76160168783792
