Feature,Importance
Tail_end_2_x,0.0749376444551812
Lat_left_2_y,0.049481531697777574
Tail_end_1_x,0.042648891731098516
Tail_base_2_x,0.040996862755633676
Lat_right_1_y,0.03962805738369477
Tail_end_2_y,0.03727303156020254
Tail_base_2_y,0.03428121386282272
Center_2_y,0.034120611320354044
Nose_2_x,0.029292070720159376
Center_2_x,0.029005145300766096
Tail_base_1_x,0.028286283299438848
Ear_left_2_y,0.028271993300699183
Nose_2_y,0.02578087509444905
Ear_right_1_y,0.024055044986438127
Nose_1_y,0.023994858120801883
Lat_right_2_x,0.023672430886186428
Lat_right_2_y,0.022354804899369335
Ear_left_2_x,0.02214191865713869
Center_1_y,0.022105997998195827
Tail_base_1_y,0.021947737906098306
Center_1_x,0.02138815354826741
Lat_left_2_x,0.021333732408422665
Lat_right_1_x,0.021074211435556777
Ear_left_1_y,0.020704379090937048
Ear_right_2_x,0.020643065220091236
Nose_1_x,0.01958418900941387
Ear_right_2_p,0.019379960230169527
Ear_left_1_x,0.01828254464131173
Ear_right_1_x,0.018254492026870996
Ear_right_2_y,0.017891624657040105
Lat_left_1_x,0.01641416958641301
Lat_left_1_y,0.01488960807350245
Tail_end_1_y,0.014252331882579199
Tail_end_2_p,0.010278060658585452
Tail_base_1_p,0.009967907212990828
Tail_end_1_p,0.008766465200779951
Lat_left_1_p,0.008340848690861862
Lat_right_2_p,0.007658378304425666
Tail_base_2_p,0.007504540782750344
Lat_left_2_p,0.007409554849640973
Lat_right_1_p,0.006735242343819975
Center_1_p,0.006728722291524667
Ear_left_2_p,0.006462294795557953
Nose_2_p,0.0056561463135061316
Center_2_p,0.00549368538673954
Ear_left_1_p,0.004202057359752631
Ear_right_1_p,0.0038198134682044626
Nose_1_p,0.0026068145937773986
