Feature,Importance
Tail_end_1_y,0.0697568658143467
Tail_end_1_x,0.06661595206161436
Tail_base_1_x,0.04171160888231669
Tail_end_2_x,0.03990745832454481
Lat_right_1_x,0.0348146914598975
Center_1_x,0.03420168179429868
Tail_base_2_y,0.03183411995379576
Tail_end_2_y,0.031817749736976576
Tail_base_1_y,0.03086713147990978
Tail_base_2_x,0.02989671826798187
Center_1_y,0.029357972427710564
Lat_left_1_x,0.027709076525061115
Lat_right_1_y,0.027210047592434564
Ear_left_2_y,0.02679180357099578
Lat_right_2_y,0.02636192658552403
Nose_1_x,0.02525868115738057
Ear_right_1_x,0.025042153132142305
Ear_left_1_x,0.023135095831831
Nose_2_y,0.023114979650225378
Ear_right_2_y,0.02264078259665442
Lat_left_2_x,0.02260867353157537
Center_2_y,0.021546589381162277
Ear_left_2_x,0.020904897439198076
Center_2_x,0.019786209883111715
Lat_left_1_y,0.019478589522608
Lat_left_2_y,0.019124775641672104
Nose_2_x,0.018047435282327835
Ear_right_2_x,0.017831448011678266
Ear_right_1_y,0.017469622986793762
Lat_right_2_x,0.01638553156638087
Ear_left_1_y,0.015845079218776252
Nose_1_y,0.01467668305520524
Lat_right_2_p,0.011080825163606997
Tail_end_1_p,0.009615924143773099
Ear_left_1_p,0.007959003525402155
Center_2_p,0.007578377210171725
Tail_end_2_p,0.007288502697175885
Ear_right_1_p,0.007107185256047501
Lat_right_1_p,0.007086942883133965
Lat_left_1_p,0.006909958653136238
Nose_1_p,0.006637477831207071
Center_1_p,0.006491902767573298
Lat_left_2_p,0.006218771053012698
Tail_base_1_p,0.005637656365115754
Nose_2_p,0.005005470287962218
Tail_base_2_p,0.004649584241027094
Ear_right_2_p,0.00452882805551104
Ear_left_2_p,0.004451557500011151
