Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Predicted_Glass_kPa,Uncertainty,EI,Rank
0.0028141498986162866,0.3788682920275798,0.0005574783243126829,0.11348507173976213,0.4021532317318448,0.10212177627788435,262.60250450948706,46.245109303747924,3.023253443955535,1
0.004818012933068637,0.33266978509154965,0.020804898638284008,0.10517524229266366,0.4181970300470906,0.11833503099734337,236.090768439033,54.32683788814802,1.8021757201156365,2
0.014925409960590856,0.3658910404473448,0.029605820807598333,0.0989983569623051,0.41682733106470626,0.07375204075745455,257.8547577531906,40.21676508948875,1.4393483580084743,3
0.01683624300293374,0.4058132780030302,0.02009351736403795,0.13073507362723225,0.35801706864522653,0.0685048193575394,268.54140502859946,34.160428599613574,1.402204805255356,4
0.0013941525213917315,0.4730712728500401,0.0193816064785259,0.05291174329341288,0.3679767823164003,0.08526444254022911,274.1338517767381,31.011777907892334,1.3973511057524943,5
0.01589471774618896,0.33602527257693654,0.01124162885122464,0.059209206525815274,0.45930910662275587,0.11832006767707874,224.3364530328189,57.16179058867426,1.3954487910188966,6
0.011964177193036598,0.4029998673707416,0.025141079464759554,0.1396741596785551,0.3432041340692053,0.07701658222370183,264.91490148902915,35.818423825119176,1.3510338160514666,7
0.0010474200465659502,0.25671001912366714,0.021404966143373852,0.14213817735689496,0.47579579440091907,0.102903622928579,216.4852390300266,60.37498623928983,1.3222968469507999,8
0.007429294253622256,0.3265250317820542,0.023718403717632276,0.0504797676604616,0.48214238927239533,0.1097051133138344,221.25535491079063,57.9838499968087,1.316698661713155,9
0.0007091426819574432,0.3198265371694052,0.04997265765069003,0.08027558102952694,0.4682967801355341,0.08091930133288622,235.35178089325666,50.3118898679323,1.2396300060049104,10
0.005281807597242404,0.4451993531158215,0.02588480004754439,0.06428091981310234,0.39501329829333914,0.0643398211329503,275.2586047559179,29.385889353505263,1.2312639309918954,11
0.027512701423201114,0.28863288016403305,0.0032917293183390805,0.08973417888547718,0.4829175365023699,0.10791097370657982,216.2846208784788,59.233427862044124,1.193978089464486,12
0.018402986312392164,0.2494104536370626,0.0013711133493613651,0.14009888467222034,0.4822054739221844,0.10851108810677904,208.75293783505526,62.17591806359487,1.1304746899502653,13
0.001925713168868021,0.36065337995150876,0.014098634785260461,0.1993787477905225,0.36453837352300916,0.05940515078083097,249.48517682982276,41.74011785787006,1.0653766852697695,14
0.015781708523405547,0.2761903597392161,0.005462166150803734,0.1915356222483771,0.4054371618014862,0.10559298153671116,219.03490722219885,56.5554623280015,1.0603605783258692,15
0.010506807931286836,0.25110418725210726,0.03740633653939737,0.12138176206214057,0.4714418837480528,0.10815902246701528,209.6846649906587,60.93782416810878,1.0568699006025,16
0.007979531694421647,0.3043697653688352,0.04455665164898162,0.08232696387330118,0.4321604331201298,0.12860665429433055,212.17868354326504,59.4716426610398,1.0301532685479762,17
0.00939106605682117,0.26224579441722434,0.007148393905485342,0.2017269286294478,0.41961659524612405,0.09987122174489725,215.0787700558185,57.42261466437148,0.9682381975033669,18
0.008254493405118638,0.31819569372118034,0.03826840593599952,0.10317342473805409,0.39620346524423616,0.13590451695541114,214.36577316527269,57.581461406115054,0.952883955568617,19
0.007429745912876646,0.30106981208532113,0.044104097139435916,0.05805306625596319,0.45667507979730537,0.13266819880909766,202.31986125947765,62.786476738002634,0.9230783742440218,20
