hex_id,country,lat,lon,delivered_cost_eur_per_kg,competitive_vs_europe
hex_000,Botswana,-19.71252741732844,21.42667018270944,6.726655886619206,False
hex_001,Botswana,-23.73345872297537,24.54513625407894,5.8975604521647185,False
hex_002,Namibia,-18.69682496106341,15.561555013934129,6.885321096311744,False
hex_003,Namibia,-20.631583651287634,16.186435884488162,6.0469015737755,False
hex_004,Namibia,-27.86987182534821,17.57378135786131,5.981425667942474,False
hex_005,Namibia,-17.292531780358928,13.65259902718,5.865770306729948,False
hex_006,Unknown,-19.866323576115764,12.818901074696605,5.53652053773695,False
hex_007,Namibia,-19.567228336676557,17.65986896716307,5.351076139117026,False
hex_008,Unknown,-27.46263640789345,14.176730886712376,6.295231822534421,False
hex_009,Botswana,-23.5953687452532,20.377395925555145,6.097259265434233,False
hex_010,Namibia,-24.550423709209024,17.12012686421263,5.79209695463186,False
hex_011,Namibia,-17.878820133816777,22.657494744809725,6.018130126519647,False
hex_012,Namibia,-21.273618559032023,20.803711428031487,6.4619233648315895,False
hex_013,Namibia,-19.12686064075004,15.373132979348576,6.760226022653985,False
hex_014,Botswana,-23.67902961407203,22.651637219532816,6.258958218437467,False
hex_015,Botswana,-26.27313533858268,22.266701004955227,5.526537744576363,False
hex_016,Namibia,-22.344982555809985,16.42469730642244,6.041571949822513,False
hex_017,Unknown,-28.23419292674989,15.036593455023418,5.952684427055272,False
hex_018,Namibia,-19.06842593608901,20.554937055649656,6.037215994381186,False
hex_019,Unknown,-21.420027210535224,12.956534770530338,5.755542532465166,False
hex_020,Namibia,-19.902947118975515,13.798714834651516,5.835324126597789,False
hex_021,Unknown,-24.74568838244158,11.103071776514078,6.406097491177329,False
hex_022,Angola,-17.35162370726116,22.016941285029937,5.85650380311516,False
hex_023,Namibia,-18.282546544133627,20.30791199228845,6.163589273589582,False
hex_024,Namibia,-19.659398035114855,20.87231530076869,5.856861244986483,False
hex_025,South Africa,-26.66433550577639,21.93020643430755,5.944610692458737,False
hex_026,Namibia,-23.39934795527559,17.42482085753676,6.385252310187423,False
hex_027,Namibia,-28.47435481055325,18.962376743340517,5.95499829516147,False
hex_028,Unknown,-27.148526095189425,12.957157973787204,5.980484105802077,False
hex_029,Unknown,-20.803412561090543,12.603421029503629,5.9084547183986285,False
