MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,NumAliphaticRings,RingCount,FractionCSP3,HeavyAtomCount,NumHeteroatoms,BertzCT,LabuteASA,BalabanJ
71.079,-0.2229,43.09,1,1,2,0,0,0,0.6666666666666666,5,4,75.33515884998701,30.970548053679245,3.3434170589539596
113.15999999999998,0.8163999999999998,29.1,1,1,3,0,0,0,0.8333333333333334,8,4,116.31544376215959,50.27534588346439,3.620574368950102
183.29499999999996,2.7685000000000013,29.1,1,1,9,0,0,0,0.9090909090909091,13,4,164.66691118104077,82.10005645544744,3.199615834983681
127.18699999999998,1.2065,29.1,1,1,2,0,0,0,0.8571428571428571,9,4,141.86622494879168,56.640287997860995,3.880008135544113
127.18699999999998,1.2065,29.1,1,1,4,0,0,0,0.8571428571428571,9,4,129.6089812188626,56.640287997860995,3.6766124720762505
72.06299999999999,0.37639999999999996,37.3,1,1,2,0,0,0,0.6666666666666666,5,4,73.33515884998701,30.42489110886254,3.3434170589539596
128.171,1.6351,26.3,0,2,5,0,0,0,0.8571428571428571,9,4,117.00820116821994,56.20397104375984,3.361326226111766
125.127,0.74868,50.09,0,3,4,0,0,0,0.6666666666666666,9,5,166.45544330721265,54.23160861083195,3.4573499316025695
154.20899999999997,2.1677,26.3,0,2,3,0,1,1,0.8888888888888888,11,4,166.99763683370966,67.92802411902383,2.2555922581634436
100.11699999999999,0.8549,26.3,0,2,3,0,0,0,0.8,7,4,94.95878455585176,43.47408681496662,3.458823343065989
184.27899999999994,3.051400000000002,26.3,0,2,8,0,0,0,0.9090909090909091,13,4,173.97085663997376,81.66373950134627,3.7395899517375195
156.225,2.4153000000000002,26.3,0,2,7,0,0,0,0.8888888888888888,11,4,139.5763913228534,68.93385527255306,3.2664407468187977
128.17099999999996,1.4909999999999999,26.3,0,2,4,0,0,0,0.8571428571428571,9,4,125.6089812188626,56.20397104375983,3.521680239964231
114.14399999999998,1.2434,26.3,0,2,3,0,0,0,0.8333333333333334,8,4,114.31544376215959,49.83902892936323,3.620574368950102
86.08999999999999,0.4648,26.3,0,2,2,0,0,0,0.75,6,4,84.10749561002055,37.10914470057002,3.459728671545819
184.27899999999997,3.195500000000002,26.3,0,2,9,0,0,0,0.9090909090909091,13,4,162.66691118104077,81.66373950134629,3.199615834983681
114.14399999999999,1.2449999999999999,26.3,0,2,4,0,0,0,0.8333333333333334,8,4,105.9209386162151,49.83902892936323,3.415023942200633
128.17099999999996,1.6335,26.3,0,2,4,0,0,0,0.8571428571428571,9,4,127.60898121886261,56.20397104375984,3.6766124720762505
324.5490000000001,7.096500000000008,26.3,0,2,19,0,0,0,0.9523809523809523,23,4,285.06961450124,145.31316064531242,3.0843390377369175
128.17099999999996,1.6335,26.3,0,2,2,0,0,0,0.8571428571428571,9,4,139.86622494879165,56.20397104375983,3.880008135544113
53.06399999999999,0.81538,23.79,0,1,1,0,0,0,0.6666666666666666,4,3,65.68367439558378,25.86171493809148,3.044841612243345
67.091,1.2054799999999999,23.79,0,1,1,0,0,0,0.75,5,3,92.35314212174468,32.226657052488086,3.6557909262199404
200.23399999999992,1.427,52.6,0,4,10,0,0,0,0.8,14,6,208.9957102711674,84.25455323918946,3.212539807301937
172.17999999999995,0.6468,52.6,0,4,8,0,0,0,0.75,12,6,184.18009270430096,71.52466901039624,3.222980657258338
186.20699999999994,1.0369,52.6,0,4,9,0,0,0,0.7777777777777778,13,6,196.5513656778549,77.88961112479285,3.2204185548358857
56.10799999999999,1.7018,0.0,0,0,2,0,0,0,1.0,4,2,24.72905595320056,27.834077371019376,2.7541847860376616
84.16199999999999,2.482,0.0,0,0,4,0,0,0,1.0,6,2,45.79319390447951,40.563961599812586,2.862065598305084
110.2,2.8721000000000014,0.0,0,0,2,0,1,1,1.0,8,2,87.25838096618136,52.288014675076575,2.239538805558814
28.053999999999995,0.9216,0.0,0,0,1,0,0,0,1.0,2,2,6.0,15.104193142226158,1.9747448713915894
126.243,3.652300000000003,0.0,0,0,7,0,0,0,1.0,9,2,73.9629846897767,59.658787943002416,2.894206463174485
112.216,3.2622000000000018,0.0,0,0,6,0,0,0,1.0,8,2,64.27793097483524,53.293845828605804,2.8861627976234385
56.10799999999999,1.7018,0.0,0,0,1,0,0,0,1.0,4,2,35.30296890880646,27.834077371019372,3.168489872670569
84.16199999999999,2.3379000000000003,0.0,0,0,3,0,0,0,1.0,6,2,52.49022499567306,40.563961599812586,3.0988280941131414
70.13499999999999,1.9478,0.0,0,0,2,0,0,0,1.0,5,2,43.34481288877288,34.19901948541598,3.1442082073698243
70.13499999999999,2.0919,0.0,0,0,2,0,0,0,1.0,5,2,44.041843979966416,34.19901948541598,3.3604351426960575
140.27,4.042400000000003,0.0,0,0,8,0,0,0,1.0,10,2,83.9077646698008,66.02373005739904,2.901852426069752
98.189,2.8721000000000014,0.0,0,0,5,0,0,0,1.0,7,2,54.87784055857758,46.92890371420919,2.8766225950797444
42.080999999999996,1.3117,0.0,0,0,1,0,0,0,1.0,3,2,18.854752972273346,21.469135256622767,2.5395388613593908
70.13499999999999,2.0919,0.0,0,0,3,0,0,0,1.0,5,2,37.06139398862029,34.19901948541599,2.8318199660707846
84.16199999999999,2.3379000000000003,0.0,0,0,1,0,0,0,1.0,6,2,63.41901188909337,40.563961599812586,3.623281003705976
71.079,-0.07540000000000008,29.1,1,1,2,0,0,0,0.6666666666666666,5,4,65.95524697820139,30.970548053679245,3.002590528674132
113.16,0.6765999999999999,29.1,1,2,6,0,0,0,0.8333333333333334,8,4,97.74860596185445,50.065374396869075,2.8385891218139165
141.214,1.8751,29.1,1,1,7,0,0,0,0.875,10,4,119.62548782626678,62.795258625662285,2.9517571314463957
169.26800000000003,2.6553000000000004,29.1,1,1,9,0,0,0,0.9,12,4,142.08368795993283,75.52514285445552,2.9522169798466935
183.29500000000002,3.0454000000000008,29.1,1,1,10,0,0,0,0.9090909090909091,13,4,153.52334773162906,81.89008496885214,2.954539891476961
197.322,3.435500000000001,29.1,1,1,11,0,0,0,0.9166666666666666,14,4,165.09775004326937,88.25502708324875,2.957653370548287
198.26599999999996,0.9912999999999998,58.2,2,2,9,0,0,0,0.8,14,6,212.9957102711674,85.23652713810733,3.2674355212489457
226.31999999999996,1.7714999999999999,58.2,2,2,11,0,0,0,0.8333333333333334,16,6,238.11730005192328,97.96641136690053,3.2467524219624893
268.4009999999999,2.9418000000000006,58.2,2,2,14,0,0,0,0.8666666666666667,19,6,276.39923206105357,117.06123771009037,3.208370344669842
282.4279999999999,3.331900000000002,58.2,2,2,15,0,0,0,0.875,20,6,289.3193712452464,123.42617982448698,3.1968205808046766
310.48199999999997,4.112100000000003,58.2,2,2,17,0,0,0,0.8888888888888888,22,6,315.3938857278572,136.1560640532802,3.1765776161944377
338.5360000000001,4.892300000000004,58.2,2,2,19,0,0,0,0.9,24,6,341.77287077392117,148.88594828207343,3.1896578316237565
294.34999999999997,3.9527000000000028,43.370000000000005,0,3,8,2,0,2,0.2631578947368421,22,5,678.7630176156011,130.16037007862084,1.6902322153384794
280.323,3.5626000000000024,43.370000000000005,0,3,7,2,0,2,0.2222222222222222,21,5,663.6709828705707,123.79542796422423,1.7637431567828497
54.09199999999999,1.4778,0.0,0,0,2,0,0,0,0.5,4,2,42.8127439131334,27.14447433883512,2.964900494759057
54.09199999999999,1.4778,0.0,0,0,2,0,0,0,0.5,4,2,34.81274391313339,27.144474338835117,2.7343859935615478
68.119,1.7972000000000001,0.0,0,0,3,0,0,0,0.6,5,2,50.041843979966416,33.50941645323173,2.6891574118399517
82.146,2.1873000000000005,0.0,0,0,3,0,0,0,0.6666666666666666,6,2,76.59772060569361,39.874358567628335,3.255713678443116
68.119,1.7972000000000001,0.0,0,0,2,0,0,0,0.6,5,2,62.480405877713665,33.50941645323172,3.0797501465304435
144.12599999999998,0.008000000000000007,52.60000000000001,0,4,3,0,0,0,0.6666666666666666,10,6,162.38689879982144,59.114096258913875,4.1781030147917555
172.17999999999998,0.7881999999999999,52.60000000000001,0,4,5,0,0,0,0.75,12,6,185.51796012884756,71.84398048770709,4.1560199517181475
200.23399999999995,1.5684,52.60000000000001,0,4,7,0,0,0,0.8,14,6,208.8589190857419,84.57386471650031,4.091862173608078
111.09999999999998,0.35857999999999995,50.09,0,3,2,0,0,0,0.6,8,5,176.97698926560437,47.866666496435336,4.366369452776389
125.12699999999998,0.74868,50.09,0,3,3,0,0,0,0.6666666666666666,9,5,189.51152955306435,54.23160861083195,4.28179712996177
153.18099999999998,1.52888,50.09,0,3,5,0,0,0,0.75,11,5,214.67979131012987,66.96149283962515,4.022217074182918
181.23499999999996,2.3090800000000007,50.09,0,3,7,0,0,0,0.8,13,5,240.06711246966339,79.69137706841838,3.791830169373823
209.28899999999993,3.0892800000000014,50.09,0,3,9,0,0,0,0.8333333333333334,15,5,265.7214684051023,92.4212612972116,3.6207565290420307
284.35499999999996,3.5629000000000017,38.69,1,3,7,2,0,2,0.3333333333333333,21,5,609.168753913261,125.38016274583957,2.1236924804995008
256.301,2.8278000000000008,38.69,1,3,7,2,0,2,0.25,19,5,540.4534763752205,112.65027851704636,1.9172069099245304
400.51900000000006,2.1029999999999993,82.98,4,6,14,2,0,2,0.4782608695652174,29,8,757.1767175332466,173.2081714279502,1.8994009047857796
456.62700000000024,3.663400000000002,82.98,4,6,18,2,0,2,0.5555555555555556,33,8,818.9358958423861,198.66793988553664,1.752950356251052
484.6810000000003,4.4436000000000035,82.98,4,6,20,2,0,2,0.5862068965517241,35,8,849.99007052804,211.39782411432986,1.6872655648715063
358.3930000000001,4.764300000000003,52.6,0,4,6,3,0,3,0.13043478260869565,27,6,1025.5033013167474,157.60112528539847,1.7599558504408674
358.3930000000001,4.764300000000004,52.6,0,4,6,3,0,3,0.13043478260869565,27,6,1008.2533013167473,157.60112528539847,1.7299642081573963
220.224,2.2123,52.60000000000001,0,4,6,1,0,1,0.3333333333333333,16,6,420.2933668119932,93.85187898766706,2.59784393512379
256.34199999999987,2.987400000000002,52.6,0,4,14,0,0,0,0.8571428571428571,18,6,259.5584583322776,109.7143216967759,3.1680726306893114
172.17999999999995,0.6468,52.6,0,4,8,0,0,0,0.75,12,6,184.18009270430096,71.52466901039624,3.2247663403096944
220.224,2.2123,52.60000000000001,0,4,6,1,0,1,0.3333333333333333,16,6,403.0433668119933,93.85187898766706,2.511191897655054
228.2879999999999,2.2072000000000003,52.6,0,4,12,0,0,0,0.8333333333333334,16,6,234.11730005192328,96.98443746798269,3.145615244138382
144.12599999999998,-0.13339999999999996,52.6,0,4,6,0,0,0,0.6666666666666666,10,6,159.62707505625016,58.794784781603006,3.2765533155320856
114.14399999999999,1.5219,26.3,0,2,5,0,0,0,0.8333333333333334,8,4,95.74860596185445,49.51971745205236,2.9617756061821483
274.31600000000003,3.238500000000002,52.60000000000001,0,4,5,1,1,2,0.5,20,6,507.38202053701366,118.30581629172427,1.8102251842616248
192.16999999999996,1.4321,52.60000000000001,0,4,4,1,0,1,0.2,14,6,392.16034871974904,81.12199475887384,2.8129379448706007
242.22999999999996,2.167,52.6,0,4,5,2,0,2,0.14285714285714285,18,6,654.6640040081876,103.80365929060903,2.2310261791652537
192.16999999999996,1.4321,52.60000000000001,0,4,4,1,0,1,0.2,14,6,392.16034871974904,81.12199475887384,2.9405598661102004
192.16999999999996,1.4321,52.60000000000001,0,4,4,1,0,1,0.2,14,6,374.91034871974904,81.12199475887383,2.7063255689438686
