N2_vs_N3,N2_vs_N4,simulation_index,ratio_N2N4_over_N2N3,log10_ratio
6.475081783392717e-05,6.109219724933829e-05,0,0.9434969208578569,-0.025259512835164144
3.0549136552397496e-06,0.00028854163875762466,1,94.45165111711805,1.9752095542619361
1.441021338003388e-05,2.4025309052229058e-05,2,1.6672417276983147,0.22199857127054537
1.918391658599111e-05,5.682785394420184e-05,3,2.9622654836656186,0.4716239781974267
2.0320717496491743e-05,0.00012254687364758493,4,6.0306371400882846,0.7803631980119481
2.3956227947930905e-05,1.0242768323848387e-05,5,0.42756181591322073,-0.36900108708967316
3.682482070005613e-05,0.002054791538774501,6,55.79909147450021,1.7466271277758691
1.9304241420922428e-05,5.1743660424209246e-05,7,2.680429616267032,0.4282044078425552
1.3841536895823507e-05,5.928820285244854e-05,8,4.283354030601757,0.6317839714739738
1.3305040240562919e-05,0.00022594161912330813,9,16.98165620232268,1.2299800442385136
1.0850557612419623e-05,0.00014990014988986133,10,13.81497202671728,1.140350009871088
4.395980078891672e-05,5.2337683043327706e-05,11,1.1905805327608137,0.07575877710396214
1.047722437476111e-05,5.845038829794999e-05,12,5.578804672614708,0.7465411559809689
4.664209140874231e-05,8.223901802553774e-06,13,0.17631931918499555,-0.7537000997496478
2.0383614265478785e-05,2.564283183683539e-05,14,1.2580120239158712,0.09968479205945555
1.1875500147260955e-05,9.300704703188412e-05,15,7.831842522719844,0.8938639463893898
3.711939054583349e-05,8.51738457786181e-05,16,2.294591708704079,0.360705419968439
9.662750599388347e-06,0.00021646349208341556,17,22.40185026581538,1.350283890077377
3.7860801447931566e-05,4.3268363616805095e-05,18,1.1428274617036391,0.05798066776518456
2.474091608427287e-05,9.461956589410128e-06,19,0.38244164270961806,-0.41743482504042917
1.1016648013620332e-05,0.00017770049528583785,20,16.130178169089135,1.2076391645014792
3.393229069475715e-05,0.0002801514138744694,21,8.25618925626366,0.9167796397105723
3.454704434038183e-05,0.00014692415376687577,22,4.252871890262896,0.6286823006096549
6.36406157768963e-05,4.108580153574114e-05,23,0.6455908861689027,-0.19004260919443186
5.255600095566314e-05,0.0001750875733117564,24,3.331447791460814,0.5226330116434342
3.268794299887901e-05,0.0030616693304919935,25,93.66356673459047,1.9715706918152396
6.476247948313748e-06,5.740926966776085e-05,26,8.86458797222376,0.9476585543139063
0.0002314396762295918,1.035986260558264e-05,27,0.044762690539307065,-1.3490838173345556
4.91413655401231e-06,2.4741474028400367e-05,28,5.0347550900268265,0.701978349639026
5.167610287349198e-05,0.00010591047966084944,29,2.049505937398731,0.31164918080122544
3.07846469620183e-05,7.288208967394616e-06,30,0.23674817438662568,-0.6257133612449486
6.18167889895726e-06,6.127100291141517e-05,31,9.911709086305098,0.9961485467914845
1.7662280750828663e-05,7.891939268553507e-05,32,4.468244718725377,0.6501369507196687
1.848536591273176e-05,0.0003155032847576595,33,17.067732726911142,1.2321758333824648
7.379677189314967e-05,0.00024086987085243064,34,3.2639621581440728,0.5137451149701558
9.80038208590134e-06,0.00014110788724078235,35,14.398202641892677,1.1583082815794938
1.5391066860678075e-05,3.731492146026945e-06,36,0.24244532102971766,-0.6153861929490871
1.934139778135069e-06,0.0001510010452664985,37,78.07142326191973,1.8924920967358136
0.00011335166509244868,0.00011658715077985876,38,1.028543786143514,0.012222784777207953
6.856958873426046e-06,6.797610578575571e-05,39,9.913448081072096,0.9962247364354733
2.773355738169104e-05,6.2698752245343285e-06,40,0.22607540526602382,-0.645746681963534
1.8071289145832552e-05,1.968573603606708e-05,41,1.0893376713308158,0.037162522606399
1.8132960544425776e-05,1.2327538743804648e-05,42,0.6798414805790903,-0.16759234043403132
4.495195525547432e-05,4.4549368156146034e-06,43,0.09910440581051419,-1.0039070379802921
0.00010637756866431732,4.982539649056876e-05,44,0.46838254639750854,-0.3293992966579123
2.5718895198664248e-05,1.919474338844484e-05,45,0.7463284577419076,-0.12706999827690094
3.850585436586153e-05,0.0011672311699579192,46,30.313083274754227,1.4816301125837028
2.778854291197516e-05,4.083324908551455e-05,47,1.469427498046971,0.1671481627292109
5.532714729053518e-05,0.00023616407404433457,48,4.268502635861278,0.6302755539408137
1.2588905296878723e-05,7.607268530174432e-06,49,0.6042835616581029,-0.2187592197152685
5.8622748913802e-05,2.6467445397257232e-05,50,0.45148762020993866,-0.3453541535414423
6.071751090226134e-05,5.6165374597973566e-05,51,0.925027619929686,-0.03384529968910539
5.904319426522127e-05,1.681444380106038e-05,52,0.2847820821741133,-0.5454873389737545
1.0335498294232948e-05,3.0125807115342517e-05,53,2.9147900040922328,0.46460727149670056
1.6901369249319116e-05,3.8493212149169175e-05,54,2.2775203346746538,0.35746226322903973
2.541143481621788e-05,3.7763137292180734e-05,55,1.4860686759836108,0.1720388800245179
5.077861603242986e-06,0.0004632029491166034,56,91.22008146515415,1.9600904557568282
9.855871693996021e-05,7.871978707858627e-05,57,0.7987095360275501,-0.09761113036730161
1.975597031413192e-05,8.88932028269895e-05,58,4.499561469952304,0.6531701892286088
2.6566742754523325e-05,9.554608864104926e-05,59,3.5964547676730647,0.5558746025838306
1.1231561809402436e-05,0.00010428991428403846,60,9.285432965941814,0.9678021590543048
5.306087329368004e-06,4.526610981412629e-05,61,8.530977159683845,0.9309987792042415
1.0932088768346863e-05,3.4026082390437865e-05,62,3.1124959842036892,0.49310879976988004
2.4901709635840407e-05,6.108108701987104e-05,63,2.452887288186774,0.3896775925426444
3.9218990707445405e-05,0.0002003744255646908,64,5.109117342141376,0.7083458773268658
2.3512302955014517e-05,0.00019315806272047036,65,8.21519113164009,0.9146176720256137
2.8288526256196997e-05,3.747015819104716e-05,66,1.3245708826149543,0.12207520393550933
1.427780022065678e-05,0.00012564185500781342,67,8.799804806488172,0.9444730389222976
3.285095578034417e-05,3.958781661875738e-05,68,1.2050735109035733,0.08101354019389044
8.810815905428995e-05,5.207409794401018e-05,69,0.5910246962704495,-0.228394371521634
4.046841187120917e-05,2.832642026949038e-05,70,0.6999637237962115,-0.15492446707627056
4.4937568589311966e-05,4.020731075793616e-05,71,0.8947371213025339,-0.04830454405558518
2.6836118163461385e-05,0.00025003954588380314,72,9.317276975782717,0.9692890060037022
4.4485455673385824e-06,5.586445901913958e-05,73,12.55791542955048,1.098917554004761
7.036182347672615e-06,5.881294687938252e-05,74,8.358644499717421,0.9221358547089629
3.15195527100452e-05,8.80536918704126e-06,75,0.27936212382338194,-0.5538324762804049
1.9782411237955332e-05,3.449899924650358e-05,76,1.743922863170108,0.2415272713990442
3.1049265727331835e-05,3.742897439530015e-05,77,1.2054705165653057,0.08115659285567044
0.0001069279979287352,1.8486686472858215e-05,78,0.17288911071896365,-0.7622323595519528
4.133742536419477e-05,5.131697014252908e-05,79,1.2414166990423716,0.0939175830448489
7.04299415811208e-05,2.987446963094356e-05,80,0.42417285830820006,-0.37245712427795563
2.1986170960899625e-05,5.503767945768804e-05,81,2.503286250050883,0.3985105138948697
8.921968410496879e-06,5.7848447533424327e-05,82,6.4838211560314924,0.8118310271481248
1.8875525094789903e-05,1.588091027121334e-05,83,0.8413493236062,-0.07502365008107058
8.943978028394336e-06,3.098740607972606e-05,84,3.4646111586310617,0.5396544998029653
9.501428325259642e-05,5.486480919623262e-05,85,0.5774374895864233,-0.23849502337880055
4.408516582826434e-05,0.00020709597285843524,86,4.6976339765894615,0.6718791750341442
3.365779808260804e-05,6.803933629041287e-05,87,2.0215028958050216,0.30567436779744017
6.883246273821982e-05,2.2594370662637496e-05,88,0.32825166736467465,-0.48379305922039195
2.652959631927932e-06,8.070727472633223e-05,89,30.421599241478642,1.483182040864031
3.601264853335851e-05,0.0003880296183309162,90,10.77481479795868,1.0324098140609985
5.392917341553645e-06,0.00015021547638465827,91,27.85421449485497,1.4448909156096734
1.985541121133724e-05,9.645290343938864e-05,92,4.8577640831893225,0.6864364195146159
1.464391192874158e-05,0.00011943009438874273,93,8.15561408521841,0.9114566672501182
3.876310474717711e-05,0.00028145367104171913,94,7.260865012682343,0.8609883628290694
2.51264119675828e-05,0.00018177599971311927,95,7.234459100154856,0.8594060657108189
7.677272602258282e-05,9.87049860876996e-05,96,1.2856777556480847,0.10913212995607964
1.0955428782423715e-05,0.00018025881313745468,97,16.453834598117414,1.2162671272544863
4.06438146460472e-05,1.365412522025013e-05,98,0.3359459573162397,-0.473730580726391
2.3522454849875723e-05,8.242508297366757e-06,99,0.3504102080319353,-0.45542325059937533
3.897915813452895e-06,6.037296384085158e-05,100,15.488524311501568,1.190010041781066
7.98141580606335e-06,5.4295418905997456e-05,101,6.8027302705805806,0.8326832514514125
1.7216259206950282e-05,2.603211429987892e-05,102,1.5120656576412161,0.17957064971821377
6.08264497675356e-05,0.0001346994781469551,103,2.214488576297726,0.34527344426690215
3.179965151604365e-05,5.347272948431574e-06,104,0.16815508011884195,-0.7742900077174487
6.222871459575955e-06,2.6319136499752897e-05,105,4.229419918236004,0.6262808062439043
1.738166726810301e-05,2.7940474921064935e-05,106,1.607468057586071,0.2061423517039186
0.0001504361470921196,7.017877790649142e-06,107,0.046650209582619416,-1.3311464007841338
2.2352889758743885e-05,0.00030057587386006415,108,13.446846340862326,1.1286204421558739
1.4416980286954896e-05,9.786280765984508e-06,109,0.6788023962854105,-0.1682566332198687
3.2703166703832645e-05,2.4680536490335437e-05,110,0.7546833832285423,-0.1222352122871212
4.291087769580299e-05,0.00014865061918059689,111,3.4641710252208626,0.5395993248800032
1.267414290234324e-05,0.0001085572211184252,112,8.565251469458717,0.93274011805402
3.3059436514708274e-05,1.3226380654968448e-05,113,0.40007882920460486,-0.39785442938301296
1.4394450881803832e-05,0.00011341005508480084,114,7.878734382856078,0.8964564592805983
4.10610455566377e-05,7.079330115850852e-05,115,1.724098843534306,0.2365621605437853
2.3698824115377248e-05,0.000821938586486795,116,34.682673810531846,1.5401125713992463
3.238515376343836e-05,8.118670520094063e-05,117,2.506911215984326,0.39913895338746785
9.360968219429731e-06,4.220475194971396e-05,118,4.508588316977009,0.6540405813194916
8.797309089877534e-06,1.7889620009061386e-05,119,2.033533189102763,0.3082512648775944
5.148186337731416e-05,2.046939748277462e-05,120,0.3976040519892021,-0.4005491983502164
1.84734744960348e-05,1.8561695784179323e-05,121,1.0047755655366,0.0020690652051711628
2.6596164552970212e-05,0.00025913303594494894,122,9.74324833300106,0.9887037718588185
1.4721909796093704e-05,5.108990395626516e-05,123,3.4703312724970847,0.5403709338544114
4.912946946701167e-05,9.852590949997622e-05,124,2.005434020941996,0.30220837820389196
1.0890842445734311e-05,0.0003076984132189508,125,28.252948727531088,1.4510637813329743
1.746381513415551e-05,2.950179555525227e-06,126,0.1689309886105759,-0.7722906763726352
4.38916934210939e-05,0.0002319847236283,127,5.285390139830206,0.7230770501717045
6.463137491727489e-05,5.343678142388449e-05,128,0.8267932020985326,-0.0826031028033762
1.1845795358238464e-05,8.427464522630348e-05,129,7.1143087211693645,0.8521327072078144
0.00014194167808322607,1.850311579640437e-05,130,0.1303571723701565,-0.8848650685609635
2.7357041846064343e-05,2.020386105118772e-05,131,0.738525062938934,-0.13163476167717303
7.048423760427737e-06,8.989461800328867e-05,132,12.75386115516888,1.105641684732762
2.8927257657285382e-05,0.0008744021238883348,133,30.22761902451251,1.4804039399254316
1.3636268697230228e-05,0.00016666719517616232,134,12.222346074041166,1.0871545765461834
3.087049152294016e-05,0.00022829770733036957,135,7.395337620741132,0.8689580057132774
1.916098203937015e-05,3.97107320991681e-05,136,2.0724789584152985,0.31649012991446274
2.1542031145781248e-05,2.4331649122119362e-05,137,1.1294965157862762,0.05288489556879625
8.037667241250439e-06,1.9590741134610633e-05,138,2.437366532676072,0.38692084356676276
5.38279852721798e-05,2.7829442299465896e-05,139,0.5170069464563284,-0.28650362172736243
6.294051030452987e-06,4.257508310941069e-06,140,0.6764337134131327,-0.1697747553256018
6.599325046684288e-06,2.094960504573508e-05,141,3.174507225744371,0.5016763199431592
2.887836280099544e-05,2.552349034569094e-05,142,0.8838274704690372,-0.05363250414540199
9.934280252551171e-05,4.0511796210269576e-05,143,0.4077980002614276,-0.38955490822329475
1.4057262645408992e-05,5.8564173571869216e-05,144,4.166115057329165,0.6197312598683637
4.031423354338284e-05,7.72435987123138e-05,145,1.9160378834733551,0.28240409160097235
5.850267328759303e-05,4.911244959154605e-05,146,0.8394906904529708,-0.07598411561565448
4.516925746467371e-05,2.4885649245834e-05,147,0.5509421815334633,-0.2588939756645786
1.4651225507892957e-05,4.7397890642776126e-06,148,0.3235080274837199,-0.4901149383380055
6.717295084796541e-06,2.5069517737455752e-05,149,3.7320852249287597,0.5719515526236776
2.1994002463062866e-06,1.5565894021842184e-05,150,7.077335763685502,0.8498697999371458
1.537729043672281e-05,8.747063205444264e-05,151,5.688299405827199,0.7549824475804379
6.496311466389541e-05,0.00014888405988292027,152,2.2918245323244277,0.36018136392345634
6.498466908114208e-06,0.00015420891683746893,153,23.73004571969404,1.3752985749552955
4.028350665642872e-05,0.00012401050611893482,154,3.078443671167946,0.48833121135457724
7.73364076649499e-06,4.259735332759924e-05,155,5.508059478550752,0.7409986213210724
2.2238051428987465e-05,2.6727054428266703e-05,156,1.201861346243124,0.07985436780412483
4.059008754696881e-05,2.0399281936258853e-05,157,0.5025680694246798,-0.29880510769167923
1.0342243688743907e-05,8.190904288499617e-06,158,0.79198523405654,-0.10128291541498241
2.3717589698948465e-05,0.00016439095223448887,159,6.93118290353835,0.8408073593793899
1.3205599402809344e-05,4.054326842147911e-05,160,3.070157376790786,0.4871606380569996
4.048295140371295e-05,1.1205611202696612e-05,161,0.2767982771549822,-0.5578366173381589
2.5306200431185756e-05,1.8545614658884266e-05,162,0.7328486435296635,-0.13498571167183657
2.116269470698496e-05,1.766622911866137e-05,163,0.8347816458756764,-0.07842710822007477
9.501950950205814e-05,5.2649270742862005e-05,164,0.5540890604336535,-0.25642042417721694
3.87851877966279e-05,0.00018000496371653577,165,4.641074955222621,0.6666185825058009
1.0027992249679232e-05,3.2931694276448486e-05,166,3.2839768376867147,0.5164000853230662
1.83543824712336e-05,3.350075181043756e-06,167,0.1825218138662116,-0.7386852239440166
1.8538200378708486e-05,3.984538555753453e-05,168,2.1493664295104824,0.33231046144234316
2.1672666237783474e-05,4.14542465101276e-05,169,1.9127432709620893,0.28165668278908906
