feature,importance
cat__degradation_Average,3.7057349992803825
num__2,1.470982653314224
num__1,1.4655434730212094
num__0,1.4568116436024208
num__3,1.446033228260815
num__4,1.4397167014558536
num__5,1.399607512315764
cat__degradation_Mixed,1.3964131985058545
num__6,1.3836956847117154
num__7,1.3762736825430575
num__8,1.3664896804947047
num__9,1.3629065681062513
num__16,1.1043191042320781
num__19,1.103506191489004
num__18,1.0967724924598394
num__17,1.09615047002183
num__14,1.0855634339146298
num__11,1.0843316890810923
num__10,1.0829693432697103
num__15,1.0769429643342219
num__12,1.0532249110244538
num__13,1.0237643599059387
cat__degradation_Misalignment,0.9455350240379946
cat__degradation_Missing Sections,0.36007034656091425
