hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,LCOH_Base,LCOA_Base,LCOH_Derisked,LCOA_Derisked
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,5.533438189011365,144.27191200397152,4.372791103884841,106.02774458695308
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,5.534606014491874,144.273079829452,4.37395892936535,106.02891241243358
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,5.369787171594853,144.108260986555,4.209140086468327,105.86409356953655
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,5.280498275830364,144.0189720907905,4.119851190703838,105.77480467377208
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,5.4811749631536495,144.2196487781138,4.320527878027125,105.97548136109535
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,5.432620448818629,144.17109426377877,4.271973363692105,105.92692684676034
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,5.305898893729247,144.0443727086894,4.145251808602723,105.80020529167095
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,5.183054826971881,143.921528641932,4.022407741845356,105.6773612249136
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,5.470076922018386,144.20855073697854,4.309429836891861,105.96438331996009
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,5.256972120030874,143.99544593499104,4.09632503490435,105.7512785179726
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,5.553687279259677,144.2921610942198,4.393040194133153,106.04799367720139
