entity,variable,missing_count,negative_count,zero_count,outlier_count_iqr,outlier_rate_iqr,lower_iqr_bound,upper_iqr_bound,mean,std,min,max
BN001,Electricity [kW],0,0,0,0,0.0,12.66320663135684,91.39579882333996,52.01793732694303,11.448828100952591,24.062064419019244,80.27959210349414
BN001,Heat [mmBTU],0,0,0,0,0.0,-2.0945543315132493,24.109983282475252,10.995809748842248,3.8181933061211986,0.2444178054183048,19.88671206519433
BN001,Cooling Energy [Ton],0,0,0,0,0.0,-4.962330734209576,47.97645527349979,21.504178269879926,7.6523101564286895,3.410272421940705,39.43030981137966
BN001,PV Power Generation [kW],0,0,4015,0,0.0,-10.582094492542398,17.63682415423733,3.4386664690239304,3.5407679828743874,0.0,11.034878855815666
BN001,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,5.618351343323834,58.020667930818306,31.88921400758821,7.2530865659195065,16.08731179709554,49.48214731236883
BN002,Electricity [kW],0,0,0,0,0.0,14.829755492970008,93.04510205676709,53.973319289298715,11.444019976107889,26.8096260266747,80.52551503715893
BN002,Heat [mmBTU],0,0,0,0,0.0,-0.9251442483004926,25.012256983126303,12.019623571040821,3.8279796800294377,2.4916518302765605,20.797298507784408
BN002,Cooling Energy [Ton],0,0,0,0,0.0,-3.064358048136441,49.05766159682635,22.97776365607487,7.645677243492814,4.64432640672394,42.3185646373883
BN002,PV Power Generation [kW],0,0,4015,0,0.0,-6.730836420807191,11.218060701345319,2.5527084508003046,2.7182580804778387,0.0,10.271732258780126
BN002,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,5.4326988500426765,62.612117901706405,33.91174522177642,7.864035088354511,17.65949667011926,50.388138785296185
BN003,Electricity [kW],0,0,0,0,0.0,16.696331179029976,95.36947163865489,56.023289861570184,11.44649310295239,30.00670304919887,82.81470831013894
BN003,Heat [mmBTU],0,0,0,0,0.0,-0.1005507877642362,26.127818124704863,13.004142539574659,3.8226705572555657,4.465354135199229,22.32270253011072
BN003,Cooling Energy [Ton],0,0,0,0,0.0,-1.9963592933148462,51.006666569943945,24.50991751119656,7.65746074440022,7.193959903265137,43.007354888732586
BN003,PV Power Generation [kW],0,0,4015,0,0.0,-7.56447070562215,12.607451176036918,2.863706868353562,2.992045482671108,0.0,11.04077534362584
BN003,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,13.57044725833023,57.48897008175122,35.383017760720016,6.16964526963298,21.48307327081749,49.22485513608963
BN004,Electricity [kW],0,0,0,0,0.0,18.819951975303482,97.17862129064197,58.01679934574985,11.44732948287621,31.00241236075219,84.9850057635353
BN004,Heat [mmBTU],0,0,0,0,0.0,1.0403731804699046,26.952136510617756,13.994710557937722,3.8193601159816946,4.818728857399718,22.801752114197555
BN004,Cooling Energy [Ton],0,0,0,0,0.0,-0.5754035128167097,52.5306721909749,25.986159344980233,7.616974065898143,8.151241747402448,44.36367517582549
BN004,PV Power Generation [kW],0,0,4015,0,0.0,-9.815452280555196,16.359087134258658,3.5173409393575157,3.642772379765234,0.0,12.29939508500568
BN004,Greenhouse Gas Emission [Ton],0,0,0,0,0.0,17.62453959845341,55.51932133568371,36.64537423957353,5.65460398460153,22.48989117240944,49.14692731768269
BN005,Electricity [kW],0,0,0,0,0.0,20.269170933332934,99.69585947535697,59.95736173865727,11.508828456766024,31.841969441571933,87.06515864609901
BN005,Heat [mmBTU],0,0,0,0,0.0,1.898710385338715,28.064721323633094,14.999712240669284,3.827552705123291,5.896498993245107,23.76216240079473
