duration_s,capacity_ah,v_start,v_end,v_mean,v_std,temp_rise_c,temp_mean_c,current_mean_a,dv_dt_mid
2354.4235467186513,2.482576847585567,4.170440044488307,2.762558357496103,3.648458477755674,0.34724628475276104,5.9142340227634245,28.957117011381712,-2.0265416416401862,-0.0002944925695055219
2861.5435560462993,2.8259556752732906,4.178476557186316,2.7666675354324703,3.6577602689876656,0.3443470417731647,6.254241841681785,29.12712092084089,-2.045453275864493,-0.0002886940835463293
2606.299228771575,2.21700872296767,4.202603592684165,2.7623517788267145,3.655160846461295,0.34073843479417687,5.7664954578890715,28.883247728944536,-2.029500955851272,-0.0002814768695883537
2890.069724022098,2.5017221513843984,4.211122170518513,2.7785160398876445,3.6793761805626417,0.3348487620834588,7.390384941782756,29.695192470891378,-2.0407687344586987,-0.00026969752416691756
1304.0733604157572,1.3054563107101338,4.172528658782557,2.7471643659168743,3.631477859126946,0.3509394198937267,7.754187950834102,29.87709397541705,-1.9873408732319613,-0.00030187883978745333
1733.3079460723511,1.684218398412766,4.18230958121123,2.74778644338435,3.660770668764843,0.3502376820372237,6.643196630473661,29.32159831523683,-2.048150836187129,-0.00030047536407444743
3587.7633673424994,3.2895149075058265,4.187709474145229,2.7759538718664842,3.661228452245758,0.33823400343721777,5.600083242473908,28.800041621236954,-1.9764581767761888,-0.00027646800687443547
2241.0295706895095,1.9005511113629587,4.207001726489254,2.758505575728147,3.709354031597597,0.3419911809841541,7.44101878751042,29.72050939375521,-2.0202745194520952,-0.0002839823619683081
2401.1174306627777,2.439754705689012,4.177444448411792,2.7709029527966886,3.659739869319675,0.34256354450153814,7.050540558446498,29.52527027922325,-1.9811645752378586,-0.0002851270890030762
2153.62982898471,2.1768058095074045,4.1804382552004675,2.7646372453320858,3.7045958133876957,0.3449150774080616,7.499333702218182,29.74966685110909,-1.9906492301556455,-0.0002898301548161231
2848.0153113509796,2.926542022953303,4.176392928409956,2.762673978859597,3.686430801204311,0.34696502108664523,5.495762239315568,28.747881119657784,-2.0557840431029795,-0.0002939300421732902
2081.5810047255,2.15217698144439,4.169213089615829,2.7558418405972844,3.6991477261113985,0.3495329703029975,5.877279182538779,28.93863959126939,-1.983093714459108,-0.0002990659406059951
1681.8563762962344,1.4424926933790012,4.197027512665438,2.7509784455075947,3.665348293471739,0.3448172129595547,8.219285343112762,30.10964267155638,-1.970597282201413,-0.00028963442591910927
1687.76556808717,1.5227047072351123,4.194946119283263,2.7598370942855537,3.6297744517471138,0.3425662659701597,9.919271427080382,30.95963571354019,-1.9964683845274764,-0.0002851325319403193
2498.5843984984103,2.493640151744011,4.171225818100217,2.7616467390156214,3.6324211654892986,0.3462808973947465,5.974000591149289,28.987000295574646,-2.014506166552135,-0.00029256179478949295
2697.562744405878,2.700238247002076,4.18214842044139,2.762520668547351,3.7060321899169035,0.3458977823777487,7.914733380561626,29.957366690280814,-2.034963757493871,-0.00029179556475549727
2042.9687069954293,2.202728040303983,4.166312399986878,2.7582588561543675,3.6920057732200093,0.3495869499797459,6.616463142801598,29.3082315714008,-1.989400222876366,-0.0002991738999594917
2608.361663821589,2.8130910879483366,4.156786146437914,2.758920531038318,3.6365622123198738,0.35028652964825624,7.943290978934888,29.971645489467445,-2.0220810475517763,-0.0003005730592965124
2144.1850937365953,2.1393460430903364,4.186476541092378,2.764707557066777,3.698678439224781,0.34414360581110304,6.968806302060546,29.48440315103027,-2.010644785045898,-0.00028828721162220606
3440.8152648540895,3.318137765303813,4.188235739752624,2.779380213002271,3.674252905997361,0.3382706253907752,5.165117792414322,28.58255889620716,-2.016660781135589,-0.0002765412507815503
1440.9342307318295,1.5933232724438762,4.162003776825683,2.7405577622997175,3.7024302484120617,0.357091520253448,8.641950361600435,30.320975180800218,-2.0131200649399537,-0.0003141830405068959
1764.5130882081428,1.923778938763255,4.171695257376279,2.7573109964501508,3.6899223519450013,0.34999269111033415,6.776290250120713,29.388145125060355,-2.041489942811556,-0.0002999853822206682
1928.8254670679282,1.657238817482682,4.2030570061506936,2.748241264265739,3.653776821102878,0.3460016430567493,7.963392112691128,29.981696056345562,-2.0606067588789805,-0.0002920032861134985
1836.3731577342776,1.6845967186904711,4.184304074975669,2.748322125024005,3.649236178331329,0.348312938637993,8.752299907431773,30.37614995371589,-1.9996467123624273,-0.0002966258772759859
1761.847472052229,1.5591012883445032,4.204735081998698,2.761183150643449,3.649514619184715,0.34138183356870405,8.042011277425233,30.021005638712616,-2.030069503298699,-0.000282763667137408
2447.4025541580654,2.3774862740352827,4.176408369474054,2.761349419882816,3.648344868396755,0.34566270003346516,7.581659886605964,29.79082994330298,-2.0101414919252996,-0.00029132540006693026
1831.3132075607311,1.692414566105994,4.182923031560135,2.7468395397545864,3.6426820123041144,0.34886147059088946,6.627118229236824,29.31355911461841,-1.9865990042221648,-0.0002977229411817789
2357.743847336739,2.127645135380125,4.203635982030106,2.7684679560484247,3.6750734323352225,0.33967199251539765,8.56877568057609,30.284387840288044,-2.043759222100797,-0.00027934398503079525
1768.5893287798017,1.599158534213311,4.195653862773105,2.745298048796139,3.7074606042061484,0.3487517312627581,6.8938979867384385,29.44694899336922,-2.020032446676207,-0.00029750346252551606
