capacity_ah,r0_ohm,tau_s,diffusion_scale,thermal_gain,particle_radius_um,reaction_rate
0.8150941849797684,0.06416546418202893,176.25184742936582,0.5826052639418813,1.918744302028165,16.10060944120908,1.0504777205960194
0.8638391398728014,0.02290172007618785,178.96819182277162,1.553258403951535,2.880976466815352,13.708903371997984,1.2063544767734584
0.872315244083822,0.05404015548245844,141.5299855780942,1.2218723654877919,3.042298251040099,14.109208390021948,0.5444838245198294
0.8794356141799459,0.05360341856382059,162.6725222555152,0.5064432330058525,0.3574048172286404,9.188331974906824,0.5039123924684256
0.8024357127116386,0.05352031095545505,47.96025387616713,1.0200649805351318,2.1823223285581577,17.690738507349124,0.7310608883774484
0.8095043869337148,0.03491817582437753,59.05890819371716,0.8275461813018983,3.5244024800709,11.889071202028193,1.4243346436078843
0.7788748895408324,0.06289689055850543,82.0281714061551,1.0243904712850065,4.448166954946264,9.817791797401743,0.45663500899205006
0.7303584364651629,0.07329334404304456,123.3973005010913,1.1484261512449958,4.111135321912107,11.30737086553434,0.6864385419379562
0.7635587850935257,0.029266980193805497,53.31540776735319,1.0157709398529282,6.27108796050946,13.988222594846421,1.0228695277870377
0.79551458380941,0.02599261619599993,231.36368755309206,1.1848815856785093,7.622613998692499,15.8492295541358,1.2471265652215355
0.8224105897196585,0.07280233832489878,94.85375220646833,1.5655321210282693,5.4792226301108125,11.44296540269945,0.42341281248446666
0.7834742014521971,0.03533501291556018,211.47923732332765,0.7586713729193453,7.261248175180799,3.579649490383349,0.4216660541601846
0.6570738699695275,0.047756161082909504,218.10180157144796,0.9330762455394973,4.544516376279552,10.487473880622415,0.9256953757945738
0.7880431998437176,0.08341461510118303,119.22695888376462,1.2953969758217043,7.5915962320917485,5.940954684736165,0.5698247001613679
0.6745341642074498,0.08767111193913589,43.866853746740546,1.0946005857323786,7.649788400513873,5.150770590566307,1.2364424981920688
0.6984512957545171,0.020064241158083224,94.7001780939901,1.3338072180756932,6.827965301379415,16.588605592754163,1.0735952732704095
0.7552891847399372,0.05738242438362344,179.80184997958895,0.6142867714318153,5.963219739602197,6.082013426101227,0.5191358139204498
0.7655719546497073,0.05563185523696018,145.16172291276325,0.9598311113577204,2.4211225679710586,3.523959645653453,0.497012018361511
0.8731958911615281,0.06781647217796562,100.6287522451684,1.4968247108556447,4.397725427086175,17.801871997040582,0.46283787772059926
0.8744388042481105,0.03988105985932717,21.091638580622444,0.48608288157351714,0.553569287507428,4.230431619318743,1.3198345400001554
0.6564638923621507,0.03324275085065864,35.78946363317584,0.9628565438952479,5.993686807985907,14.843325608422703,0.7833368620053149
0.8497830531656368,0.06801546032963107,40.15874223737721,1.3923474161516114,6.2547178563754695,6.546493772775035,1.0568919277129218
0.6695380934411936,0.04173823865581201,161.7968809459257,0.6706811547306162,5.243640071809509,12.68078381270206,0.8917845181080883
0.7708683283978593,0.030823141701062262,225.68628206273542,1.5708902950612171,0.7017210362151675,8.25425525642169,1.5263834970558716
0.7057011921279905,0.0690054950705752,169.4933301260153,0.7569698857415366,7.543253798792431,5.601598910748776,1.573670784364836
0.8891479539085866,0.05436590534299965,67.30279562651286,0.7702166454674904,5.003351893073908,3.877730187728037,0.8542131067206045
