Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,EI,RFR_pred_kPa,GP_mean_kPa,GP_std_kPa,Formulation_ID
0.032632595641170374,0.6123627920057881,0.2830941140773322,0.02462103600457842,0.0013375547828790666,0.04595190748825176,5.349114090382788e-14,74.79422774913206,66.67156947591236,22.988047880681773,New-020
0.2944904237787621,0.05250534495409367,0.38995172352538204,0.1995465835804253,0.05610473577717204,0.00740118838416475,3.839176331915721e-14,74.78971808092824,66.53939203558849,22.87959616640806,New-019
0.22673877223592928,0.12686295118899302,0.3680139366208977,0.19060237217637035,0.05959265620387804,0.028189311573931564,3.453358388589837e-14,74.80075842063098,67.38018675834381,22.731479196068783,New-018
0.3358268001016563,0.15636107272834,0.2813364578132761,0.11276144068765188,0.03479828511188458,0.07891594355719121,3.40616995466167e-14,74.76500252755027,64.04620180089994,23.15614740280893,New-017
0.2683530676057629,0.055291647283951126,0.320606558278372,0.21167272751188854,0.11461665092496166,0.0294593483950638,2.8597119654845574e-14,74.8778520747947,65.8424592998151,22.85929966430792,New-016
0.19788662009066768,0.10766133790491363,0.3663300011421495,0.17727464420078104,0.12771904985232063,0.02312834680916768,2.660257009214394e-14,74.97570534207472,66.82409084626849,22.706399209221154,New-015
0.24128624628580866,0.09694788912786248,0.4761713580102399,0.07591115343791154,0.10919826226357493,0.00048509087460253593,2.6434612012616092e-14,74.79162188798068,65.47552835143229,22.87722150328704,New-014
0.17059582740793103,0.15500469502438222,0.3884746710561907,0.15283340928082736,0.10295265356870423,0.030138743661964593,2.609200515342618e-14,74.93918729536558,67.35813128535338,22.630694921221984,New-013
0.07763793853341441,0.167760965504344,0.34365628593246317,0.20288187573689204,0.20238537760852648,0.005677556684360011,2.5639413584010847e-14,74.95079380633513,68.41067616690538,22.4891669917758,New-012
0.1343090585431159,0.08036632230906497,0.34649298802399,0.31005111755855785,0.11603444454160586,0.012746069023665456,2.5183821644078057e-14,74.84095658057436,69.16613918662453,22.38567710560933,New-011
0.12174649056890358,0.13314019991222922,0.349507067514988,0.29831354661226955,0.03515579872122837,0.06213689667038133,2.4908698815707785e-14,74.76508963082205,70.40372150941522,22.222879633422853,New-010
0.3146742991724441,0.12814736882738373,0.36987794170094357,0.08395042055068158,0.018896465593988217,0.08445350415455893,2.3854215661883303e-14,75.0215652146862,64.55223220682804,22.957527500575253,New-009
0.33013193064764507,0.09151152104351691,0.2763139958448757,0.13852905003390703,0.06789154370960225,0.09562195872045305,2.3052317034104003e-14,74.76556869881706,64.04943663025365,23.00925015901494,New-008
0.0810565865404894,0.11041149418385876,0.3832100712511751,0.23122097391820168,0.18740009179543887,0.00670078231083609,2.2572230560200687e-14,74.86048948927923,68.94187850313611,22.374769542313956,New-007
0.03851330565971103,0.15716997387485507,0.38689255229921715,0.22745629395644526,0.17960927943951843,0.010358594770253029,2.2569340830983216e-14,75.35419083393599,69.84809464189317,22.258618109292883,New-006
0.24760485385785555,0.12203169705960988,0.2741517742585384,0.1381682889297648,0.15570730468707777,0.06233608120715355,2.215871662542582e-14,74.88050146597912,64.44070775867185,22.94447401551715,New-005
0.10689768320879528,0.14628588473359724,0.37996960478479425,0.171112115855687,0.1769401901830676,0.01879452123405862,2.1850451063425708e-14,75.00627859048234,67.83686628106506,22.504517955245184,New-004
0.1215842951770301,0.08169908646250858,0.381319438167718,0.17605123297544104,0.23929306523257265,5.288198472938033e-05,2.1718532606174926e-14,74.82765155580437,66.95529081835583,22.615178415547067,New-003
0.21476078101969548,0.01325244252456257,0.20507964861895978,0.06659307523149305,0.49105289597882756,0.009261156626461478,2.1407402609794132e-14,75.21410710073128,60.07312961924003,23.490470883306863,New-002
0.0609968623579564,0.09356793699444295,0.16774522608016817,0.16681868248493809,0.48392093377115647,0.026950358311337866,2.127172648146892e-14,75.00201162366763,64.62375908198368,22.905940988889775,New-001
