hex_id,lat,lon,scenario,wacc,lcoh_production,nh3_conversion_cost,shipping_cost,reconversion_cost,total_delivered_cost,delivery_factor,capacity_factor,annual_h2_production_kg,total_capex_eur,capex_breakdown
hex_000,-19.71252741732844,21.42667018270944,baseline_wacc,0.08,3.527095674880199,0.33915896778513555,0.12985748653160326,0.4436968602534538,4.883821448250051,0.9,0.3334114128974104,2920.683976981315,90388.4238799974,"{'electrolyzer': 22500.0, 'pv': 13569.30808548562, 'wind': 12403.060402180792, 'bos': 7270.855273149961, 'grid_connection': 7405.200119181011, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_001,-23.73345872297537,24.54513625407894,baseline_wacc,0.08,3.479884963199364,0.3391589677851356,0.12989193738327828,0.44369686025345384,4.8314033806620955,0.9,0.3407543093932577,2985.007750284937,91139.42463053025,"{'electrolyzer': 22500.0, 'pv': 13143.380505168509, 'wind': 12781.666243947766, 'bos': 7263.75701236744, 'grid_connection': 8210.620869046545, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_002,-18.69682496106341,15.561555013934129,baseline_wacc,0.08,3.428563583952289,0.33915896778513555,0.12502978151781613,0.4436968602534539,4.768977230537056,0.9,0.3215573000580777,2816.8419485087607,84733.23015253656,"{'electrolyzer': 22500.0, 'pv': 14924.966023976533, 'wind': 11452.240253043401, 'bos': 7331.58094155299, 'grid_connection': 1284.442933963641, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_003,-20.631583651287634,16.186435884488162,baseline_wacc,0.08,3.6165290837939383,0.33915896778513566,0.12239575909276368,0.4436968602534539,4.974901094333273,0.9,0.31786360965060423,2784.485220539293,88363.99810291565,"{'electrolyzer': 22500.0, 'pv': 12260.453515094734, 'wind': 13744.205116492809, 'bos': 7275.698794738132, 'grid_connection': 5343.640676589968, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_004,-27.86987182534821,17.57378135786131,baseline_wacc,0.08,3.592643194341895,0.3391589677851356,0.12831572136880062,0.44369686025345384,4.954938953026599,0.9,0.3042214708941456,2664.980085032715,84011.61434376638,"{'electrolyzer': 22500.0, 'pv': 11734.25673448847, 'wind': 14471.69171243171, 'bos': 7305.892267038026, 'grid_connection': 759.7736298081828, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_005,-17.292531780358928,13.65259902718,baseline_wacc,0.08,3.646253321892806,0.3391589677851356,0.12688336319591753,0.44369686025345395,5.012914252335519,0.9,0.3186518351419313,2791.3900758433183,89313.00028669636,"{'electrolyzer': 22500.0, 'pv': 12290.856498331636, 'wind': 13706.19806771273, 'bos': 7274.558184906655, 'grid_connection': 6301.387535745357, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_006,-19.866323576115764,12.818901074696605,baseline_wacc,0.08,4.71428870785856,0.3391589677851356,0.12314507732078078,0.4436968602534539,6.195466585769539,0.9,0.25113195377376274,2199.9159150581618,91056.92020697585,"{'electrolyzer': 22500.0, 'pv': 9686.518216987992, 'wind': 19575.32557075046, 'bos': 7764.276568160768, 'grid_connection': 4290.79985107662, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_007,-19.567228336676557,17.65986896716307,baseline_wacc,0.08,4.361026688236006,0.33915896778513555,0.11952117735143848,0.44369686025345384,5.7989266751118755,0.9,0.2612212761582303,2288.2983791460974,87604.17467307937,"{'electrolyzer': 22500.0, 'pv': 10075.677794674595, 'wind': 18158.02077877783, 'bos': 7610.054786017864, 'grid_connection': 2020.4213136090743, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_008,-27.46263640789345,14.176730886712376,baseline_wacc,0.08,4.227715634266646,0.3391589677851356,0.12798832915531036,0.4436968602534538,5.660211228261334,0.9,0.2664466162811151,2334.072358622568,86619.39926649994,"{'electrolyzer': 22500.0, 'pv': 10277.226627985867, 'wind': 17538.175904099942, 'bos': 7547.31037981287, 'grid_connection': 1516.686354601258, 'battery': 27000.0, 'h2_storage': 240.0}"
hex_009,-23.5953687452532,20.377395925555145,baseline_wacc,0.08,4.252925740958873,0.3391589677851356,0.12170173749667879,0.4436968602534539,5.681237356076441,0.9,0.28011563324073774,2453.8129471888624,91607.24646164886,"{'electrolyzer': 22500.0, 'pv': 10804.460139285597, 'wind': 16189.97503677692, 'bos': 7424.165276409377, 'grid_connection': 7448.646009176973, 'battery': 27000.0, 'h2_storage': 240.0}"
