mol_wt,logp,num_atoms,num_rings,num_hba,num_hbd,num_rot_bonds,tpsa
71.079,-0.2229,7,0,1,1,2,43.09
113.15999999999998,0.8163999999999998,10,0,1,1,3,29.1
183.29499999999996,2.7685000000000013,15,0,1,1,9,29.1
127.18699999999998,1.2065,11,0,1,1,2,29.1
127.18699999999998,1.2065,11,0,1,1,4,29.1
72.06299999999999,0.37639999999999996,7,0,1,1,2,37.3
128.171,1.6351,11,0,2,0,5,26.3
125.127,0.74868,11,0,3,0,4,50.09
154.20899999999997,2.1677,13,1,2,0,3,26.3
100.11699999999999,0.8549,9,0,2,0,3,26.3
184.27899999999994,3.051400000000002,15,0,2,0,8,26.3
156.225,2.4153000000000002,13,0,2,0,7,26.3
128.17099999999996,1.4909999999999999,11,0,2,0,4,26.3
114.14399999999998,1.2434,10,0,2,0,3,26.3
86.08999999999999,0.4648,8,0,2,0,2,26.3
184.27899999999997,3.195500000000002,15,0,2,0,9,26.3
114.14399999999999,1.2449999999999999,10,0,2,0,4,26.3
128.17099999999996,1.6335,11,0,2,0,4,26.3
324.5490000000001,7.096500000000008,25,0,2,0,19,26.3
128.17099999999996,1.6335,11,0,2,0,2,26.3
53.06399999999999,0.81538,6,0,1,0,1,23.79
67.091,1.2054799999999999,7,0,1,0,1,23.79
200.23399999999992,1.427,16,0,4,0,10,52.6
172.17999999999995,0.6468,14,0,4,0,8,52.6
186.20699999999994,1.0369,15,0,4,0,9,52.6
56.10799999999999,1.7018,6,0,0,0,2,0.0
84.16199999999999,2.482,8,0,0,0,4,0.0
110.2,2.8721000000000014,10,1,0,0,2,0.0
28.053999999999995,0.9216,4,0,0,0,1,0.0
126.243,3.652300000000003,11,0,0,0,7,0.0
112.216,3.2622000000000018,10,0,0,0,6,0.0
56.10799999999999,1.7018,6,0,0,0,1,0.0
84.16199999999999,2.3379000000000003,8,0,0,0,3,0.0
70.13499999999999,1.9478,7,0,0,0,2,0.0
70.13499999999999,2.0919,7,0,0,0,2,0.0
140.27,4.042400000000003,12,0,0,0,8,0.0
98.189,2.8721000000000014,9,0,0,0,5,0.0
42.080999999999996,1.3117,5,0,0,0,1,0.0
70.13499999999999,2.0919,7,0,0,0,3,0.0
84.16199999999999,2.3379000000000003,8,0,0,0,1,0.0
71.079,-0.07540000000000008,7,0,1,1,2,29.1
113.16,0.6765999999999999,10,0,2,1,6,29.1
141.214,1.8751,12,0,1,1,7,29.1
169.26800000000003,2.6553000000000004,14,0,1,1,9,29.1
183.29500000000002,3.0454000000000008,15,0,1,1,10,29.1
197.322,3.435500000000001,16,0,1,1,11,29.1
198.26599999999996,0.9912999999999998,16,0,2,2,9,58.2
226.31999999999996,1.7714999999999999,18,0,2,2,11,58.2
268.4009999999999,2.9418000000000006,21,0,2,2,14,58.2
282.4279999999999,3.331900000000002,22,0,2,2,15,58.2
310.48199999999997,4.112100000000003,24,0,2,2,17,58.2
338.5360000000001,4.892300000000004,26,0,2,2,19,58.2
294.34999999999997,3.9527000000000028,24,2,3,0,8,43.370000000000005
280.323,3.5626000000000024,23,2,3,0,7,43.370000000000005
54.09199999999999,1.4778,6,0,0,0,2,0.0
54.09199999999999,1.4778,6,0,0,0,2,0.0
68.119,1.7972000000000001,7,0,0,0,3,0.0
82.146,2.1873000000000005,8,0,0,0,3,0.0
68.119,1.7972000000000001,7,0,0,0,2,0.0
144.12599999999998,0.008000000000000007,12,0,4,0,3,52.60000000000001
172.17999999999998,0.7881999999999999,14,0,4,0,5,52.60000000000001
200.23399999999995,1.5684,16,0,4,0,7,52.60000000000001
111.09999999999998,0.35857999999999995,10,0,3,0,2,50.09
125.12699999999998,0.74868,11,0,3,0,3,50.09
153.18099999999998,1.52888,13,0,3,0,5,50.09
181.23499999999996,2.3090800000000007,15,0,3,0,7,50.09
209.28899999999993,3.0892800000000014,17,0,3,0,9,50.09
284.35499999999996,3.5629000000000017,23,2,3,1,7,38.69
256.301,2.8278000000000008,21,2,3,1,7,38.69
400.51900000000006,2.1029999999999993,31,2,6,4,14,82.98
456.62700000000024,3.663400000000002,35,2,6,4,18,82.98
484.6810000000003,4.4436000000000035,37,2,6,4,20,82.98
358.3930000000001,4.764300000000003,29,3,4,0,6,52.6
358.3930000000001,4.764300000000004,29,3,4,0,6,52.6
220.224,2.2123,18,1,4,0,6,52.60000000000001
256.34199999999987,2.987400000000002,20,0,4,0,14,52.6
172.17999999999995,0.6468,14,0,4,0,8,52.6
220.224,2.2123,18,1,4,0,6,52.60000000000001
228.2879999999999,2.2072000000000003,18,0,4,0,12,52.6
144.12599999999998,-0.13339999999999996,12,0,4,0,6,52.6
114.14399999999999,1.5219,10,0,2,0,5,26.3
274.31600000000003,3.238500000000002,22,2,4,0,5,52.60000000000001
192.16999999999996,1.4321,16,1,4,0,4,52.60000000000001
242.22999999999996,2.167,20,2,4,0,5,52.6
192.16999999999996,1.4321,16,1,4,0,4,52.60000000000001
192.16999999999996,1.4321,16,1,4,0,4,52.60000000000001
284.39599999999996,3.7676000000000034,22,0,4,0,16,52.6
200.23399999999995,1.427,16,0,4,0,10,52.6
86.08999999999999,0.7417,8,0,2,0,2,26.3
72.06299999999999,-0.06669999999999998,7,0,2,0,3,26.3
72.063,0.35159999999999997,7,0,2,0,1,26.3
158.15299999999996,0.25669999999999993,13,0,4,0,7,52.6
206.19699999999997,1.8222,17,1,4,0,5,52.60000000000001
30.026,-0.02589999999999998,4,0,1,0,1,9.23
130.187,1.6201999999999999,11,0,2,0,7,18.46
44.053,0.4349,5,0,1,0,2,9.23
100.161,1.9952999999999999,9,0,1,0,6,9.23
88.106,0.44989999999999997,8,0,2,0,4,18.46
158.241,2.4004000000000003,13,0,2,0,9,18.46
74.079,0.409,7,0,2,0,4,18.46
102.133,1.1892,9,0,2,0,6,18.46
58.08,0.8233999999999999,6,0,1,0,2,9.23
72.107,1.2150999999999998,7,0,1,0,4,9.23
58.08,0.825,6,0,1,0,3,9.23
196.205,1.9353,17,2,2,0,3,26.3
300.313,3.5740000000000016,25,3,3,0,5,43.370000000000005
288.302,3.7276000000000016,24,3,3,0,5,35.53
56.064,0.42,6,0,1,0,2,17.07
70.091,0.6659999999999999,7,0,1,0,2,17.07
116.11599999999999,-0.17270000000000002,10,0,3,1,4,46.53
130.143,0.21739999999999998,11,0,3,1,4,46.53
144.17,0.6058999999999999,12,0,3,1,4,46.53
158.15299999999996,0.3980999999999999,13,0,4,0,4,52.60000000000001
214.26099999999994,1.9585000000000001,17,0,4,0,8,52.60000000000001
228.28799999999995,2.3486000000000002,18,0,4,0,9,52.60000000000001
298.423,4.299100000000004,23,0,4,0,14,52.60000000000001
85.106,0.16720000000000013,8,0,1,1,2,43.09
141.21399999999997,1.5966,12,0,1,1,2,29.1
142.19799999999998,2.0252,12,0,2,0,5,26.3
168.23599999999993,2.5578000000000003,14,1,2,0,3,26.3
226.3599999999999,4.365800000000005,18,0,2,0,11,26.3
254.41399999999987,5.146000000000005,20,0,2,0,13,26.3
114.14399999999998,1.2449999999999999,10,0,2,0,3,26.3
170.25199999999995,2.8054000000000014,14,0,2,0,7,26.3
142.19799999999998,1.8811,12,0,2,0,4,26.3
128.17099999999996,1.6335,11,0,2,0,3,26.3
100.11699999999998,0.8549,9,0,2,0,2,26.3
338.5760000000001,7.486600000000008,26,0,2,0,19,26.3
198.30599999999993,3.585600000000003,16,0,2,0,9,26.3
190.24200000000002,2.4678000000000004,16,1,2,0,5,26.3
162.188,2.2875000000000005,14,1,2,0,3,26.3
128.17099999999996,1.6351,11,0,2,0,4,26.3
142.19799999999998,2.0236,12,0,2,0,4,26.3
224.34399999999994,3.8300000000000027,18,1,2,0,3,26.3
142.19799999999998,2.0236,12,0,2,0,2,26.3
134.17799999999997,2.2532000000000005,12,1,1,0,3,9.23
118.17899999999995,2.4187000000000003,11,1,0,0,2,0.0
118.17899999999997,2.553020000000001,11,1,0,0,2,0.0
118.17899999999997,2.553020000000001,11,1,0,0,2,0.0
118.17899999999997,2.553020000000001,11,1,0,0,2,0.0
104.15199999999997,2.2446,10,1,0,0,2,0.0
160.26,3.5421000000000022,14,1,0,0,2,0.0
102.13599999999997,1.3812,10,1,0,0,1,0.0
120.15099999999997,1.32114,11,1,1,0,1,9.23
244.29299999999998,4.038300000000002,21,3,1,0,3,9.23
44.053,-0.17830000000000001,5,0,1,1,1,20.23
120.15099999999997,1.9502,11,1,1,1,2,20.23
142.19799999999998,1.7610999999999999,12,1,2,0,3,18.46
100.11699999999999,0.5924,9,1,2,0,1,18.46
86.08999999999999,0.39249999999999996,8,0,2,0,2,26.3
148.16099999999997,1.6864000000000001,13,1,2,0,3,26.3
72.063,0.0023999999999999577,7,0,2,0,3,26.3
100.11699999999999,0.7826,9,0,2,0,3,26.3
70.091,0.8808,7,0,1,0,2,17.07
132.16199999999998,2.1746999999999996,12,1,1,0,3,17.07
111.14399999999999,0.4518,10,1,1,0,2,20.310000000000002
110.2,3.0382000000000016,10,0,0,0,5,0.0
156.269,3.206500000000002,13,0,1,0,9,9.23
96.173,2.6481000000000012,9,0,0,0,4,0.0
82.146,2.258,8,0,0,0,3,0.0
184.32299999999998,3.9867000000000035,15,0,1,0,11,9.23
68.119,1.8679,7,0,0,0,2,0.0
128.215,2.775500000000001,11,0,1,0,8,9.23
200.23399999999995,1.8453,16,0,4,0,9,52.60000000000001
156.26899999999998,3.062400000000002,13,0,1,0,8,9.23
114.188,2.0362,10,0,1,0,6,9.23
128.215,2.4263000000000003,11,0,1,0,7,9.23
68.119,1.8679,7,0,0,0,2,0.0
170.25199999999998,2.8054000000000014,14,0,2,0,8,26.3
114.14399999999999,1.1036000000000001,10,0,2,0,6,26.3
198.30599999999995,3.585600000000003,16,0,2,0,10,26.3
284.39599999999996,4.185900000000003,22,0,4,0,15,52.60000000000001
128.171,1.7679,11,0,2,0,5,26.3
96.17299999999999,2.5040000000000004,9,0,0,0,3,0.0
184.27899999999994,3.193900000000002,15,0,2,0,8,26.3
214.26099999999994,2.2354000000000003,17,0,4,0,10,52.60000000000001
172.17999999999998,1.0651,14,0,4,0,7,52.60000000000001
170.25199999999995,2.8038000000000007,14,0,2,0,7,26.3
112.21599999999998,3.118100000000002,10,0,0,0,5,0.0
228.28799999999993,2.6255000000000006,18,0,4,0,11,52.60000000000001
100.16099999999999,1.502,9,0,1,0,4,9.23
142.19799999999998,2.0236,12,0,2,0,5,26.3
98.18899999999998,2.7280000000000006,9,0,0,0,4,0.0
218.33999999999995,4.3415000000000035,18,1,1,0,9,9.23
114.14399999999999,1.1727,10,0,2,0,4,26.3
160.26000000000002,3.587200000000002,14,1,0,0,5,0.0
170.25199999999995,2.6613000000000007,14,0,2,0,6,26.3
232.36699999999988,4.983900000000005,19,1,1,0,10,9.23
110.19999999999999,2.8941000000000017,10,0,0,0,2,0.0
144.17,0.8714999999999999,12,0,3,0,5,35.53
176.259,3.1712000000000016,15,1,1,0,6,9.23
132.20600000000002,2.3476,12,1,0,0,3,0.0
156.22499999999997,2.2712000000000003,13,0,2,0,3,26.3
197.32199999999997,3.0172000000000017,16,0,2,1,12,29.1
138.254,3.652300000000003,12,1,0,0,4,0.0
282.42799999999994,2.9136000000000006,22,0,3,2,16,58.199999999999996
183.295,2.6271000000000013,15,0,2,1,11,29.1
150.17699999999996,1.8825,13,1,2,0,5,18.46
169.268,2.237,14,0,2,1,10,29.1
170.25199999999998,2.6613000000000007,14,0,2,0,4,26.3
92.097,0.7043,9,1,1,0,1,9.23
338.5360000000002,4.474000000000004,26,0,3,2,20,58.199999999999996
127.187,1.2081,11,0,1,1,5,29.1
176.259,3.4235000000000024,15,1,1,0,6,9.23
155.241,1.8469,13,0,2,1,9,29.1
141.214,1.4568,12,0,2,1,8,29.1
118.17899999999999,2.09362,11,1,0,0,2,0.0
98.14499999999998,1.5169,9,0,1,0,3,17.07
190.286,3.669500000000003,16,1,1,0,6,9.23
127.187,1.0667,11,0,2,1,7,29.1
226.31999999999994,1.3531999999999995,18,0,3,2,12,58.199999999999996
110.2,2.8721000000000014,10,1,0,0,3,0.0
118.17899999999995,2.5345000000000004,11,1,0,0,3,0.0
104.15199999999999,1.7852000000000001,10,1,0,0,2,0.0
242.22999999999996,2.585300000000001,20,2,4,0,4,52.60000000000001
162.232,3.033400000000001,14,1,1,0,5,9.23
242.22999999999996,2.585300000000001,20,2,4,0,4,52.60000000000001
84.11799999999998,1.1268,8,0,1,0,3,17.07
124.227,3.2622000000000018,11,1,0,0,3,0.0
96.173,2.482,9,1,0,0,2,0.0
148.205,2.391000000000001,13,1,1,0,4,9.23
164.15999999999997,1.6541,14,1,3,0,4,35.53
92.097,0.7042999999999999,9,1,1,0,1,9.23
160.26,3.7581000000000024,14,1,0,0,4,0.0
148.205,2.643300000000001,13,1,1,0,4,9.23
174.287,3.850520000000003,15,1,0,0,2,0.0
146.233,3.368000000000002,13,1,0,0,3,0.0
134.178,2.2532000000000005,12,1,1,0,3,9.23
148.20499999999998,2.5616200000000005,13,1,1,0,3,9.23
129.162,1.65688,12,1,1,0,2,23.79
246.30999999999992,1.493,20,1,3,2,9,58.199999999999996
274.3160000000001,2.8202000000000016,22,2,4,0,6,52.6
132.206,2.4020400000000004,12,1,0,0,2,0.0
284.35499999999996,2.4077,23,2,3,1,7,38.69
132.206,2.8070000000000013,12,1,0,0,3,0.0
132.206,2.861440000000001,12,1,0,0,2,0.0
105.13999999999999,1.6396,10,1,1,0,2,12.89
132.206,2.861440000000001,12,1,0,0,2,0.0
370.40500000000003,1.8293,29,2,5,3,11,96.88999999999999
132.206,2.8614400000000018,12,1,0,0,2,0.0
162.188,2.0312,14,1,2,0,3,26.3
302.41799999999995,3.0534000000000017,24,1,3,2,13,58.199999999999996
296.366,4.173740000000003,24,2,3,0,4,35.53
132.20599999999996,2.727120000000001,12,1,0,0,2,0.0
268.31199999999995,3.7729000000000026,22,2,3,0,5,35.53
134.178,1.7368999999999999,12,1,1,1,3,20.23
574.5890000000005,5.7415000000000065,45,6,7,0,12,102.44999999999999
246.31,1.7202,20,1,3,2,9,58.199999999999996
240.258,2.992700000000001,20,2,3,0,3,35.53
268.31199999999995,3.5569000000000024,22,2,3,0,4,35.53
282.33899999999994,3.9470000000000027,23,2,3,0,5,35.53
240.214,2.4384000000000006,20,2,4,0,4,52.6
180.25,3.9116000000000026,16,2,0,0,3,0.0
134.178,1.7368999999999999,12,1,1,1,3,20.23
105.13999999999999,1.6396,10,1,1,0,2,12.89
132.206,2.8614400000000018,12,1,0,0,2,0.0
226.23100000000002,2.4317,19,2,3,0,3,35.53
120.10699999999999,1.2192,11,1,2,0,2,26.3
310.393,4.727200000000004,25,2,3,0,7,35.53
268.312,3.6288000000000027,22,2,3,0,4,35.53
193.24899999999997,3.8100000000000023,17,3,0,0,2,4.93
254.28500000000003,3.9037000000000024,21,2,3,0,4,35.53
154.212,3.397800000000002,14,2,0,0,2,0.0
154.212,3.397800000000002,14,2,0,0,2,0.0
134.178,1.7368999999999999,12,1,1,1,3,20.23
280.3229999999999,3.7010000000000023,23,3,3,0,3,35.53
386.4470000000001,4.644240000000004,31,3,4,0,5,52.60000000000001
294.34999999999997,4.0911000000000035,24,3,3,0,3,35.53
316.35600000000005,4.1952000000000025,26,3,3,0,4,35.53
310.39300000000003,4.4004800000000035,25,2,3,0,3,35.53
358.39300000000003,4.027400000000003,29,3,4,0,5,52.60000000000001
474.4280000000002,2.700799999999999,38,6,6,0,5,96.6
566.5250000000003,5.890100000000006,45,7,7,0,7,102.44999999999999
306.361,3.9470000000000027,25,4,3,0,3,35.53
578.5360000000003,5.3288000000000055,46,7,7,0,7,110.28999999999999
498.45000000000033,3.1841000000000017,40,6,6,0,5,108.9
346.4260000000001,4.583100000000004,28,5,3,0,3,35.53
550.5260000000003,5.7648000000000055,44,7,6,0,6,93.22
590.6820000000002,9.717799999999995,48,8,4,0,7,44.24
498.58500000000015,7.925500000000006,41,7,3,0,5,35.010000000000005
438.4940000000001,4.198200000000003,36,6,4,0,5,61.42
238.246,2.504600000000001,20,2,3,2,4,58.199999999999996
650.7810000000002,11.259499999999985,53,9,3,0,7,35.010000000000005
354.36500000000007,2.4467000000000008,29,4,3,1,4,66.48
498.5850000000002,7.925500000000006,41,7,3,0,5,35.010000000000005
742.8780000000002,13.051799999999975,60,10,4,0,9,44.24
484.5620000000001,6.5902000000000065,40,7,4,0,4,51.56
348.36500000000007,3.3815000000000017,29,5,5,0,3,60.790000000000006
574.6830000000002,9.592499999999996,47,8,3,0,6,35.010000000000005
360.3760000000001,2.8202000000000007,30,5,5,0,3,68.63
590.6820000000001,9.717799999999995,48,8,4,0,7,44.24
238.246,2.504600000000001,20,2,3,2,4,58.199999999999996
486.5610000000003,3.5706000000000024,37,2,8,2,16,111.52
500.5410000000005,1.227299999999999,37,2,11,2,18,158.19
542.6690000000006,5.131000000000006,41,2,8,2,20,111.52
