hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,lcoh_prod_base,lcoh_del_base,lcoh_prod_derisk,lcoh_del_derisk,lcoh_prod_lowint,lcoh_del_lowint
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,0.001843196571839851,11.20191372108034,0.0016049720878207614,11.201663863769687,0.0013851327732255982,11.20143332311323
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,0.0018011361520240783,11.20186999695422,0.0015686288315016103,11.201626131230913,0.0013540488853283686,11.20140110239256
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,0.0013680763840934265,11.201419807441308,0.0011944337517484172,11.201237631911209,0.0010340049737811794,11.201069353497138
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,0.0014729132772011732,11.201528791173667,0.0012850204385814737,11.201331681427392,0.0011114825226769952,11.201149664636763
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,0.0015061653713079664,11.201563358559413,0.0013137526620011397,11.201361511988658,0.001136056798684961,11.201175137669141
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,0.0016488367868244278,11.20171167336447,0.0014370311229923085,11.20148950297737,0.0012414951729445957,11.201284432246961
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,0.0013903938430548427,11.201443007670752,0.001213717656544886,11.201257652975888,0.001050498232658437,11.201086449964894
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,0.001196355800386934,11.201241294423795,0.0010460547004632699,11.201083580819674,0.0009070984094397113,11.20093780557192
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,0.001662092085089758,11.201725452978073,0.0014484846630319404,11.201501394348355,0.0012512912284078689,11.201294586574107
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,0.0015302060638439946,11.2015883501852,0.0013345255657133167,11.201383078971757,0.0011538235778810507,11.201193554233747
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,0.0015400404197628004,11.201598573540561,0.0013430231632041742,11.201391901404287,0.001161091456286938,11.201201087920676
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234,0.0016546836809710611,11.201717751533403,0.0014420832640211609,11.201494748245038,0.0012458161997673657,11.20128891130694
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568,0.001446308126168863,11.20150113365184,0.0012620316565481004,11.201307813860275,0.0010918205331914058,11.201129283548235
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,0.0016578726494975648,11.201721066642065,0.001444838764348073,11.201497609079025,0.0012481729413457857,11.201291354241759
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,0.0014338295766583354,11.201488161511405,0.001251249283824796,11.201296619313114,0.001082598517914235,11.201119724255678
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.0011910934039013517,11.201235823872418,0.00104150760784826,11.201078859906753,0.0009032093435876564,11.200933774271045
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614,0.0017767155990662876,11.201844610442578,0.001547527700807057,11.201604223473801,0.001336001378102973,11.201382394832846
hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133,0.0017460174554414243,11.201812698029213,0.0015210022760213029,11.20157668406978,0.0013133145466526963,11.20135887827464
hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201,0.0015519750947040822,11.201610980293385,0.0013533355888142033,11.20140260803981,0.0011699115322535971,11.201210230573775
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,0.001289704844633207,11.201338335903685,0.001126715051858951,11.201167324549456,0.000976086099989975,11.201009316353135
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423,0.0015710401661179797,11.2016307994866,0.0013698091946453645,11.201419711377094,0.0011840011810297618,11.201224835524062
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963,0.0018671540733699306,11.201938626224488,0.0016256731084641084,11.201685356121864,0.0014028380718203465,11.2014516759487
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386,0.001710235704693943,11.201775500925873,0.0014900842456102978,11.201544584145351,0.0012868707799505805,11.201331467378578
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414,0.0014551212856550705,11.20151029541719,0.001269646866182044,11.201315720174179,0.0010983337173842787,11.201136034939479
hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623,0.001340782306384559,11.201391433742204,0.0011708496870502269,11.20121314630574,0.0010138338472095285,11.201048444650826
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264,0.0013896388917256602,11.201442222857208,0.0012130653237867933,11.201256975706608,0.0010499403014112704,11.201085871628397
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,0.0013263882013337918,11.201376470276138,0.0011584121352702838,11.201200233307503,0.0010031961800217365,11.201037417931643
hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528,0.001721909599103841,11.201787636582951,0.0015001713379084716,11.201555056833817,0.0012954981314309214,11.201340410258668
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,0.0013151347683859529,11.20136477171194,0.0011486883522009498,11.201190137816376,0.000994879561934191,11.201028797149414
hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181,0.001340400408426913,11.201391036738213,0.0011705196994889217,11.201212803703847,0.0010135516133812487,11.201048152094844
