PC1,PC2,pseudotime,phase,state,annotated_age
2.4261531937117105,-4.2483123233776245,0.36922199144527457,S,cycling,6.933333332999999
11.843200524218117,-15.137604169761314,0.8283695172879286,G2,cycling,16.26666667
1.7990375651824875,-1.2271103972075161,0.44394978374994637,G0,arrested,2.666666667
-2.6576233308344768,-4.8994317759828245,0.2774529266594583,G1,cycling,0.26666666699999997
-0.28871843432719196,-6.570045364177081,0.3205447748652821,G2,cycling,12.8
5.856951617504669,-15.451531240014624,0.4804287147946085,S,cycling,10.13333333
-2.294004845693245,-9.140039519347539,0.3831535412991653,G1,cycling,4.533333333
4.076695816991901,-10.256354320405055,0.38598109083701965,G2,cycling,18.66666667
11.350159983166538,-14.139711463496418,0.5533575779643659,G1,cycling,1.6
4.8700813573359385,-12.776760862689569,0.3570257018649493,G1,cycling,15.46666667
-2.5194676399438483,0.2529348571320575,0.40458337435697667,G1,cycling,5.066666667
-2.3135324353745297,-1.7420797737873268,0.3194705295255949,G1,cycling,6.4
2.083944242112876,-3.5857279989851296,0.39851500145638646,G1,cycling,0.26666666699999997
7.747319684542987,-3.418860303067117,0.409093707498807,S,cycling,7.733333332999999
-1.2934674059953717,-5.074308971463157,0.4212672084993069,S,cycling,5.333333333
-0.23447610097087787,-5.751232604573341,0.29212388039493714,S,cycling,8.533333333
-3.5777914801863484,-2.9629731378152395,0.30929551875308364,S,cycling,9.333333332999999
8.061503858882041,-9.46649620578177,0.4686866381748077,G2,cycling,16.26666667
3.960456413906967,-18.440762683240717,0.492197320362587,G2,cycling,18.13333333
-1.5443741260165027,-0.8815928979338232,0.33761886958418047,G1,cycling,4.8
-1.8776026192170845,-0.8663423925777168,0.3364038506794369,G1,cycling,3.4666666669999997
0.7654903991062675,-2.722382867180221,0.39266497747898144,G1,cycling,6.933333332999999
-1.2841538997981747,-9.571962855847518,0.36908659442709246,S,cycling,7.2
-4.552107538449444,-10.642308404518424,0.30699095980691576,S,cycling,16.8
2.3815928474169232,-12.004078200495814,0.3803698658150355,G2,cycling,20.0
-0.4955983755854958,-3.8728935666296387,0.32293271299054216,S,cycling,10.93333333
-1.3735799576209715,-3.5492183663577777,0.30153304176542145,G1,cycling,4.8
3.3281910582797036,-1.5700768704075718,0.3666739140624578,S,cycling,8.0
-1.9885337542816606,-5.3431031055816876,0.2979894576993086,S,cycling,9.6
-4.2335128710063845,-8.618404714589902,0.29939938386987164,S,cycling,5.6
8.478309131795987,2.9172525530821525,0.38955170212735646,G1,cycling,5.066666667
-4.101578435226848,-2.6557974700457474,0.31756269861801756,G1,cycling,4.266666667
-2.2896927737893376,-3.6880931267398913,0.3959804262508147,G0,arrested,18.93333333
1.8638167623051431,-1.0042709968309314,0.30301904399255203,G1,cycling,5.8666666670000005
-4.306226682366298,-3.919825533570306,0.386341866324883,S,cycling,8.0
-6.039712541943382,-2.1661270884144828,0.31395013937755717,S,cycling,7.2
-5.838828237910996,-2.366212469290544,0.25995575791096576,S,cycling,10.93333333
6.9636737020642645,-4.728832018214158,0.40824973769538203,G1,cycling,4.266666667
1.7431009089160254,-4.532889543275409,0.3706798343317717,G2,cycling,13.86666667
-5.376700009845538,-3.0277640251246973,0.25954458789323737,G0,arrested,8.266666667
-4.9578357400764705,-7.383617107484567,0.265639232524713,S,cycling,7.2
1.9952003317142735,-5.208679569627372,0.4369826760057328,G2,cycling,18.4
8.322048321706603,0.5321610392642269,0.5259025761389055,S,cycling,9.6
-2.3820848110438577,-6.784276916604606,0.40276349691514984,G1,cycling,5.066666667
13.110416533948115,-8.620636889093237,0.9999999999999936,G1,cycling,3.2
1.8618081781545437,-1.8324252573127509,0.32853384786676165,G1,cycling,1.333333333
-4.680447521893569,-0.9082371319267284,0.28710406457753757,G1,cycling,4.266666667
3.332591472004432,-0.3459879457123506,0.39300692601800846,S,cycling,5.8666666670000005
4.256517859594095,4.3678954644949055,0.9999999999999936,G1,cycling,2.133333333
0.8383329452225863,-9.241697073500745,0.3806043110943567,S,cycling,14.13333333
0.18422892160409754,-9.740824530256232,0.3496097158762816,G2,cycling,17.33333333
-5.4583774036028805,-3.8605911181588257,0.28219696420946455,G1,cycling,9.866666667
-3.0990983028664267,-8.087323846889374,0.20727880082317598,S,cycling,5.8666666670000005
42.95949343704526,25.331349546615247,0.9999999999999936,S,cycling,9.066666667
-0.0613989973952342,-8.33376863724533,0.37984577372762673,G2,cycling,16.26666667
-0.4415421913977328,-1.1524876478501977,0.34268225262402785,G1,cycling,4.266666667
0.22476704405154088,-6.625218058922179,0.32968945598069027,S,cycling,7.2
23.8033611658133,-9.105746833191533,0.6791586673774919,G2,cycling,20.0
0.5549359148787244,-2.8314255218957842,0.3031258571823773,G1,cycling,4.266666667
-3.6831992006175587,-7.172184740609534,0.41590374842522526,G1,cycling,4.266666667
0.30353906882796355,-9.865999627520292,0.3910031500303681,S,cycling,18.93333333
-2.6834771794837304,0.3653325546292594,0.34070026023027505,G1,cycling,2.666666667
-6.228108211917345,-2.1493748005173523,0.2874215686720068,G1,cycling,1.333333333
0.2108466228354575,-0.3890825932916111,0.37520192709143935,G1,cycling,4.266666667
-10.711438898321028,-1.1258121141857154,0.9999999999999936,G1,cycling,1.8666666669999998
9.536793472427036,-4.9900031664876545,0.46529317609943555,S,cycling,8.266666667
-2.526005479917102,-2.600799132336287,0.21415027982731155,G1,cycling,5.8666666670000005
-4.917651102818512,-0.7319415515619663,0.2623080823123353,G0,arrested,8.266666667
-2.1201186454847396,-7.789943421506506,0.36445800924485433,S,cycling,5.333333333
-0.3754182147887593,-2.503030945061561,0.30644038119055766,G1,nan,3.4666666669999997
-4.977263656320191,-0.3557749003043925,0.30631434163097426,G1,cycling,5.333333333
-0.18050410940939662,-1.9628096003020763,0.30852693100862466,G1,cycling,5.066666667
-5.359477639685708,-1.6932121105187519,0.2793421019850624,G1,nan,3.2
-2.3798184506718085,0.41311023375484596,0.3119894508269337,G1,cycling,2.133333333
-7.317437829489858,-1.315015847871332,0.34097254008330125,G1,cycling,2.933333333
14.997787062923281,2.4943069986176125,0.4495292806693015,G1,cycling,2.4
-5.082184354756139,-0.9455499491542171,0.3486711372128916,S,cycling,5.8666666670000005
12.000589603591724,-5.041974895115218,0.536527141348026,G2,cycling,12.53333333
9.914429894034095,-7.971884276219188,0.49801779625069215,G2,cycling,15.2
-1.7740095029121898,-0.5298451822066593,0.3044865746412353,S,cycling,5.066666667
12.245839309972405,-0.11858507135883861,0.49488312260348727,S,cycling,5.6
4.669909047753507,-0.03748808184792504,0.4632682665813226,S,cycling,10.93333333
2.8198896312184734,-0.6489281650564497,0.37415095861225633,S,cycling,6.4
-4.406385325672849,-2.422039707741111,0.33740806117328687,S,cycling,7.733333332999999
3.4779753741435453,-2.0130530385979126,0.4147293054409421,G1,cycling,4.8
1.7281069773951776,1.2992061419533552,0.3546994261334292,G1,cycling,1.6
0.9718716164167016,-2.1308090679360197,0.3608061245912036,S,cycling,4.8
11.498244003282386,-4.523809337498328,0.5275490805815747,G0,arrested,4.533333333
-1.8642604068249033,-12.625801447084578,0.34430807913004724,G2,cycling,17.86666667
-8.356576573528676,-4.764783268039139,0.30326913803887745,G2,cycling,14.13333333
1.613826271014137,-2.0875846942636858,0.34094955738636007,S,cycling,9.333333332999999
1.3712805083705955,0.7416513967478985,0.33877559850504774,G1,cycling,4.266666667
0.44172313960193077,-3.728131217081344,0.37947053923977325,S,cycling,6.1333333329999995
-2.8067798976313005,-4.611785354583194,0.2358507184878515,G1,cycling,4.533333333
10.82499225974487,-2.4864188055412835,0.5499997852392924,G2,cycling,16.26666667
-6.0078335716568825,-0.8653360859235799,0.3529817884768697,S,cycling,4.533333333
-5.342331752887008,-3.1619534460588916,0.25655425686232436,S,cycling,5.8666666670000005
-5.328828151433246,-1.9414346841860664,0.23390217999141516,S,cycling,5.333333333
-2.8657263486049467,-8.611345039904313,0.3726090680104227,S,cycling,13.6
-1.6796337210161674,0.6170104577901632,0.42295828432274724,S,cycling,9.866666667
-2.8704535571252596,-2.576959986179565,0.2868912413228912,S,cycling,9.6
-7.030437405913195,-0.18708058093022237,0.23119339510497733,G1,cycling,5.333333333
-3.8620260796858976,-2.585155185938415,0.32053843301619084,S,cycling,6.4
-2.6431960701786026,1.413464800165254,0.33969264691411016,G0,arrested,1.6
-3.000303236764438,-2.7173710309795416,0.29785238343617,G1,cycling,1.8666666669999998
-4.398224592292293,-5.315365443260496,0.41544563735326584,G1,cycling,0.0
0.5653348533731412,-8.47365183539978,0.3499954492119108,G2,cycling,15.46666667
-3.5848498382515577,-2.9733620608871028,0.9999999999999936,S,cycling,20.0
0.953425782042066,-0.9154357055935459,0.37387424887875625,G1,cycling,2.4
-3.3790016758524835,-6.492387991325919,0.37837119788588724,G1,cycling,4.266666667
13.666483805548049,-2.7265090960706284,0.6070022294404851,G0,arrested,5.8666666670000005
-2.1528497959753854,-2.828606361224156,0.30494706442258324,G1,cycling,5.066666667
10.761180352105418,3.3808128050719626,0.5042236021542639,G1,cycling,3.4666666669999997
-3.678943233901594,-5.262103762997136,0.3945273192577544,G1,cycling,0.0
-1.4203714867456272,-4.727265793495417,0.2790347207535146,G0,arrested,3.2
-1.7991624774359498,-5.893932002041211,0.4046396400268122,G2,cycling,16.53333333
-2.7706350133256494,-8.949298191926822,0.36863475813778485,S,cycling,7.2
3.4214541067938558,-10.133678487794745,0.32447024983120004,S,cycling,6.666666667
-6.640474299776326,-5.517526922927423,0.2863530547216108,S,cycling,5.333333333
-1.6362217542022846,-0.6259379903206249,0.3727648042278481,G1,cycling,5.066666667
-5.368345754411844,-1.708110650271881,0.2603045503460595,S,cycling,9.866666667
19.00085321915807,2.3166915787849027,0.9999999999999936,G2,cycling,13.86666667
-0.49951465006957524,-1.1710911415159084,0.3428549883795713,G1,cycling,3.4666666669999997
