hex_id,lat,lon,scenario,wacc,pv_cf,wind_cf,pv_lcoe,wind_lcoe,blended_lcoe,blended_cf,electrolyzer_cf,wind_fraction,solar_fraction,theo_pv,theo_wind,ocean_dist_km,grid_dist_km,road_dist_km,cost_electricity,cost_electrolyzer_capex,cost_electrolyzer_opex,cost_electrolysis,cost_storage,cost_water,cost_infrastructure,cost_production,cost_ammonia_conversion,cost_shipping,cost_cracking,cost_delivered
hex_000,-19.71252741732844,21.42667018270944,base,0.08,0.33170844421533785,0.4354783991851205,0.022890411646665967,0.0332866524865985,0.02600928389864572,0.3628394307062726,0.34469745917095895,0.3,0.7,0.6634168884306757,0.6221119988358864,401.9486959865509,148.1040023836202,99.3287389791286,1.2384134747740885,0.722733275955905,0.14191803679207607,2.149249955240708,0.13734336295013921,0.018,0.11783481805975443,2.4224281362506015,0.9582054429465512,0.3194416243654822,0.9384946074782953,4.638569811040931
hex_001,-23.73345872297537,24.54513625407894,base,0.08,0.35,0.43188577348314416,0.02169412238504062,0.03356354626407036,0.025254949548749545,0.3745657320449432,0.355837445442696,0.3,0.7,0.8468278354591481,0.6169796764044917,403.1165214670598,164.2124173809309,107.64313184893224,1.2024963835140319,0.7001071052833391,0.1374750952134889,2.0848178608011185,0.13304363790047427,0.018,0.11862303660442604,2.354484535306019,0.9489386318105177,0.3194416243654822,0.9384946074782953,4.561359398960314
hex_002,-18.69682496106341,15.561555013934129,base,0.08,0.29085651141920976,0.45486543644214256,0.02610545934734311,0.03186792615520946,0.029274816091669605,0.3810614201818228,0.36200834917273167,0.55,0.45,0.5817130228384195,0.649807766345918,238.2976785700376,25.688858679272823,17.689641590834682,1.3938994576219257,0.6881728679728178,0.1351316531912853,2.2611806163425374,0.13077573583895077,0.018,0.06782842508335422,2.4777847772648425,0.9657555216923421,0.3194416243654822,0.9384946074782953,4.701476530800963
hex_003,-20.631583651287634,16.186435884488162,base,0.08,0.35,0.37465902412651053,0.02169412238504062,0.03869016146852667,0.026792934110086434,0.3573977072379531,0.33952782187605546,0.3,0.7,0.7165114970014225,0.5352271773235865,149.00878280554892,106.87281353179937,66.93030108114688,1.2757264198416869,0.7337375844600056,0.14407887525228222,2.2004312608242755,0.13943454760591006,0.018,0.04525962439261605,2.4031254328228013,0.955572751941166,0.3194416243654822,0.9384946074782953,4.616634416607745
hex_004,-27.86987182534821,17.57378135786131,base,0.08,0.35,0.3405536772353639,0.02169412238504062,0.04256485572780085,0.02795534238786869,0.34716610317060914,0.32980779801207866,0.3,0.7,0.7662753065105006,0.486505253193377,349.6854701288347,15.195472596163658,13.920513195117785,1.331073659696662,0.7553621393487495,0.14832513660264554,2.2830312011176934,0.14354393233956825,0.018,0.09887906468360567,2.5434541981408674,0.9747121579643463,0.3194416243654822,0.9384946074782953,4.776102587948992
hex_005,-17.292531780358928,13.65259902718,base,0.08,0.35,0.37662958785482814,0.02169412238504062,0.03848773066836867,0.026732204870039036,0.3579888763564484,0.34008943253862595,0.3,0.7,0.8086222331359278,0.5380422683640402,301.13095579381485,126.02775071490714,80.99657107173759,1.2728348404548586,0.7325259183171164,0.1438409489162922,2.196012659281687,0.13920429073470525,0.018,0.08867595765821493,2.4418929076746068,0.9608602383663503,0.3194416243654822,0.9384946074782953,4.660689377884735
hex_006,-19.866323576115764,12.818901074696605,base,0.08,0.35,0.20782988443440684,0.02169412238504062,0.06974751575570588,0.0361101403962402,0.307348965330322,0.29198151706380593,0.3,0.7,0.8211226579792855,0.2968998349062955,174.40940070443244,85.8159970215324,34.46682027684199,1.7193585420095512,0.8532194995954608,0.16754069635876717,2.794642428792197,0.16214008584852416,0.018,0.05118989270554723,3.025972407346268,1.040522698651624,0.3194416243654822,0.9384946074782953,5.32443133784167
hex_007,-19.567228336676557,17.65986896716307,base,0.08,0.35,0.23305319039557582,0.02169412238504062,0.06219875434655496,0.03384551197349492,0.3149159571186727,0.29917015926273904,0.3,0.7,0.8293347235199925,0.3329331291365369,51.56533394706672,40.40842627218149,79.4712935283363,1.6115298772522653,0.8327178235096518,0.16351492680056212,2.660976190048897,0.15824408543811652,0.018,0.017292976506417593,2.854513251993431,1.0171374263359199,0.3194416243654822,0.9384946074782953,5.129586910173129
hex_008,-27.46263640789345,14.176730886712376,base,0.08,0.35,0.2461165407027877,0.02169412238504062,0.05889737478717592,0.032855098105681206,0.3188349622108363,0.30289321410029446,0.3,0.7,0.7151274927751562,0.3515950581468396,338.58742899357145,30.333727092025157,87.51235910013904,1.5643720283747922,0.8224823544505475,0.16150505992042868,2.6009189231926557,0.1562990058510584,0.018,0.09804103011483715,2.873258959158551,1.0196941487570976,0.3194416243654822,0.9384946074782953,5.150889339759426
hex_009,-23.5953687452532,20.377395925555145,base,0.08,0.35,0.28028908310184436,0.02169412238504062,0.051716670441382374,0.030700886801943147,0.32908672493055324,0.31263238868402554,0.3,0.7,0.7037648207335433,0.4004129758597777,125.48262700606044,148.97292018353946,92.4690515382012,1.4618007958696644,0.7968602515208093,0.15647382825136852,2.46605701467872,0.1514299540178347,0.018,0.03995723441613149,2.6754442031126864,0.9927142425008374,0.3194416243654822,0.9384946074782953,4.926094677457302
