repetition,cell_id,p_response_empirical,mean_element_response,max_element_response,selected_elements_present,p_response_reported,num_presented_peptides,abs_error
0,0,0.9533045283235024,0.1949983614736523,0.763804051831921,10,0.9533045283235024,20,0.0
0,1,0.8746192397657027,0.15287657105028205,0.6267521835135927,10,0.8746192397657028,13,1.1102230246251565e-16
0,2,0.8857467355830899,0.14699039478745674,0.6938899448859717,10,0.8857467355830899,15,0.0
0,3,0.9685089196894837,0.2313872029802718,0.7084001871099722,10,0.9685089196894836,18,1.1102230246251565e-16
0,4,0.9715636147136891,0.21261407329322562,0.8133760684288108,10,0.9715636147136892,17,1.1102230246251565e-16
0,5,0.869858367140816,0.1559619179861674,0.5800962122847882,10,0.869858367140816,16,0.0
0,6,0.9735535125270364,0.22929440215482177,0.6976691409952307,10,0.9735535125270364,23,0.0
0,7,0.9512519158705938,0.20848764171416528,0.7200641259712017,10,0.951251915870594,17,2.220446049250313e-16
0,8,0.9414362352807849,0.19632189817186863,0.6220865112745818,10,0.9414362352807848,18,1.1102230246251565e-16
0,9,0.9500141910652679,0.20884126626300864,0.6112003445198876,10,0.950014191065268,15,1.1102230246251565e-16
0,10,0.9125248413066909,0.16255074498676123,0.7459841122912025,10,0.9125248413066908,15,1.1102230246251565e-16
0,11,0.9648933672963694,0.17478862893157282,0.8589122236953984,10,0.9648933672963694,15,0.0
0,12,0.9696405240455834,0.24046814184704052,0.650080236195957,10,0.9696405240455834,21,0.0
0,13,0.9728820302699668,0.22123561535465552,0.819203699768493,10,0.9728820302699668,21,0.0
0,14,0.9841314805182845,0.17935745777438022,0.95276077257504,10,0.9841314805182844,14,1.1102230246251565e-16
0,15,0.9999999810166906,0.1642013891298934,0.9999999603100316,10,0.9999999810166904,12,2.220446049250313e-16
0,16,0.912524841306691,0.17778329824540437,0.6371202485439521,10,0.9125248413066908,15,2.220446049250313e-16
0,17,0.9362305689252843,0.19382386028359605,0.5800962122847882,10,0.9362305689252844,18,1.1102230246251565e-16
0,18,0.8589466466954897,0.1393550128641395,0.5800962122847882,10,0.8589466466954897,13,0.0
0,19,0.9816385733647081,0.24659986372835627,0.7279021694528387,10,0.981638573364708,25,1.1102230246251565e-16
0,20,0.9529822051167679,0.16443979296919256,0.8755840335232143,10,0.952982205116768,13,1.1102230246251565e-16
0,21,0.9435657839676191,0.09435810697120903,0.9435648697258688,10,0.943565783967619,10,1.1102230246251565e-16
0,22,0.9328164235618212,0.16680141502884846,0.7120002919998865,10,0.9328164235618212,9,0.0
0,23,0.9614395019439133,0.19741778135356763,0.7408001627199781,10,0.9614395019439133,17,0.0
0,24,0.9343936282464198,0.17558535156670155,0.7142321302966006,10,0.9343936282464198,15,0.0
0,25,0.9872490127167308,0.23718925851745415,0.8724541440567882,10,0.9872490127167308,23,0.0
0,26,0.9437787750938197,0.21185179594448308,0.6457061692737965,10,0.9437787750938196,19,1.1102230246251565e-16
0,27,0.9723535148096334,0.16487284158434995,0.8809571612970084,10,0.9723535148096334,17,0.0
0,28,0.9404930970696237,0.1308747850741246,0.8992230111666006,10,0.9404930970696236,14,1.1102230246251565e-16
0,29,0.9773315816263071,0.24882337361234833,0.7387264650073797,10,0.9773315816263072,23,1.1102230246251565e-16
0,30,0.93830320773752,0.1620546254062669,0.7984460827993825,10,0.93830320773752,17,0.0
0,31,0.967211753491483,0.23173562833134068,0.7165648716461414,10,0.967211753491483,23,0.0
0,32,0.9915948065996544,0.24537109387919798,0.9271000048600428,10,0.9915948065996544,21,0.0
0,33,0.9544504130088145,0.18413277207489648,0.7619143940197058,10,0.9544504130088144,17,1.1102230246251565e-16
0,34,0.9710741603182277,0.24656923463751418,0.6325841791881939,10,0.9710741603182276,22,1.1102230246251565e-16
0,35,0.9539330421440538,0.22657956990995087,0.6325841791881939,10,0.9539330421440538,19,0.0
0,36,0.9676165530449908,0.22970678348304455,0.6267521835135927,10,0.9676165530449908,22,0.0
0,37,0.9492207657281262,0.15506818143794154,0.8790676174309996,10,0.9492207657281262,15,0.0
0,38,0.9844348393155774,0.22346166256794947,0.8425360468018164,10,0.9844348393155774,20,0.0
0,39,0.9375177511544744,0.16474569907466233,0.8110432320177009,10,0.9375177511544744,14,0.0
0,40,0.9466696460833116,0.17862858200003068,0.7312002259199344,10,0.9466696460833116,12,0.0
0,41,0.9710741603182277,0.2075026955140451,0.8148223005811148,10,0.9710741603182276,22,1.1102230246251565e-16
0,42,0.9790155127915321,0.26393036059996666,0.6640768942451413,10,0.979015512791532,25,1.1102230246251565e-16
0,43,0.7796042346398182,0.10610629797370612,0.5334403343679261,10,0.7796042346398182,11,0.0
0,44,0.9600113357459562,0.19826449463347268,0.7900480431568196,10,0.960011335745956,17,2.220446049250313e-16
0,45,0.9756157903858248,0.21477767649829552,0.7999624426270777,10,0.9756157903858248,19,0.0
0,46,0.9535120553041768,0.22236187778621747,0.5917602852819415,10,0.9535120553041768,21,0.0
0,47,0.9785734554205946,0.2117388654380859,0.8214357880746052,10,0.9785734554205946,21,0.0
0,48,0.9622107048870234,0.1821514280850116,0.8208409600000204,10,0.9622107048870234,18,0.0
0,49,0.943765954326441,0.19065328321440916,0.7084001871099722,10,0.9437659543264408,16,1.1102230246251565e-16
0,50,0.9166903406580245,0.18161091472744717,0.5800962122847882,10,0.9166903406580243,14,1.1102230246251565e-16
0,51,0.9723349106300996,0.24334173425855438,0.7084001871099722,10,0.9723349106300996,24,0.0
0,52,0.9228614402487311,0.1411838441824556,0.8367040283824169,10,0.9228614402487312,13,1.1102230246251565e-16
0,53,0.8661095104333947,0.15376135381495143,0.5626003936598674,10,0.8661095104333947,14,0.0
0,54,0.9617383311520606,0.23224316721252544,0.6112003445198876,10,0.9617383311520606,19,0.0
0,55,0.9335886665630067,0.18048138479061976,0.7245008922364582,10,0.9335886665630068,20,1.1102230246251565e-16
0,56,0.9806474590535356,0.24910918916567876,0.7408002080799478,10,0.9806474590535356,17,0.0
0,57,0.9453529370583565,0.2172347426824476,0.5800962122847882,10,0.9453529370583564,22,1.1102230246251565e-16
0,58,0.8871315820437885,0.0887145953546738,0.8871297535605165,10,0.8871315820437885,10,0.0
0,59,0.9862257890753962,0.22790375557303735,0.7795504487263791,10,0.9862257890753962,22,0.0
0,60,0.9741733662818368,0.227064323428755,0.7732001780199581,10,0.9741733662818368,20,0.0
0,61,0.9654419073352818,0.19258372824925532,0.8367040569592109,10,0.9654419073352818,15,0.0
