feature,importance_mean,importance_std
Tail_base_2_x,0.0011694058154235742,0.0003374550648556407
Mouse_1_poly_area_sum_2,0.0006426464391066459,0.00041955979249346
Tail_end_2_y,0.0006321112515803214,0.0013008290535559974
Mouse_1_poly_area_sum_8,0.0005899705014749864,0.00020044561304722236
Mouse_1_poly_area_mean_6,0.0005689001264222634,0.00022048514050210507
Mouse_1_poly_area_mean_8,0.0005583649388959758,0.0003121688240629749
Mouse_1_poly_area_median_6,0.0004319426885799708,0.0005045903925338498
Mouse_1_poly_area_deviation,0.0004108723135272478,0.0005706532896734695
Tail_end_1_p,0.00036873156342191277,7.449502540943836e-05
Mouse_1_poly_area_mean_5,0.00031605562579021623,0.0003801436694620158
Centroid_distance_percentile_rank,0.00028445006321116867,0.00012902916892023643
Centroid_distance_sum_8,0.00028445006321116867,9.30442569145563e-05
Centroid_distance_mean_15,0.0002844500632111317,0.0005023859678704333
Mouse_1_poly_area,0.00027391487568480716,0.00044870500292977804
Tail_end_2_x,0.00026337968815855667,0.00041717214229291985
Center_2_x,0.0002633796881585197,0.00032471628755630257
Lat_right_2_p,0.0002528445006321582,4.469701524566825e-05
Movement_mouse_1_tail_end_median_6,0.00024230931310583367,0.00014673818243982043
Mouse_1_poly_area_median_2,0.00024230931310579665,0.0002194760498946731
Centroid_distance_sum_15,0.00023177412557950916,0.0004099257576558399
Centroid_distance_median_15,0.00023177412557947216,0.00036707230067814506
Mouse_1_poly_area_sum_6,0.00022123893805314765,0.00023225250405662498
Movement_mouse_1_tail_end_mean_5,0.00021070375052682314,5.3719126776087944e-05
Centroid_distance_mean_8,0.00021070375052678614,0.000200445613047236
Mouse_1_poly_area_median_5,0.00020016856300049865,0.0005518668712056325
Total_movement_all_bodyparts_both_mice_sum_8,0.00020016856300046162,0.0002101763310499594
Movement_mouse_1_nose_deviation_15,0.0001896333754741001,6.827581856726144e-05
Centroid_distance_deviation_2,0.0001896333754741001,2.580583378407448e-05
Sum_euclidean_distance_hull_M1_M2_sum_2,0.00017909818794781263,0.000104293035573201
Ear_right_2_x,0.00017909818794781263,0.00020858607114643566
Mouse_1_nose_to_tail,0.00017909818794777563,8.295414953657355e-05
Movement_mouse_2_nose_mean_15,0.00017909818794777563,6.494325751127492e-05
M2_largest_euclidean_distance_hull,0.00016856300042145111,6.494325751126291e-05
Movement_mouse_1_lateral_right,0.00016856300042145111,3.9419062229059237e-05
Centroid_distance_sum_2,0.00016856300042145111,2.9798010163770113e-05
Sum_euclidean_distance_hull_M1_M2_median_5,0.00014749262536880212,9.769930989777423e-05
Movement_mouse_1_centroid_median_15,0.00014749262536880212,3.941906222896033e-05
Movement_mouse_1_tail_end_mean_8,0.0001474926253687651,0.00012195361254519592
Mouse_1_poly_area_sum_15,0.0001474926253687281,0.0005560743034301321
Mouse_1_width_mean_6,0.0001474926253687281,6.494325751122689e-05
Mouse_2_width_sum_8,0.0001369574378424776,0.0001659082990731283
Mouse_1_poly_area_deviation_15,0.0001369574378424406,9.769930989779418e-05
Mouse_1_poly_area_deviation_8,0.0001369574378424406,2.9798010163743943e-05
Sum_euclidean_distance_hull_M1_M2_mean_6,0.0001369574378424406,7.883812445793054e-05
Tail_end_1_y,0.0001264222503161531,0.00031710739450683433
Movement_mouse_2_centroid_median_15,0.0001264222503161531,7.741750135222344e-05
Mouse_1_poly_area_mean_2,0.0001264222503161161,6.82758185672957e-05
Mouse_1_poly_area_deviation_2,0.0001264222503161161,0.00011825718668694034
